AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
185, 5933_367.765672414857, 7455_450.382611747789, 59.5049265918, 142.1218659247
186, 9116_545.288103377596,   185, 274.9519787866, 37.9246212320
187,   184,   186, 944.3169236799, 155.9700003919
188, 12792_734.141416278009, 13650_776.897369334914, 150.0744798747, 192.8304329316
189, 29222_2137.59025503426, 28827_2073.3865166972, 267.0808745724, 202.8771362353
190,   188,   189, 87.9116155367, 1374.3540595953
191,   187,   190, 113.0179537115, 494.8071503789
192,   183,   191, -4.8622551415, 189.1523560518
193,   115,   192, 72.0065279318, 9.6895453112
194, 4031_258.453043505549, 19853_1194.62019019837, 94.5336728960, 1030.7008195888
195,   193,   194, 12.8837045323, 374.2968060172
196, 5594_351.168997660332, 9507_568.303489585087, 28.5909573252, 245.7254492500
197, 3870_248.746243909905, 6109_377.285822563077, 26.4499601321, 154.9895387853
198,   196,   197, 221.4154238737, 121.1336673163
199,   195,   198, 52.0829043623, 363.6229562313
