"","AncId","Desc","Branch.Length"
"1","101","13173_1803.4932137262",155.0895355104
"2","101","12933_1752.05894627655",103.6552680607
"3","102","101",116.5245749562
"4","102","12735_1710.30547855633",178.4263752967
"5","103","102",233.5395788203
"6","103","11396_1395.22187654854",96.8823521092
"7","104","103",184.0206927288
"8","104","10397_1206.51169864743",92.192866937
"9","105","10734_1283.34557865859",52.6008354828
"10","105","11249_1369.24446276772",138.4997195919
"11","106","11624_1443.97857490505",229.555878349
"12","106","105",16.3220466198
"13","107","106",48.1492088459
"14","107","11392_1393.51452632454",227.2410386144
"15","108","104",92.7920477015
"16","108","107",144.7467037012
"17","109","7102_700.120091837527",60.7122350538
"18","109","108",382.1189272252
"19","110","3612_303.896342981565",34.7491272696
"20","110","4879_431.40209277402",162.254877062
"21","111","109",449.6460106208
"22","111","110",79.3853695491
"23","112","13627_1875.48881104588",115.6550804207
"24","112","13083_1789.65480746872",29.8210768435
"25","113","112",178.20966719
"26","113","12621_1688.76723968653",107.1431762513
"27","114","113",63.7454520478
"28","114","11972_1539.70624914888",21.8276377615
"29","115","15864_2232.3059248905",360.2832620489
"30","115","15997_2253.15038353285",381.1277206913
"31","116","14082_1939.774601844",106.7850840883
"32","116","115",39.0331450859
"33","117","13218_1809.77429936965",20.0783322061
"34","117","116",43.2935505921
"35","118","117",150.5095925169
"36","118","16491_2329.32417179645",690.1377971498
"37","119","114",77.0278715906
"38","119","118",198.3356348499
"39","120","15398_2151.25880290377",152.0586410528
"40","120","16011_2256.45396752878",257.2538056778
"41","121","120",28.8876262578
"42","121","15531_2175.09660740091",204.7840718077
"43","122","13323_1825.90815414059",205.9504692395
"44","122","121",350.3548506921
"45","123","119",30.958203835
"46","123","122",210.0651489392
"47","124","111",20.8826236143
"48","124","123",1241.0133134132
"49","125","12707_1703.74846881467",1013.3137971271
"50","125","7691_782.005785648452",91.5711139609
"51","126","7034_685.605206616074",396.2372532834
"52","126","125",401.0667183549
"53","127","124",101.9093683348
"54","127","126",222.3980991188
"55","128","5427_489.245633140583",534.7053312027
"56","128","127",112.4295522759
"57","129","2030_167.56383170226",121.5087464285
"58","129","3001_254.830566296784",208.775481023
"59","130","4236_361.842578373105",285.7418307181
"60","130","1734_134.151343913312",58.0505962583
"61","131","129",158.1361386094
"62","131","130",188.1818009906
"63","132","4439_383.774106623701",332.6246267216
"64","132","1830_144.151886015363",93.0024061133
"65","133","16157_2277.39990030213",177.9607383844
"66","133","16590_2349.85905673818",250.4198948205
"67","134","133",144.5532734156
"68","134","16127_2274.05611984333",319.1702313412
"69","135","134",276.1151854562
"70","135","13953_1923.66986743811",244.8991643922
"71","136","11397_1396.78241711518",39.2665512675
"72","136","135",321.2548371982
"73","137","11255_1370.11544358293",181.1189668972
"74","137","136",168.5193891619
"75","138","10332_1196.88693827029",75.8512239203
"76","138","137",67.9607623358
"77","139","8891_972.933894629699",68.6378078551
"78","139","138",216.7396275754
"79","140","139",107.2056515264
"80","140","8060_844.655525624278",47.565090376
"81","141","4303_369.75251954003",18.3571148465
"82","141","140",445.6950305547
"83","142","132",137.3432724979
"84","142","141",437.5891972894
"85","143","5048_448.517036243545",525.2648082964
"86","143","703_23.2940067581079",100.0417788109
"87","144","7155_709.281191335195",247.7345585515
"88","144","10310_1193.53242919766",731.985796414
"89","145","10276_1187.60245782621",165.8931128485
"90","145","9900_1135.21019125692",113.5008462792
"91","146","10134_1171.81944940654",25.9256714013
"92","146","11516_1419.28026796091",273.3864899557
"93","147","8769_955.862970622479",14.6406732099
"94","147","9625_1087.40234652696",146.1800491144
"95","148","146",222.6374687808
"96","148","147",17.9659881882
"97","149","145",155.9811600138
"98","149","148",57.5281242604
"99","150","7820_802.960590197514",146.7329215361
"100","150","149",209.5005163025
"101","151","150",248.1659842738
"102","151","6054_559.237805479618",151.176121092
"103","152","144",143.3726938675
"104","152","151",89.8877454715
"105","153","152",150.3558033254
"106","153","3473_292.215208747656",124.3970731569
"107","154","153",82.908462382
"108","154","1947_160.413739733534",75.5040665248
"109","155","154",11.1106954125
"110","155","8960_982.018127949865",908.2191501536
"111","156","9185_1018.34072792313",559.0882842076
"112","156","6472_611.699887909397",152.4474441939
"113","157","155",17.7442931399
"114","157","156",403.1977590591
"115","158","5131_457.397259467248",283.0841108969
"116","158","3185_269.902871735849",95.5897231655
"117","159","158",138.4624761944
"118","159","976_56.6098590078519",20.7591866319
"119","160","3159_268.38097136579",9.8181923639
"120","160","4736_414.669471424475",156.1066924225
"121","161","3148_266.193593201388",27.1613590055
"122","161","160",19.530544806
"123","162","17244_2456.13942775241",169.3591584577
"124","162","16319_2305.09846789237",18.3181985977
"125","163","14372_1977.5087337891",73.5538751908
"126","163","14037_1932.92951922951",28.9746606312
"127","164","162",413.1454948529
"128","164","163",30.3200841565
"129","165","164",369.4258605025
"130","165","12271_1610.23758033205",106.0286663928
"131","166","13187_1806.20042868628",212.6441722904
"132","166","12265_1607.09774844034",13.5414920445
"133","167","165",38.9476851421
"134","167","166",128.2950275987
"135","168","12530_1667.98364294022",280.9414882014
"136","168","167",78.2190740583
"137","169","16623_2356.184349919",20.604702133
"138","169","16750_2373.79633739312",38.2166896071
"139","170","16632_2356.37668552724",203.0834300948
"140","170","169",182.2863923535
"141","171","16839_2388.24605935212",44.1556473045
"142","171","16919_2399.33346595614",55.2430539085
"143","172","171",68.395891196
