"","from","to","TimeDiff"
"1","0","271","5.87182482387293"
"2","271","538","1"
"3","271","539","1"
"4","271","540","1"
"5","271","541","1"
"6","271","542","1"
"7","271","543","1"
"8","271","544","1"
"9","540","650","15.4262532769538"
"10","539","651","15.5632695815257"
"11","539","652","15.5632695815257"
"12","539","653","15.5632695815257"
"13","541","695","19.937132560097"
"14","541","696","19.937132560097"
"15","650","806","11.3704806833912"
"16","542","831","29.019149320455"
"17","653","896","19.2436040382188"
"18","653","897","19.2436040382188"
"19","696","914","16.5706001244248"
"20","831","965","11.6958704472199"
"21","831","966","11.6958704472199"
"22","914","1008","8.19536695677685"
"23","538","1009","44.7036876268042"
"24","538","1010","44.7036876268042"
"25","1009","1048","3.45567971074237"
"26","896","1059","13.8732532869122"
"27","896","1060","13.8732532869122"
"28","543","1116","52.6752772889381"
"29","543","1117","52.6752772889381"
"30","897","1121","18.6438750490069"
"31","897","1122","18.6438750490069"
"32","897","1123","18.6438750490069"
"33","897","1124","18.6438750490069"
"34","965","1144","14.4079065998813"
"35","1122","1191","5.74292948731341"
"36","1122","1192","5.74292948731341"
"37","1122","1193","5.74292948731341"
"38","1122","1194","5.74292948731341"
"39","1122","1195","5.74292948731341"
"40","652","1211","45.1749768143422"
"41","651","1212","45.2765000026234"
"42","651","1213","45.2765000026234"
"43","1059","1316","18.813482652844"
"44","1059","1317","18.813482652844"
"45","1059","1318","18.813482652844"
"46","1121","1325","14.2701515146841"
"47","1121","1326","14.2701515146841"
"48","1195","1330","9.12347080812693"
"49","1195","1331","9.12347080812693"
"50","1116","1334","15.8656162114919"
"51","1193","1340","10.0106161161971"
"52","1192","1373","13.7718306821414"
"53","1192","1374","13.7718306821414"
"54","1317","1375","5.51506115673504"
"55","1317","1376","5.51506115673504"
"56","1317","1377","5.51506115673504"
"57","1060","1393","25.6293835183669"
"58","1334","1439","9.31357184388752"
"59","1325","1440","10.1731523223978"
"60","1325","1441","10.1731523223978"
"61","1325","1442","10.1731523223978"
"62","1331","1443","9.64751733215441"
"63","1331","1444","9.64751733215441"
"64","1331","1445","9.64751733215441"
"65","1331","1446","9.64751733215441"
"66","1376","1473","6.13574111461932"
"67","1376","1474","6.13574111461932"
"68","1473","1524","3.23046542065994"
"69","1318","1537","15.7752203620551"
"70","1442","1571","8.63046853403489"
"71","1442","1572","8.63046853403489"
"72","1010","1583","42.6231219500843"
"73","1010","1584","42.6231219500843"
"74","1440","1592","10.4209503693662"
"75","1326","1649","26.0736126003711"
"76","1441","1652","16.0484186171876"
"77","1592","1664","6.54419673853035"
"78","1474","1740","21.0120228644224"
"79","1375","1777","29.7183470179116"
"80","1439","1785","25.5680934606597"
"81","1439","1786","25.5680934606597"
"82","1439","1787","25.5680934606597"
"83","1439","1788","25.5680934606597"
"84","1572","1933","28.0540213837418"
"85","1572","1934","28.0540213837418"
"86","1777","1954","12.9313695578929"
"87","1777","1955","12.9313695578929"
"88","1934","1989","4.420380212678"
"89","1740","2022","20.5987139324267"
"90","1649","2030","28.164822516433"
"91","1649","2031","28.164822516433"
"92","1377","2040","49.8913308421"
"93","1377","2041","49.8913308421"
"94","1377","2042","49.8913308421"
"95","1664","2061","29.2984855986733"
"96","1785","2126","25.3790592957563"
"97","1785","2127","25.3790592957563"
"98","1785","2128","25.3790592957563"
"99","1785","2129","25.3790592957563"
"100","1785","2130","25.3790592957563"
"101","1785","2131","25.3790592957563"
"102","1785","2132","25.3790592957563"
"103","1933","2178","18.1546934631666"
"104","1933","2179","18.1546934631666"
"105","1933","2180","18.1546934631666"
"106","2022","2181","12.0207817374274"
"107","2022","2182","12.0207817374274"
"108","2022","2183","12.0207817374274"
"109","2022","2184","12.0207817374274"
"110","2022","2185","12.0207817374274"
"111","2022","2186","12.0207817374274"
"112","2186","2234","3.25195300928516"
"113","1786","2253","33.7712970019628"
"114","1786","2254","33.7712970019628"
"115","1786","2255","33.7712970019628"
"116","1786","2256","33.7712970019628"
"117","1786","2257","33.7712970019628"
"118","1786","2258","33.7712970019628"
"119","2041","2276","15.250196225201"
"120","2184","2307","6.45124920516088"
"121","2128","2312","10.6982159884558"
"122","2128","2313","10.6982159884558"
"123","2126","2320","11.7000622323838"
"124","2185","2390","10.3214817767633"
"125","1989","2395","24.3725451817853"
"126","1954","2422","30.0245327398564"
"127","1954","2423","30.0245327398564"
"128","2130","2424","16.9886774563404"
"129","2132","2425","17.0117321791164"
"130","2181","2446","14.3975846568894"
"131","2181","2447","14.3975846568894"
"132","2181","2448","14.3975846568894"
"133","2254","2452","10.6524843665592"
"134","2061","2510","27.1267816712571"
"135","2178","2522","19.0252247322177"
"136","2313","2551","14.8402175269839"
"137","2256","2596","20.4815357828087"
"138","2256","2597","20.4815357828087"
"139","1443","2617","80.6703815439995"
"140","1443","2618","80.6703815439995"
"141","2447","2659","14.4136026789556"
"142","2425","2668","16.1991912685498"
"143","2551","2704","10.9570228184555"
"144","2551","2705","10.9570228184555"
"145","2390","2714","22.9635595595263"
"146","2183","2730","34.5157041662094"
"147","2522","2739","16.4905269886167"
"148","2668","2841","12.1772355166431"
"149","2714","2861","9.69654739647223"
"150","2730","2863","8.57806228615337"
"151","2730","2864","8.57806228615337"
"152","2704","2866","10.7339406023411"
"153","2510","2885","25.946548164305"
"154","2510","2886","25.946548164305"
"155","2234","2894","42.7746465541425"
"156","2234","2895","42.7746465541425"
"157","2597","2906","21.6262444398525"
"158","2597","2907","21.6262444398525"
"159","2597","2908","21.6262444398525"
"160","2886","3000","8.29959395155876"
"161","2886","3001","8.29959395155876"
"162","2886","3002","8.29959395155876"
"163","2886","3003","8.29959395155876"
"164","2886","3004","8.29959395155876"
"165","1787","3021","83.1758134456465"
"166","2596","3048","30.185052372185"
"167","3003","3081","3.27108878359653"
"168","3003","3082","3.27108878359653"
"169","2258","3086","51.7744711371824"
"170","2395","3092","46.0825481480219"
"171","2395","3093","46.0825481480219"
"172","3001","3119","5.82570475110148"
"173","3001","3120","5.82570475110148"
"174","2885","3131","15.8420291078041"
"175","2885","3132","15.8420291078041"
"176","2885","3133","15.8420291078041"
"177","3004","3165","9.88781450128531"
"178","3004","3166","9.88781450128531"
"179","2906","3177","17.2028884659825"
"180","2446","3195","50.354643855917"
"181","3093","3200","8.24297952775848"
"182","3093","3201","8.24297952775848"
"183","2894","3221","19.9578861161218"
"184","2894","3222","19.9578861161218"
"185","2894","3223","19.9578861161218"
"186","3092","3228","9.5805271966984"
"187","3092","3229","9.5805271966984"
"188","3092","3230","9.5805271966984"
"189","3092","3231","9.5805271966984"
"190","3092","3232","9.5805271966984"
"191","2031","3248","78.1930246703547"
"192","2031","3249","78.1930246703547"
"193","3082","3288","14.2204346438243"
"194","3082","3289","14.2204346438243"
"195","3048","3290","15.1810031771124"
"196","3081","3315","15.6301513937015"
