# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Nov 29 11:53:19 GMT 2022 [seed=1669722787991]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
28000	-20478.734378052814	-809.5697180556425	-19669.164659997172	583.1204225492526	1954.2037558419875	3833.81564637109	95.02508285875747	1.3220546668432587	5.82116541511599E-6	5.821165415115985E-6	-19669.164659997172	0.0	-812.9861759305845
29000	-20381.429158377694	-834.2306414609111	-19547.198516916782	567.6437979414609	1969.680380449779	4155.2188024756	99.48941780927044	1.1270319803886664	4.892124730680211E-6	4.892124730680214E-6	-19547.198516916782	0.0	-837.8081894817495
30000	-20375.4791647915	-848.122676626877	-19527.356488164623	609.4471402972125	1927.8770380940273	4407.158155438743	113.19839297663256	1.2689706432754309	4.922065270771201E-6	4.922065270771198E-6	-19527.356488164623	0.0	-851.5398674987457
31000	-20296.31148725252	-882.5374567701167	-19413.7740304824	643.5978733085242	1893.7263050827157	4980.564626717752	150.58848075757186	1.2556258411228878	4.292287923451261E-6	4.292287923451262E-6	-19413.7740304824	0.0	-885.8045456788112
32000	-20186.756854607935	-892.4526225719073	-19294.304232036025	584.4498509287788	1952.8743274624612	5025.620602032188	150.96758793983093	1.176368392175904	4.441015474375915E-6	4.4410154743759195E-6	-19294.304232036025	0.0	-895.735338907065
33000	-20162.63365200095	-908.8532952404304	-19253.78035676052	657.544657106421	1879.7795212848189	5429.969575120316	194.08885756524452	1.0033254939201859	3.5728309548414673E-6	3.5728309548414707E-6	-19253.78035676052	0.0	-912.1008535988371
34000	-20040.38258272307	-904.0382377124539	-19136.344345010613	596.7252520816197	1940.5989263096203	5245.019936641531	148.2882798418347	0.9932102349671347	3.4737561693855214E-6	3.4737561693855226E-6	-19136.344345010613	0.0	-907.5565045478395
35000	-20021.900759952096	-911.1236843868214	-19110.777075565275	590.9819072064578	1946.342271184782	5347.054442950736	185.87542497101623	1.0226927229304408	3.2600978464618277E-6	3.260097846461828E-6	-19110.777075565275	0.0	-914.4475167902154
36000	-19983.13930340841	-911.8688618801177	-19071.270441528293	581.9458684755388	1955.3783099157013	5308.848598167378	151.3732676883579	1.3036221544045965	3.4953272013793764E-6	3.495327201379372E-6	-19071.270441528293	0.0	-915.2487671629124
37000	-19973.646642297375	-921.592776652513	-19052.053865644863	605.5267491774467	1931.7974292137933	5528.821463856587	184.82732799219215	1.2024940504067996	3.1956978845950526E-6	3.1956978845950543E-6	-19052.053865644863	0.0	-924.879692652602
38000	-19948.725287509176	-938.9667676519514	-19009.758519857223	623.8434137013409	1913.480764689899	5940.9401214297895	206.98210255459193	1.415418102749826	2.8264374298531395E-6	2.82643742985314E-6	-19009.758519857223	0.0	-942.1522563820453
39000	-19958.789916128877	-950.7620162493117	-19008.027899879566	611.8313646741799	1925.49281371706	6117.653647263957	250.35537143115405	1.2276194314080706	3.5134658274145203E-6	3.5134658274145194E-6	-19008.027899879566	0.0	-953.7348286507239
40000	-19938.77836039645	-967.5619121348071	-18971.216448261643	702.5344199994927	1834.7897583917472	6691.10233701383	232.65532019636908	1.4514786147864143	2.4526654798261274E-6	2.4526654798261282E-6	-18971.216448261643	0.0	-970.7463790369559
41000	-19935.167671127667	-965.2751596767446	-18969.892511450922	735.4613886120297	1801.8627897792103	6613.41839058863	238.3345624897725	1.0792515707613932	2.4069227742756525E-6	2.4069227742756546E-6	-18969.892511450922	0.0	-968.5888101880003
42000	-19940.575985992753	-976.8772246138763	-18963.698761378877	684.3542882214701	1852.9698901697698	6776.228173097657	255.62691859108824	1.0491947730485471	2.6300037042267076E-6	2.6300037042267072E-6	-18963.698761378877	0.0	-980.0980613936806
43000	-19895.977268163726	-968.876245191643	-18927.10102297208	758.2342644166396	1779.0899139746002	6798.629817609222	244.97838158540213	1.138020147254321	2.4825097470606923E-6	2.482509747060691E-6	-18927.10102297208	0.0	-972.1372154684238
44000	-19866.24446060505	-980.606339592979	-18885.63812101207	737.669293799685	1799.654884591555	6960.661831476024	274.0534046410065	1.103824004238884	2.638137871661914E-6	2.638137871661912E-6	-18885.63812101207	0.0	-983.7482565097332
45000	-19737.497090283414	-979.8461726954116	-18757.650917588002	762.2226474728054	1775.1015309184345	6970.219864705903	284.80623740868424	1.2181625268125742	2.457458408559224E-6	2.4574584085592235E-6	-18757.650917588002	0.0	-982.9421741069611
46000	-19735.503837365148	-987.2844880288111	-18748.219349336337	837.6849031289931	1699.6392752622469	7356.193277371586	270.96363794602297	0.992319498959315	2.0820625089139184E-6	2.0820625089139167E-6	-18748.219349336337	0.0	-990.6282216554745
47000	-19737.291094985045	-984.4008443131198	-18752.890250671924	771.801680673926	1765.5224977173139	7088.3352908732195	301.1403016624649	1.1115536442308336	2.384878328561347E-6	2.3848783285613465E-6	-18752.890250671924	0.0	-987.506548008773
48000	-19670.059605243794	-985.8866440592062	-18684.172961184588	686.6190453711447	1850.7051330200952	6920.296403502543	288.71260407517485	1.0325897117709744	2.1775785598744924E-6	2.177578559874494E-6	-18684.172961184588	0.0	-989.09957697613
49000	-19627.11407346583	-1007.9336158679786	-18619.18045759785	814.6935009606418	1722.630677430598	7682.88743960343	319.3659195551239	1.0059879933150588	2.2218555679470867E-6	2.22185556794709E-6	-18619.18045759785	0.0	-1011.0955596878991
50000	-19601.03698494884	-1009.1522601998322	-18591.88472474901	609.3260941225818	1927.9980842686582	7259.794430556417	365.34085959817304	1.272105864851827	2.3204904286891105E-6	2.3204904286891105E-6	-18591.88472474901	0.0	-1012.0268773550323
51000	-19585.27599276955	-1000.9865730299482	-18584.2894197396	711.9203082641867	1825.4038701270533	7324.877844737503	284.12249772045715	1.1325307266024172	2.415492742344481E-6	2.415492742344478E-6	-18584.2894197396	0.0	-1004.1515866780917
52000	-19581.037243726445	-1009.5738720623459	-18571.4633716641	812.2139908597561	1725.110187531484	7694.079859987185	302.938486407246	1.4830627164779462	1.8576188187661225E-6	1.85761881876612E-6	-18571.4633716641	0.0	-1012.692230911625
53000	-19527.48953101429	-1001.8131142217615	-18525.67641679253	803.9798362921686	1733.3443420990714	7490.301594655984	324.5354698895567	1.522775780130201	1.990689429347094E-6	1.9906894293470946E-6	-18525.67641679253	0.0	-1004.7975740315401
54000	-19502.35910295819	-1017.0593794925396	-18485.29972346565	969.77633256664	1567.5478458245998	8224.878609227391	344.85962527216697	1.0410724271917884	1.7870240915120658E-6	1.7870240915120653E-6	-18485.29972346565	0.0	-1020.2770268411268
55000	-19488.62197339249	-1003.7884326996748	-18484.833540692816	825.2700719194949	1712.054106471745	7657.1575580563	352.2112231879025	1.385055791187994	1.8248945808056894E-6	1.824894580805689E-6	-18484.833540692816	0.0	-1006.803252597908
56000	-19492.030764955914	-1010.4865990346605	-18481.544165921256	841.8380512973836	1695.4861270938563	7880.355310301314	324.1287351838649	1.578131900168758	2.115198982721026E-6	2.1151989827210275E-6	-18481.544165921256	0.0	-1013.4427305326612
57000	-19469.990920140175	-1013.2887492178687	-18456.702170922308	820.8330612846331	1716.491117106607	7813.866915630761	330.3973925875646	1.1136904552325009	1.7036930005317483E-6	1.7036930005317492E-6	-18456.702170922308	0.0	-1016.5214025207283
58000	-19448.62482695607	-1022.1869888283411	-18426.43783812773	934.8431922220718	1602.480986169168	8431.355027229602	364.4977128314026	1.5609525816792604	1.5742170456905855E-6	1.5742170456905851E-6	-18426.43783812773	0.0	-1025.2177223322112
59000	-19454.616325275856	-1038.9549056045428	-18415.661419671313	861.6400458332174	1675.6841325580226	8800.700113986159	453.33625011099656	1.638366048318474	1.2566573642413615E-6	1.2566573642413626E-6	-18415.661419671313	0.0	-1041.871857572424
60000	-19440.479262682467	-1040.1355058357738	-18400.343756846694	916.4367588577876	1620.8874195334524	8999.554823179924	421.57165697705716	1.6257023324783892	1.4655437445927476E-6	1.4655437445927472E-6	-18400.343756846694	0.0	-1043.0624846989276
61000	-19431.113559694524	-1037.299731229342	-18393.813828465183	866.542071697956	1670.7821066932838	8722.447097578526	413.0747291002763	1.2217968529463172	1.661486181082007E-6	1.6614861810820066E-6	-18393.813828465183	0.0	-1040.3329325802447
62000	-19412.050477444092	-1038.7023434049845	-18373.348134039108	970.794700633181	1566.5294777580589	8963.483345810107	367.88801269707744	1.3998847589690273	1.4158008634294077E-6	1.4158008634294094E-6	-18373.348134039108	0.0	-1041.8744810055618
63000	-19409.691234690385	-1037.9962421868004	-18371.694992503584	1020.1828683546232	1517.1413100366167	9064.559587719676	403.2608606815456	1.403619775434143	1.3713902819095968E-6	1.3713902819095972E-6	-18371.694992503584	0.0	-1041.0968408556469
64000	-19401.631784937235	-1033.8777017188368	-18367.7540832184	848.0969780719931	1689.2272003192468	8692.539129756165	399.7168230075908	0.9980287055770861	1.4004990378936244E-6	1.4004990378936246E-6	-18367.7540832184	0.0	-1037.115484712538
65000	-19420.132410282276	-1041.7941248343832	-18378.33828544789	1057.2098100447683	1480.1143683464716	9285.566314171574	423.36143088229454	1.1564965390523698	1.1156470249327045E-6	1.115647024932706E-6	-18378.33828544789	0.0	-1045.0631313777847
66000	-19415.095596894418	-1047.8502758515936	-18367.245321042825	1005.8883758212997	1531.4358025699403	9261.551863898847	380.30228410511205	1.4426430604858718	1.2236594681875127E-6	1.2236594681875127E-6	-18367.245321042825	0.0	-1051.0622658009174
67000	-19411.031680707416	-1052.2355300155962	-18358.79615069182	1066.6844333942474	1470.6397449969925	9418.741908705122	375.365593157866	1.1352255926655879	1.3834734541426942E-6	1.3834734541426948E-6	-18358.79615069182	0.0	-1055.5300300715403
68000	-19390.25692429608	-1051.7656165370092	-18338.49130775907	928.5637402596466	1608.7604381315932	9294.916838158979	424.99821623162626	1.4360025123852287	1.3392439498469475E-6	1.3392439498469467E-6	-18338.49130775907	0.0	-1054.8247773569783
69000	-19398.07900220322	-1059.6146333594945	-18338.464368843725	899.3138901663185	1638.0102882249214	9414.54950891723	474.0107078402832	1.4380069226392818	1.3315923817244547E-6	1.3315923817244542E-6	-18338.464368843725	0.0	-1062.572994436573
70000	-19386.065104745394	-1057.1322390661212	-18328.93286567927	901.0995566091676	1636.2246217820723	9323.255496466525	404.9025941968344	1.1202161582472092	1.3714100049914118E-6	1.3714100049914103E-6	-18328.93286567927	0.0	-1060.356336957224
71000	-19349.89417572301	-1059.0175817298236	-18290.876593993187	987.174767184951	1550.149411206289	9514.383495825652	467.49223412419525	1.1332553255753484	1.4478790808021479E-6	1.4478790808021479E-6	-18290.876593993187	0.0	-1062.07492016912
72000	-19341.467556787793	-1061.8967307025234	-18279.57082608527	1015.1116236565853	1522.2125547346545	9619.702651242003	457.16565563044446	1.2538266486031153	1.1825647282365455E-6	1.1825647282365457E-6	-18279.57082608527	0.0	-1065.0377533918631
73000	-19343.184058239043	-1060.5171912668984	-18282.666866972144	847.458995713282	1689.8651826779578	9311.17443471713	463.1576616904526	1.2894904433459577	1.4444786706206977E-6	1.4444786706206981E-6	-18282.666866972144	0.0	-1063.5123789424858
74000	-19234.59484706317	-1064.372499854093	-18170.222347209077	772.3090870350061	1765.0150913562338	9279.03027422061	424.85326507411384	1.1095348300136019	1.1170660931240914E-6	1.1170660931240918E-6	-18170.222347209077	0.0	-1067.6552263902056
75000	-19239.82434983539	-1065.1789599256642	-18174.64538990973	866.8459906987567	1670.478187692483	9630.678788426296	475.347221172579	1.325595069115464	1.0928186647313751E-6	1.0928186647313758E-6	-18174.64538990973	0.0	-1068.2927796005852
76000	-19242.303007977313	-1069.3480301551888	-18172.954977822123	920.9821877929259	1616.3419905983142	9818.250817594904	482.53183959316954	1.5741664177499646	1.121905044406438E-6	1.121905044406439E-6	-18172.954977822123	0.0	-1072.3405425899152
77000	-19234.73829661372	-1076.2849377843888	-18158.45335882933	1082.7942390050193	1454.5299393862206	10420.878672753204	522.676929424271	1.327641503173294	1.1964046695192314E-6	1.1964046695192297E-6	-18158.45335882933	0.0	-1079.2952105655393
78000	-19237.99286669627	-1082.35941539318	-18155.63345130309	1087.9145961586398	1449.4095822326	10567.318390251548	592.3547042716052	1.2245755681805408	9.530457704042251E-7	9.530457704042253E-7	-18155.63345130309	0.0	-1085.4092855597094
79000	-19235.764944217266	-1086.4171273128825	-18149.347816904385	962.0769870254857	1575.2471913657541	10550.433871453444	572.8371888152506	1.0498100620150475	1.0441316274344777E-6	1.0441316274344777E-6	-18149.347816904385	0.0	-1089.5209308888443
80000	-19225.339843823895	-1081.3986508707983	-18143.941192953098	1048.282229928274	1489.0419484629658	10372.994913350836	450.45614070111304	1.0416485008041936	9.848900448068226E-7	9.848900448068213E-7	-18143.941192953098	0.0	-1084.7673528733153
81000	-19221.62813932482	-1079.9433436514573	-18141.684795673365	1168.5438061942666	1368.7803721969733	10800.672634066426	526.1608163745145	0.9778541399368079	1.1816393376460224E-6	1.1816393376460207E-6	-18141.684795673365	0.0	-1083.1064146030153
82000	-19219.275987491234	-1082.4712391104406	-18136.804748380793	986.3973343730235	1550.9268440182163	10500.358027129634	542.2978660173507	1.2444619721533905	9.223458414746402E-7	9.223458414746398E-7	-18136.804748380793	0.0	-1085.6150076681008
83000	-19199.03949552014	-1085.0158580904676	-18114.023637429673	1073.431586425501	1463.8925919657388	10830.08457581971	543.3292792250307	1.1385999258960398	1.0355460918913121E-6	1.0355460918913115E-6	-18114.023637429673	0.0	-1088.155693770342
84000	-19193.917768196578	-1089.9820656120862	-18103.93570258449	1322.545362597248	1214.778815793992	11263.926219635514	575.9289855369342	1.973447868397232	1.0420172437103779E-6	1.042017243710378E-6	-18103.93570258449	0.0	-1092.7391584918034
85000	-19210.694942040518	-1112.6386016927813	-18098.056340347735	1320.566734425443	1216.757443965797	12116.720905706392	537.5979938054705	1.6501793779255876	8.552023358538768E-7	8.552023358538765E-7	-18098.056340347735	0.0	-1115.7332147008958
86000	-19194.99519772138	-1114.0110317283306	-18080.984165993046	1126.1326126753243	1411.1915657159157	11955.720987749044	658.989597664637	1.3388373640661797	7.395476188620031E-7	7.395476188620043E-7	-18080.984165993046	0.0	-1117.0978353107741
87000	-19188.951926976955	-1124.1422312467466	-18064.809695730208	1150.4899307547246	1386.8342476365153	12281.966480392268	657.0890645837187	1.1190758830818917	7.877169201626097E-7	7.877169201626107E-7	-18064.809695730208	0.0	-1127.3007457227106
88000	-19193.98235917637	-1129.2883767780515	-18064.69398239832	1474.7076839287356	1062.6164944625043	13052.108443549141	793.1645384181793	1.1542057309197853	6.665433616819443E-7	6.66543361681944E-7	-18064.69398239832	0.0	-1132.359922115003
89000	-19185.57959762517	-1125.485254965517	-18060.09434265965	1252.8488517732014	1284.4753266180385	12362.140041549384	739.008536392776	0.8291113708666542	9.353749156598465E-7	9.353749156598458E-7	-18060.09434265965	0.0	-1128.5425175501257
90000	-19191.280523834055	-1130.8253917540671	-18060.455132079987	1350.5482872845178	1186.7758911067222	12843.191600747918	716.4481552253264	1.2315007215966083	8.670817066282766E-7	8.670817066282766E-7	-18060.455132079987	0.0	-1133.8260139594834
91000	-19193.43317280993	-1128.3632912265907	-18065.069881583342	1159.0553110037279	1378.268867387512	12350.525621358236	749.3836452918094	1.1135768548984517	8.634403687107239E-7	8.634403687107236E-7	-18065.069881583342	0.0	-1131.348395528305
92000	-19194.98986552217	-1132.4482957772054	-18062.541569744964	1262.2810725028426	1275.0431058883973	12826.268031975158	709.7752637217774	1.4404113309510984	9.079717445974975E-7	9.079717445974971E-7	-18062.541569744964	0.0	-1135.3489163385304
93000	-19194.27099976526	-1144.6956345205947	-18049.575365244666	1198.2608311529893	1339.0633472382506	13427.32106202067	755.2295136334288	1.4984514687539026	8.009374391758106E-7	8.009374391758102E-7	-18049.575365244666	0.0	-1147.5967397160725
94000	-19176.760418983322	-1146.181773829228	-18030.578645154095	1131.928180113622	1405.395998277618	13443.740537406442	806.7372070854879	0.9262048613087692	8.400122007716055E-7	8.400122007716047E-7	-18030.578645154095	0.0	-1149.2168120643826
95000	-19165.71678012417	-1139.6512329997843	-18026.065547124384	1174.2663190610574	1363.0578593301825	13206.928510523716	789.7352262500625	1.1363663319906347	7.83995419001836E-7	7.839954190018356E-7	-18026.065547124384	0.0	-1142.6571635266673
96000	-19171.258598701224	-1149.739035319021	-18021.519563382204	1411.135578008659	1126.188600382581	13949.39114895083	954.2365496489668	1.440211918096686	8.02529281760993E-7	8.025292817609926E-7	-18021.519563382204	0.0	-1152.4479187009324
97000	-19175.795941963122	-1146.557711724222	-18029.2382302389	1466.6458038060919	1070.678374585148	13961.224581339156	797.2018014785153	0.9513422988203795	6.6275312575965E-7	6.627531257596495E-7	-18029.2382302389	0.0	-1149.7355162646115
98000	-19135.01558270642	-1147.4252967232517	-17987.590285983166	1520.1657627857828	1017.1584156054571	14001.423587067198	926.2769075370398	0.9800115664740352	7.174936380046865E-7	7.174936380046866E-7	-17987.590285983166	0.0	-1150.4039768300486
99000	-19117.838056382476	-1135.800229106941	-17982.037827275533	1469.1128703945933	1068.2113079966466	13382.314597291183	772.4210724990598	0.8901805230316355	8.634321837687422E-7	8.634321837687431E-7	-17982.037827275533	0.0	-1138.8742660518997
100000	-19104.242801796085	-1126.4534835124284	-17977.789318283656	1360.3157518889614	1177.0084265022786	12557.88511756107	799.6763612078446	0.9066107855323164	7.223797480016163E-7	7.22379748001616E-7	-17977.789318283656	0.0	-1129.5473865005417
101000	-19070.35089181152	-1125.1331230728301	-17945.21776873869	1318.2831012240088	1219.0410771672312	12318.78125026529	710.4692803954719	1.1798736977405986	6.777380160387354E-7	6.777380160387365E-7	-17945.21776873869	0.0	-1128.267792361109
102000	-19008.396540839854	-1136.3427186934232	-17872.05382214643	1418.7952045619215	1118.5289738293184	13438.81444384006	801.9436128074803	1.6477448000834742	6.960580396484723E-7	6.96058039648472E-7	-17872.05382214643	0.0	-1139.1941495118203
103000	-18974.973820401912	-1138.4861535757016	-17836.48766682621	1377.6944059327584	1159.6297724584815	13424.438825610781	867.1444863054891	1.0981851777208698	6.140258646060188E-7	6.140258646060185E-7	-17836.48766682621	0.0	-1141.545764159424
104000	-18963.075560938378	-1137.501951399784	-17825.573609538595	1342.792483524062	1194.531694867178	13204.291357854165	744.7151525677059	0.9006029911367033	6.614255706726029E-7	6.614255706726037E-7	-17825.573609538595	0.0	-1140.7385331047965
105000	-18957.178313607314	-1137.182784429464	-17819.99552917785	1448.618284996159	1088.705893395081	13563.704883394566	885.0615877180065	1.0072145269300832	6.28141907877303E-7	6.28141907877303E-7	-17819.99552917785	0.0	-1140.2493820321406
106000	-18956.43952707638	-1138.1712094951788	-17818.2683175812	1593.6696203379588	943.6545580532811	14070.980389019998	806.1064124033442	0.8620119681270981	6.404934969046227E-7	6.40493496904623E-7	-17818.2683175812	0.0	-1141.3883822885755
107000	-18963.283402087316	-1164.9383010054335	-17798.345101081883	1226.810566436035	1310.5136119552049	14748.875199633176	738.065125438972	1.3210560060248302	5.138555619651232E-7	5.138555619651227E-7	-17798.345101081883	0.0	-1168.2073229701857
108000	-18896.802107197444	-1140.5093234686199	-17756.292783728823	1463.3707078126818	1073.9534705785582	13689.798698027731	710.1577900005198	1.3210560060248302	4.318621337819939E-7	4.3186213378199465E-7	-17756.292783728823	0.0	-1143.8682169651413
109000	-18894.15393265318	-1137.8151573671278	-17756.33877528605	1529.3087032202168	1008.0154751710231	13670.826897766912	802.5326362439255	0.9982201554571923	5.391974528088023E-7	5.391974528088021E-7	-17756.33877528605	0.0	-1141.0643085512813
110000	-18891.029346450563	-1136.6037935998756	-17754.425552850687	1718.7476536184183	818.5765247728216	14268.641909005926	719.3153034835702	0.9736759814319259	4.780918857743312E-7	4.780918857743312E-7	-17754.425552850687	0.0	-1140.0532421571386
111000	-18890.285791667993	-1139.7036101288043	-17750.58218153919	2027.4256979739025	509.8984804173374	15233.082894647694	818.5563887427248	1.0471427427477265	4.0884166766707133E-7	4.0884166766707144E-7	-17750.58218153919	0.0	-1143.108711722042
112000	-18888.30727014942	-1147.709639106556	-17740.597631042863	1515.7105769274658	1021.6136014637741	14530.926074191897	804.2419569122101	1.0471427427477265	5.911825809161559E-7	5.911825809161561E-7	-17740.597631042863	0.0	-1150.9220266588954
113000	-18917.79302080285	-1167.3014753907642	-17750.491545412086	1724.0347760059117	813.2894023853282	15905.812950721267	1040.1124299175865	1.3065523149793792	5.053297597359122E-7	5.053297597359121E-7	-17750.491545412086	0.0	-1170.2790133111955
114000	-18924.16069890739	-1162.0664100890954	-17762.094288818294	1322.2917033283054	1215.0324750629345	14733.685540286298	785.7121268053756	1.3134699130812268	6.484328995475126E-7	6.484328995475132E-7	-17762.094288818294	0.0	-1165.1571641245598
