"","AncId","Desc","Branch.Length"
"1","101","9335_811.146562241982",690.6746075266
"2","101","2730_240.652107410439",120.1801526951
"3","102","699_18.2566686928627",98.697257338
"4","102","101",200.9125433605
"5","103","102",28.7016737606
"6","103","1253_69.1197643507294",178.2620267564
"7","104","6613_567.293000726892",540.8648345495
"8","104","2278_186.300863430023",159.8726972526
"9","105","1074_51.638730464689",84.638569289
"10","105","1298_76.2643608683255",109.2641996927
"11","106","104",79.3400380865
"12","106","105",19.9120330848
"13","107","27870_2059.57744865519",445.6688859842
"14","107","23675_1841.83453610585",227.9259734349
"15","108","20090_1621.48103739347",79.3817162324
"16","108","107",71.8092415099
"17","109","108",44.8878433386
"18","109","25494_1930.77822841147",433.5667505889
"19","110","109",219.4526783221
"20","110","16773_1409.64663904963",131.8878395492
"21","111","28807_2109.42148440636",16.7659084815
"22","111","29023_2120.69964733922",28.0440714144
"23","112","28439_2090.47613972589",79.5619139679
"24","112","111",81.7413501668
"25","113","112",689.4105133221
"26","113","17550_1455.84955658005",134.3458441442
"27","114","110",138.080434209
"28","114","113",181.8253471444
"29","115","114",467.6337554125
"30","115","10730_939.606147914492",267.5615380355
"31","116","24345_1874.76543665656",439.7149215662
"32","116","19099_1555.77501506474",120.7244999744
"33","117","116",143.0284342018
"34","117","33573_2443.67156397913",1151.6494830905
"35","118","32388_2349.09870893947",135.1946740039
"36","118","34435_2512.55844802862",298.654413093
"37","119","33501_2438.08249636177",220.5049199458
"38","119","31991_2321.90209829331",104.3245218773
"39","120","118",812.8961912579
"40","120","119",816.5697327383
"41","121","117",153.5369217889
"42","121","120",262.522684578
"43","122","15298_1310.81456047058",289.3529993832
"44","122","121",117.0235980123
"45","123","7693_668.797640242032",17.9452194218
"46","123","122",370.6091402672
"47","124","115",583.8993987657
"48","124","123",562.707209707
"49","125","31968_2320.40998786283",714.8884614025
"50","125","29386_2143.28206379249",537.7605373321
"51","126","125",67.8367375988
"52","126","19852_1606.7449098996",69.060121038
"53","127","22372_1767.19855473599",214.6840309724
"54","127","19351_1573.62261776248",21.1080939988
"55","128","25473_1930.31643504228",141.0059946747
"56","128","34198_2499.77836348632",710.4679231188
"57","129","27467_2037.23479612661",184.3690772478
"58","129","24362_1875.45990889668",22.5941900179
"59","130","31110_2261.50370476134",260.2003294921
"60","130","28437_2090.37196109617",89.0685858269
"61","131","31343_2278.6166173996",362.5226040078
"62","131","130",85.2093618775
"63","132","129",243.0298517016
"64","132","131",306.2581462146
"65","133","132",35.2905511695
"66","133","19986_1615.67095798361",41.125641976
"67","134","128",234.1487235858
"68","134","133",19.3835992259
"69","135","127",49.3486187795
"70","135","134",51.9958117977
"71","136","18820_1536.70801680046",147.5177399852
"72","136","19245_1566.68547111686",177.4951943016
"73","137","20431_1640.86868692896",104.1586611801
"74","137","19233_1564.85232366719",28.1422979184
"75","138","136",208.9286738944
"76","138","137",356.4484228279
"77","139","135",577.7862213054
"78","139","138",254.8819192422
"79","140","139",78.2866986343
"80","140","13436_1170.13622391844",323.043238874
"81","141","140",369.3055540877
"82","141","14225_1226.73506569155",748.9476347349
"83","142","126",1169.9911359833
"84","142","141",110.0937780784
"85","143","142",63.7026386054
"86","143","4993_437.224849397978",133.2338351252
"87","144","18702_1529.05000022513",404.1959128704
"88","144","21055_1681.82190987668",556.967822522
"89","145","19110_1556.28861516001",173.8751553931
