"","AncId","Desc","Branch.Length"
"1","101","16434_1386.79189839872",342.870567961
"2","101","14055_1211.44800750695",167.5266770692
"3","102","10120_884.308192740668",46.2860680428
"4","102","101",205.8992057398
"5","103","102",60.8436499545
"6","103","16257_1373.6487522977",596.4702775543
"7","104","10978_959.21713947993",206.7246358082
"8","104","10454_916.484775001106",163.9922713294
"9","105","103",267.5887666129
"10","105","104",242.9027955411
"11","106","9395_816.351836051793",883.3078871408
"12","106","1179_62.0389486306981",128.9949997198
"13","107","3921_348.064265507418",141.0127744131
"14","107","8243_717.600442038373",510.5489509441
"15","108","8376_728.908975712556",474.5717759297
"16","108","4846_427.839184820999",173.5019850381
"17","109","107",192.2674868212
"18","109","108",239.5531955097
"19","110","106",-31.2913338584
"20","110","109",50.4487215037
"21","111","13869_1197.5068555153",121.1194154332
"22","111","13388_1165.68548127639",89.2980411943
"23","112","21323_1695.7113141217",285.8939419876
"24","112","17845_1473.5603608716",63.7429887375
"25","113","15280_1309.73091423598",209.9197582033
"26","113","112",310.0062161015
"27","114","113",105.6453536385
"28","114","12577_1095.85303412782",101.6872317336
"29","115","28083_2070.60517478848",77.9646546783
"30","115","28064_2069.96244543685",77.3219253266
"31","116","33147_2410.57386518427",711.0719917216
"32","116","115",293.1386466476
"33","117","116",521.6780129449
"34","117","14799_1274.96217538466",97.1383148669
"35","118","30914_2249.02682837823",505.756254076
"36","118","29284_2135.79488820394",392.5243139017
"37","119","118",113.1421290317
"38","119","21727_1720.22523344412",90.0967881735
"39","120","33324_2425.18023176974",867.1342037974
"40","120","119",72.0824172982
"41","121","12031_1048.18730815061",35.0735222576
"42","121","120",544.9322420794
"43","122","121",33.6546900835
"44","122","15579_1331.56881943054",352.109723621
"45","123","122",47.0857512999
"46","123","12131_1054.8026690709",122.4293245613
"47","124","117",276.3397578629
"48","124","123",30.8892418547
"49","125","124",51.3350704977
"50","125","12059_1050.28576338461",200.1367312275
"51","126","114",243.1484473711
"52","126","125",99.131677134
"53","127","111",412.0330625984
"54","127","126",86.6629775394
"55","128","3830_338.321258267618",28.8291695797
"56","128","4431_395.900657426765",86.4085687388
"57","129","127",386.6918957318
"58","129","128",31.829606936
"59","130","12509_1087.48828628932",543.0480401894
"60","130","7017_606.069112115772",61.6288660158
"61","131","129",36.0274607664
"62","131","130",302.8052251144
"63","132","29444_2147.12327646918",968.626877613
"64","132","16183_1370.1909987349",191.6945998787
"65","133","132",739.7993516035
"66","133","5430_471.96204870717",33.2650014545
"67","134","131",61.8519209161
"68","134","133",258.9139471833
"69","135","134",222.75061552
"70","135","1049_50.0881204926278",93.0556359432
"71","136","110",59.4875170473
"72","136","135",52.1847188273
"73","137","28022_2067.48228752072",44.2646602272
"74","137","28598_2098.79926803496",75.5816407414
"75","138","137",50.8466312465
"76","138","27029_2012.17051640243",39.7995203554
"77","139","138",223.8561282325
"78","139","25769_1945.91281951377",197.3979516993
"79","140","26323_1975.49593420908",314.1607349076
"80","140","139",87.179668513
"81","141","14864_1280.0955338716",279.2093292807
"82","141","140",660.4489947106
"83","142","4936_433.966503952303",57.8521855247
"84","142","141",624.7718861632
"85","143","30090_2191.80099209324",192.2519887024
"86","143","29811_2172.53155714761",172.9825537568
"87","144","31762_2308.32818560403",103.1741223285
"88","144","33195_2414.29835922225",209.1442959467
"89","145","143",408.4966951027
"90","145","144",614.1017549874
"91","146","29651_2160.73249006214",843.0328475044
"92","146","145",273.3526657304
"93","147","27203_2022.56807980199",132.7371285582
"94","147","25862_1949.69422304882",59.8632718051
"95","148","15869_1351.10755395842",25.4581781592
"96","148","147",564.1815754446
"97","149","146",106.6153491512
"98","149","148",114.5650823926
"99","150","21462_1703.92239605332",630.6293413789
"100","150","149",137.7912387322
"101","151","142",412.7086776606
"102","151","150",1109.8874139073
"103","152","31614_2297.91823597272",345.5660854611
"104","152","26449_1981.78479239292",29.4326418813
"105","153","152",191.3990858955
"106","153","23593_1838.66688183378",77.7138172176
"107","154","27106_2018.52062313844",30.7527065753
"108","154","33518_2439.12599602382",451.3580794607
"109","155","26178_1966.49044085875",145.1028415166
"110","155","154",166.380317221
"111","156","155",94.7665023382
"112","156","34118_2493.92136247071",767.3002654668
"113","157","153",145.1366416686
"114","157","156",110.8046740564
"115","158","19031_1552.23196327079",163.8556844034
"116","158","17879_1477.31333776269",88.9370588953
"117","159","157",371.0679710931
"118","159","158",143.627827013
"119","160","20100_1622.26649190518",442.0222334548
"120","160","159",64.504193404
"121","161","160",464.1464799271
"122","161","9191_798.767875191463",82.6700966681
"123","162","8626_749.986456904425",77.8936427601
"124","162","18555_1519.21885519733",847.126041053
