AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
101, 13173_1803.4932137262, 12933_1752.05894627655, 155.0895355104, 103.6552680607
102,   101, 12735_1710.30547855633, 116.5245749562, 178.4263752967
103,   102, 11396_1395.22187654854, 233.5395788203, 96.8823521092
104,   103, 10397_1206.51169864743, 184.0206927288, 92.1928669370
105, 10734_1283.34557865859, 11249_1369.24446276772, 52.6008354828, 138.4997195919
106, 11624_1443.97857490505,   105, 229.5558783490, 16.3220466198
107,   106, 11392_1393.51452632454, 48.1492088459, 227.2410386144
108,   104,   107, 92.7920477015, 144.7467037012
109, 7102_700.120091837527,   108, 60.7122350538, 382.1189272252
110, 3612_303.896342981565, 4879_431.40209277402, 34.7491272696, 162.2548770620
111,   109,   110, 449.6460106208, 79.3853695491
112, 13627_1875.48881104588, 13083_1789.65480746872, 115.6550804207, 29.8210768435
113,   112, 12621_1688.76723968653, 178.2096671900, 107.1431762513
114,   113, 11972_1539.70624914888, 63.7454520478, 21.8276377615
115, 15864_2232.3059248905, 15997_2253.15038353285, 360.2832620489, 381.1277206913
116, 14082_1939.774601844,   115, 106.7850840883, 39.0331450859
117, 13218_1809.77429936965,   116, 20.0783322061, 43.2935505921
118,   117, 16491_2329.32417179645, 150.5095925169, 690.1377971498
119,   114,   118, 77.0278715906, 198.3356348499
120, 15398_2151.25880290377, 16011_2256.45396752878, 152.0586410528, 257.2538056778
121,   120, 15531_2175.09660740091, 28.8876262578, 204.7840718077
122, 13323_1825.90815414059,   121, 205.9504692395, 350.3548506921
123,   119,   122, 30.9582038350, 210.0651489392
124,   111,   123, 20.8826236143, 1241.0133134132
125, 12707_1703.74846881467, 7691_782.005785648452, 1013.3137971271, 91.5711139609
126, 7034_685.605206616074,   125, 396.2372532834, 401.0667183549
127,   124,   126, 101.9093683348, 222.3980991188
128, 5427_489.245633140583,   127, 534.7053312027, 112.4295522759
129, 2030_167.56383170226, 3001_254.830566296784, 121.5087464285, 208.7754810230
130, 4236_361.842578373105, 1734_134.151343913312, 285.7418307181, 58.0505962583
131,   129,   130, 158.1361386094, 188.1818009906
132, 4439_383.774106623701, 1830_144.151886015363, 332.6246267216, 93.0024061133
133, 16157_2277.39990030213, 16590_2349.85905673818, 177.9607383844, 250.4198948205
134,   133, 16127_2274.05611984333, 144.5532734156, 319.1702313412
135,   134, 13953_1923.66986743811, 276.1151854562, 244.8991643922
