AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
136, 11397_1396.78241711518,   135, 39.2665512675, 321.2548371982
137, 11255_1370.11544358293,   136, 181.1189668972, 168.5193891619
138, 10332_1196.88693827029,   137, 75.8512239203, 67.9607623358
139, 8891_972.933894629699,   138, 68.6378078551, 216.7396275754
140,   139, 8060_844.655525624278, 107.2056515264, 47.5650903760
141, 4303_369.75251954003,   140, 18.3571148465, 445.6950305547
142,   132,   141, 137.3432724979, 437.5891972894
143, 5048_448.517036243545, 703_23.2940067581079, 525.2648082964, 100.0417788109
144, 7155_709.281191335195, 10310_1193.53242919766, 247.7345585515, 731.9857964140
145, 10276_1187.60245782621, 9900_1135.21019125692, 165.8931128485, 113.5008462792
146, 10134_1171.81944940654, 11516_1419.28026796091, 25.9256714013, 273.3864899557
147, 8769_955.862970622479, 9625_1087.40234652696, 14.6406732099, 146.1800491144
148,   146,   147, 222.6374687808, 17.9659881882
149,   145,   148, 155.9811600138, 57.5281242604
150, 7820_802.960590197514,   149, 146.7329215361, 209.5005163025
151,   150, 6054_559.237805479618, 248.1659842738, 151.1761210920
152,   144,   151, 143.3726938675, 89.8877454715
153,   152, 3473_292.215208747656, 150.3558033254, 124.3970731569
154,   153, 1947_160.413739733534, 82.9084623820, 75.5040665248
155,   154, 8960_982.018127949865, 11.1106954125, 908.2191501536
156, 9185_1018.34072792313, 6472_611.699887909397, 559.0882842076, 152.4474441939
157,   155,   156, 17.7442931399, 403.1977590591
158, 5131_457.397259467248, 3185_269.902871735849, 283.0841108969, 95.5897231655
159,   158, 976_56.6098590078519, 138.4624761944, 20.7591866319
160, 3159_268.38097136579, 4736_414.669471424475, 9.8181923639, 156.1066924225
161, 3148_266.193593201388,   160, 27.1613590055, 19.5305448060
162, 17244_2456.13942775241, 16319_2305.09846789237, 169.3591584577, 18.3181985977
163, 14372_1977.5087337891, 14037_1932.92951922951, 73.5538751908, 28.9746606312
164,   162,   163, 413.1454948529, 30.3200841565
165,   164, 12271_1610.23758033205, 369.4258605025, 106.0286663928
166, 13187_1806.20042868628, 12265_1607.09774844034, 212.6441722904, 13.5414920445
167,   165,   166, 38.9476851421, 128.2950275987
168, 12530_1667.98364294022,   167, 280.9414882014, 78.2190740583
169, 16623_2356.184349919, 16750_2373.79633739312, 20.6047021330, 38.2166896071
170, 16632_2356.37668552724,   169, 203.0834300948, 182.2863923535
171, 16839_2388.24605935212, 16919_2399.33346595614, 44.1556473045, 55.2430539085
172,   171, 16586_2349.49259503445, 68.3958911960, 73.7980741828
173, 15375_2149.87672429816,   172, 125.9608997751, 251.7786963286
174, 13607_1873.2270035172,   173, 17.6087188153, 168.2975398211
175,   170,   174, 526.9964169969, 229.3214462664
176, 13527_1861.10474007145, 14123_1944.50498954601, 185.5411696095, 268.9414190840
177,   175,   176, 71.0168569300, 120.2835889565
178, 17319_2467.42016439844, 17342_2472.55697642833, 16.2868745760, 21.4236866059
179, 15661_2198.15248508279,   178, 288.1395445692, 541.1203493089
180, 14744_2041.18952175045,   179, 348.8387192300, 217.6621379931
181,   177,   180, 112.8051435580, 249.8759645730
182,   168,   181, 36.8982012259, 92.3308844345
183,   161,   182, 161.0617773225, 1272.1734966396
184, 2188_180.747148323248, 2184_180.747148323248, 51.2877411475, 51.2877411475
185,   183,   184, 44.1088396874, 95.5977899897
186,   185, 1184_81.501841431508, 42.0428601931, 89.6830844386
187,   159,   186, 52.1874247367, 8.1555093536
188,   157,   187, 146.8775197326, 74.4860827154
189, 4120_349.022704707418, 2866_242.314403968131, 335.3020132121, 228.5937124728
190,   188,   189, -49.9418463008, 54.6016802707
191,   143,   190, 4.6157232381, 40.4825065156
192, 5906_540.28368948853, 5006_445.639057245474, 119.8109146820, 25.1662824389
193, 2672_226.219565002768, 2671_226.219565002768, 12.0621458721, 12.0621458721
194,   192,   193, 418.1206490142, 211.8052933383
195,   191,   194, 44.0208653061, 127.7364863894
196,   142,   195, 86.5079726789, 47.3174046777
197,   131,   196, 102.2212314336, 41.6005194945
198,   128,   197, 182.0364204590, 13.1938337518
199, 6417_604.543855078915,   198, 894.1061122054, 62.0661386055
