"","Tip1","Tip2","TimeDiff","gens","snpsPerGen","snpDist"
"201","1805_106.105280176545","26205_1575.14033169871",1556.2257439503,55,0.109090909090909,6
"202","1805_106.105280176545","21741_1298.8143323566",1279.8997446082,57,0.105263157894737,6
"203","1805_106.105280176545","21800_1301.81049468108",1282.8959069326,50,0.16,8
"204","1805_106.105280176545","20028_1185.00353661757",1166.088948869,46,0.130434782608696,6
"205","1805_106.105280176545","19914_1178.18529475845",1159.2707070099,49,0.122448979591837,6
"206","1805_106.105280176545","19965_1181.99063837059",1163.0760506221,43,0.13953488372093,6
"207","1805_106.105280176545","11978_673.643659353244",654.7290716047,28,0.142857142857143,4
"208","1805_106.105280176545","11849_664.940358089929",646.0257703414,26,0.153846153846154,4
"209","1805_106.105280176545","19758_1164.13479657058",1145.2202088221,49,0.122448979591837,6
"210","1805_106.105280176545","19319_1130.1637704828",1111.2491827344,41,0.121951219512195,5
"211","1805_106.105280176545","30189_1798.63541809471",1779.7208303462,64,0.1875,12
"212","1805_106.105280176545","30048_1789.35325244822",1770.4386646997,54,0.24074074074074,13
"213","1805_106.105280176545","30384_1808.53604955359",1789.6214618051,64,0.15625,9.99999999999999
"214","1805_106.105280176545","30443_1812.6053392085",1793.69075146,67,0.149253731343284,9.99999999999999
"215","1805_106.105280176545","40643_2249.99997109367",2231.0853833451,95,0.115789473684211,11
"216","1805_106.105280176545","47615_2488.20977070541",2469.2951829569,80,0.1625,13
"217","1805_106.105280176545","35595_2059.03964677196",2040.1250590234,62,0.145161290322581,9
"218","1805_106.105280176545","40139_2229.8863385747",2210.9717508261,87,0.149425287356321,13
"219","1805_106.105280176545","39841_2219.31996943168",2200.4053816831,80,0.1625,13
"220","1805_106.105280176545","34992_2033.76036114304",2014.8457733944,78,0.115384615384615,9
"221","1805_106.105280176545","36281_2086.1095824782",2067.1949947297,72,0.138888888888889,9.99999999999999
"222","1805_106.105280176545","36710_2101.70543396644",2082.790846218,78,0.115384615384615,9
"223","1805_106.105280176545","37149_2116.5918488227",2097.6772610742,81,0.111111111111111,9
"224","1805_106.105280176545","39150_2193.57472782498",2174.6601400765,81,0.135802469135803,11
"225","1805_106.105280176545","47107_2471.63675522313",2452.7221674746,92,0.130434782608696,12
"226","1805_106.105280176545","49303_2548.91549989577",2530.0009121472,92,0.130434782608696,12
"227","1805_106.105280176545","44553_2390.83369984847",2371.9191120999,86,0.151162790697674,13
"228","1805_106.105280176545","42707_2325.6667836667",2306.7521959182,99,0.121212121212121,12
"229","1805_106.105280176545","43058_2338.55483596806",2319.6402482196,93,0.139784946236559,13
"230","1805_106.105280176545","36643_2098.8782477524",2079.9636600039,73,0.164383561643836,12
"231","1805_106.105280176545","41508_2280.32249684808",2261.4079090996,98,0.112244897959184,11
"232","1805_106.105280176545","31579_1877.87914242466",1858.9645546761,54,0.148148148148148,8
"233","1805_106.105280176545","27645_1662.71231809136",1643.7977303429,58,0.137931034482759,8
"234","1805_106.105280176545","26304_1581.17914628555",1562.264558537,68,0.117647058823529,8
"235","1805_106.105280176545","25326_1515.95723421486",1497.0426464663,52,0.134615384615385,7
"236","1805_106.105280176545","20077_1187.71046451757",1168.795876769,30,0.166666666666667,5
"237","1805_106.105280176545","20433_1212.14710630061",1193.2325185521,43,0.13953488372093,6
"238","1805_106.105280176545","17897_1020.73956334435",1001.8249755959,29,0.172413793103448,5
"239","1805_106.105280176545","21041_1253.79407712226",1234.8794893738,53,0.113207547169811,6
"240","1805_106.105280176545","20110_1189.33084252825",1170.4162547798,52,0.115384615384615,6
"241","1805_106.105280176545","18723_1082.17595315088",1063.2613654023,37,0.108108108108108,4
"242","1805_106.105280176545","18453_1062.10044625417",1043.1858585056,40,0.0999999999999999,4
"243","1805_106.105280176545","17954_1025.0050479992",1006.0904602508,36,0.138888888888889,5
"244","1805_106.105280176545","13374_759.07192635742",740.1573386089,26,0.115384615384615,3
"245","1805_106.105280176545","16385_922.613854410055",903.6992666615,30,0.2,6
"246","1805_106.105280176545","15582_872.112692461055",853.1981047125,42,0.0952380952380951,4
"247","1805_106.105280176545","14901_838.948141291978",820.0335535435,30,0.166666666666667,5
"248","1805_106.105280176545","17321_980.733089292326",961.8185015439,29,0.172413793103448,5
"249","1805_106.105280176545","12567_710.65326306051",691.7386753121,22,0.136363636363636,3
"250","1805_106.105280176545","12229_689.575005055015",670.6604173065,16,0.25,4
"251","1805_106.105280176545","10781_602.837954441496",583.9233666929,22,0.136363636363636,3
"252","1805_106.105280176545","9370_523.38300240199",504.4684146534,17,0.11764705882353,2
"253","1805_106.105280176545","6792_378.399166785269",359.4845790367,13,0.0769230769230769,1
"254","1805_106.105280176545","6698_375.125632674963",356.2110449266,10,0.1,1
"255","1805_106.105280176545","8672_478.799979478442",459.88539173,14,0.142857142857143,2
"256","1805_106.105280176545","6464_364.280062752228",345.3654750038,12,0.0833333333333333,1
"257","1805_106.105280176545","18203_1042.42593176333",1023.5113440149,39,0.179487179487179,7
"258","1805_106.105280176545","16966_957.46636259894",938.5517748505,35,0.142857142857143,5
"259","1805_106.105280176545","13467_763.186323599439",744.271735851,29,0.172413793103448,5
"260","1805_106.105280176545","13363_758.638014930574",739.7234271821,27,0.185185185185185,5
"261","1805_106.105280176545","9858_551.037756335665",532.1231685872,16,0.25,4
"262","1805_106.105280176545","7591_414.966338552314",396.0517508039,18,0.111111111111111,2
"263","1805_106.105280176545","13048_741.182094418766",722.2675066704,30,0.166666666666667,5
"264","1805_106.105280176545","12870_730.679329410663",711.7647416623,27,0.185185185185185,5
"265","1805_106.105280176545","15710_877.653253325447",858.7386655771,36,0.166666666666667,6
"266","1805_106.105280176545","14206_801.801590804377",782.887003056,33,0.212121212121212,7
"267","1805_106.105280176545","6353_359.520309913557",340.6057221651,11,0.272727272727273,3
"268","1805_106.105280176545","3834_235.593711850514",216.6791241021,6,0.166666666666667,1
"269","1805_106.105280176545","2208_134.423958179686",354.2399238889,9,0.111111111111111,1
"270","1805_106.105280176545","3116_191.709174985875",411.5251406951,14,0.0714285714285714,1
"271","1805_106.105280176545","6356_359.55128188849",579.3672475977,14,0.285714285714285,4
"272","1805_106.105280176545","5602_328.933426730658",548.7493924399,25,0.2,5
"273","1805_106.105280176545","6666_373.668003084287",593.4839687935,29,0.137931034482758,4
"274","1805_106.105280176545","8004_436.990685302392",656.8066510116,28,0.107142857142857,3
"275","1805_106.105280176545","5034_297.368573551243",517.1845392605,21,0.19047619047619,4
"276","1805_106.105280176545","6273_355.987628454382",575.8035941636,14,0.285714285714285,4
"277","1805_106.105280176545","5487_322.408090703581",542.2240564128,26,0.153846153846154,4
"278","1805_106.105280176545","7663_418.154556204828",1421.6525172544,58,0.0689655172413792,4
"279","1805_106.105280176545","7698_420.042997459294",1423.5409585088,71,0.056338028169014,4
"280","1805_106.105280176545","6491_365.569050654787",1369.0670117044,52,0.0769230769230768,4
"281","1805_106.105280176545","4756_285.415521249724",1288.9134822993,54,0.074074074074074,4
"282","1805_106.105280176545","4455_269.638458521262",1273.1364195709,46,0.0869565217391303,4
"283","1805_106.105280176545","4948_294.584085578981",1298.0820466286,64,0.0624999999999999,4
"284","1805_106.105280176545","2964_183.876804346476",1187.3747653961,50,0.0799999999999999,4
"285","1805_106.105280176545","4642_279.981475238827",1283.4794362885,47,0.127659574468085,6
"286","1805_106.105280176545","947_39.8152593393362",1043.313220389,43,0.0697674418604651,3
"287","1805_106.105280176545","7370_402.39947988122",1405.8974409309,46,0.108695652173913,5
"288","1805_106.105280176545","7092_390.897515494786",1394.3954765444,44,0.136363636363636,6
"289","1805_106.105280176545","5164_304.768096886755",1308.2660579364,47,0.127659574468085,6
"290","1805_106.105280176545","5686_331.686589626711",1335.1845506764,52,0.134615384615385,7
"291","1805_106.105280176545","3264_202.676049126343",1206.174010176,52,0.115384615384615,6
"292","1805_106.105280176545","2462_149.423396113396",1152.9213571631,47,0.127659574468085,6
"293","1805_106.105280176545","1408_77.1543784142097",1080.6523394639,37,0.135135135135135,5
"294","1805_106.105280176545","3006_186.66103468003",1190.1589957297,48,0.0833333333333332,4
"295","1805_106.105280176545","2077_125.942047368115",1129.4400084178,42,0.0952380952380951,4
"296","1805_106.105280176545","2588_157.708182862503",1161.2061439122,30,0.166666666666667,5
"297","1805_106.105280176545","1130_54.9530118154158",1058.4509728651,35,0.171428571428571,6
"298","3106_190.934434258281","3347_206.416983554409",34.8994289603,2,0,0
"299","3106_190.934434258281","5030_297.238811628315",198.8338059181,6,0.166666666666667,1
"300","3106_190.934434258281","4491_271.647829975728",173.2428242655,9,0.111111111111111,1
"301","3106_190.934434258281","7382_403.32037595417",304.9153702438,8,0.125,1
"302","3106_190.934434258281","7176_394.515615225714",296.1106095154,19,0,0
"303","3106_190.934434258281","9781_546.873138276622",448.4681325662,16,0.125,2
"304","3106_190.934434258281","13517_766.611160916713",668.2061552063,26,0.115384615384615,3
"305","3106_190.934434258281","10673_596.327413791202",497.9224080808,23,0.0869565217391306,2
