AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
101, 19950_2312.90400118284, 20129_2381.99567900849, 178.2279000570, 247.3195778827
102,   101, 18150_1848.15488756031, 401.4982836501, 114.9770700846
103,   102, 17018_1668.53480374606, 147.1655455981, 82.5225318684
104,   103, 18142_1847.26167059115, 156.8122244352, 418.0616231487
105,   104, 12739_1104.40475112034, 399.8968503910, 75.1015540688
106,   105, 14153_1231.4574357003, 28.5267921858, 230.6810308346
107,   106, 11956_1036.48118515392, 44.9814238372, 80.6862041254
108,   107, 12045_1042.79417232677, 101.7139597659, 188.7131510641
109, 15836_1471.12821100385, 17221_1701.88485782453, 57.8752865667, 288.6319333874
110, 17919_1811.9259176848, 18440_1899.02437745592, 42.7429007948, 129.8413605660
111,   110, 16202_1548.56334746564, 277.0364856860, 56.4168162616
112,   109,   111, 178.8758870758, 257.7694938426
113,   108,   112, 157.3701921425, 537.6662082412
114, 1190_57.5360840257086,   113, 24.8175064813, 663.9922515758
115, 2934_200.329810716791, 6352_524.02878760533, 32.2720986655, 355.9710755541
116,   114,   115, 70.6555414927, 205.9946759996
117, 4471_339.812654681159,   116, 514.0487808126, 136.2991621831
118, 15031_1340.30406686265, 13909_1209.49992839508, 471.8253347547, 341.0211962871
119, 15246_1372.4271512188, 15447_1411.85894101904, 193.9075093597, 233.3392991599
120,   119, 15391_1400.7556179893, 51.8051527565, 274.0411288866
121, 16823_1641.64225831601,   120, 696.5197052132, 181.5919359999
122,   118,   121, 193.7688283490, 270.4126493439
123, 15271_1377.77042239979, 19847_2271.33271174251, 243.2987545837, 1136.8610439264
124, 11775_1017.34117086822, 11604_1002.65047112076, 80.7291130653, 66.0384133178
125, 11787_1019.71496525088,   124, 326.8069135285, 243.7040060806
126,   123,   125, 458.2579274167, 16.6943113229
127,   122,   126, 93.1355498730, 94.6393865136
128, 18966_1999.85486247621, 19598_2181.54278638251, 226.1408979132, 407.8288218195
129, 18247_1862.24471291874,   128, 294.5972346339, 206.0664862782
130,   129, 19344_2091.11739723948, 29.0725953545, 552.5425143092
131, 20300_2469.60715197565, 20393_2509.31608481227, 119.5867197240, 159.2956525606
132, 20117_2380.22664398169,   131, 221.7781167078, 191.5719049778
133, 19698_2220.55163420234,   132, 452.9866961345, 390.8835892060
134,   133, 18130_1844.72829300779, 236.4951216386, 313.6584765785
135,   130,   134, 70.3127340938, 62.8076675928
136, 19647_2204.09692327748,   135, 840.1908014801, 104.3560270391
137,   127,   136, 141.0399963944, 923.3717643059
138, 14191_1234.32536078129, 4861_382.569334424809, 924.1961999956, 72.4401736391
139, 16744_1631.45619471995,   138, 1342.6595790007, 21.3325450665
140,   137,   139, 180.8218436426, 29.0841018704
141, 4596_352.638295302787,   140, 173.8527659039, 80.9269844500
142,   141, 2057_131.689677480591, 261.1455367683, 214.0496848501
143,   142, 2116_135.910927461756, 74.1825301943, 292.4534650256
