AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
101, 10577_1366.18637472218, 9191_1231.99945611729, 321.5092515830, 187.3223329781
102,   101, 7902_1086.59496622413, 49.0514557634, 90.9692988483
103, 17060_1898.93507388417, 19755_2061.38981173157, 77.7273192971, 240.1820571445
104,   103, 9795_1285.92578369411, 747.8857465821, 212.6037756892
105,   102,   104, 334.2728630381, 411.9692036673
106, 5412_709.047252000378,   105, 267.5016000725, 219.8071524097
107, 2466_260.926124023076, 3809_444.038543590545, 137.1597619596, 320.2721815271
108, 3645_422.90309133449, 1748_161.1017129212, 350.9833518619, 89.1819734486
109,   107,   108, 68.1267727117, 16.2801501208
110, 24844_2369.82100987435, 24326_2344.42254203953, 129.2504111735, 103.8519433387
111, 23048_2270.57682332792,   110, 300.0382841634, 270.0320595364
112, 13906_1673.17971399446,   111, 35.3289835284, 332.6878086984
113, 24739_2365.89228066163, 17912_1952.79599678197, 522.2254920986, 109.1292082189
114,   112,   113, 238.8702363088, 444.6862944058
115,   114, 12351_1550.14820452903, 90.9981267024, 242.1658370742
116, 13400_1637.78657797569, 14901_1746.50080486583, 426.1174067929, 534.8316336830
117, 11963_1512.56736394311, 10966_1402.7568469831, 179.8598670884, 70.0493501284
118,   116,   117, 80.0848126494, 201.1231383212
119,   115,   118, 230.9946770004, 54.5966680791
120, 22668_2248.77740655991, 10767_1383.42043763435, 1004.5293220944, 139.1723531688
121,   120, 9453_1255.59676607004, 57.2891460407, 68.6378276452
122,   119,   121, 298.6651105867, 408.6363585571
123, 23708_2310.04503746024, 21450_2162.67181090983, 241.6661531305, 94.2929265801
124, 26158_2436.76391589478,   123, 438.8118993492, 70.4268677842
125, 26089_2432.76100899348,   124, 547.9100913525, 113.1010989046
126, 17859_1949.17227981033,   125, 232.9619593802, 168.6405972108
127,   126, 18949_2016.49647185702, 198.9796190236, 499.2657704505
128, 10843_1391.93370944735,   127, 109.4955846849, 234.7925766440
129,   122,   128, 69.8466806900, 573.9622255847
130, 4347_522.970920336949,   129, 179.6728755159, 365.1778543567
131,   130, 6190_809.152411788187, 76.6297944178, 542.4841613849
132, 24622_2359.4453772629, 25985_2428.03910672973, 147.4707791398, 216.0645086066
133, 20287_2090.18302733375, 25608_2408.457776536, 49.6958642960, 367.9706134982
134,   133, 20783_2121.74453324652, 44.0481912361, 125.3055614448
135,   132,   134, 293.2983556585, 77.7627293371
136,   135, 19117_2024.86034888355, 180.7274960567, 286.9116024757
137, 19070_2022.91634457608, 16553_1864.31071318796, 207.5094445782, 48.9038131900
138,   136,   137, 204.0888164144, 281.5469700044
139, 28219_2530.03633082659, 26830_2467.16879095911, 167.7259638782, 104.8584240107
140,   139, 20462_2101.05511793732, 313.1895788837, 51.9343298726
141, 24462_2351.59014740291, 27088_2482.56877795165, 128.5523629455, 259.5309934942
142,   140,   141, 97.4041838780, 271.3211802706
143,   142, 10535_1360.78589181841, 746.1000109287, 155.1692985603
144,   138,   143, 559.1678041290, 230.9244673936
145,   144, 7157_979.109009175718, 79.3158050860, 83.7326883973
146, 5135_664.228050994502,   145, 337.5012417453, 568.6495115292
147,   146, 2969_335.289719040719, 112.5470210716, 121.1099308631
148,   147, 4822_610.023254652947, 49.5164040271, 445.3598705024
149,   148, 476 1, 198.6161759819, 34.9527918313
150,   131,   149, 320.7140236262, 20.0929813916
151,   109,   150, 111.8791874257, 2.1938248510
152, 1092_78.2079906287078, 2484_264.622156007521, 92.8259334763, 279.2400988552
153, 1920_183.12691170507, 993_66.7718369374798, 157.8235513929, 41.4684766253
154,   153, 885_52.4107598928446, 55.9883780459, 83.0957776266
155,   152,   154, 67.8244139740, 51.7573390878
156,   151,   155, 53.7456070464, 27.5428482987
157, 7966_1095.50493430393, 6684_893.810724535166, 250.2337465609, 48.5395367922
158, 19334_2037.86859423193, 26219_2439.69331229316, 37.6950757362, 439.5197937974
159, 12788_1585.41317068834, 13265_1625.28792679847, 56.5086742208, 96.3834303310
160,   159, 11188_1422.53604105925, 209.4581105818, 103.0896551736
161,   158,   160, 866.9858886115, 186.2587560014
162, 13449_1641.9966504375, 14939_1749.19658420412, 207.4936192039, 314.6935529705
163, 14966_1750.20034153749, 14963_1750.20034153749, 50.6321544081, 50.6321544081
164,   162,   163, 45.4536975863, 310.5188534820
165, 7973_1096.04909936221,   164, 34.2853884741, 327.2856227593
166,   161,   165, 109.3007628307, 37.8768438345
167, 13421_1639.45401589732, 19732_2060.2815065688, 90.9146276295, 511.7421183010
168, 17011_1897.30725107186, 15275_1775.40946783867, 190.2632184626, 68.3654352294
169,   168, 11302_1436.15278498898, 299.7662681188, 28.8750204985
170,   167,   169, 398.6960273893, 257.4344036120
171, 21481_2164.90435523291, 22859_2259.87047804333, 161.1171168029, 256.0832396133
172, 26929_2473.48554181871, 22512_2238.07076563828, 393.4830547083, 158.0682785279
173,   171,   172, 121.5692730716, 197.7845217520
174, 17254_1912.38137547333, 20054_2078.28828956747, 26.5040859068, 192.4110000010
175,   174, 16173_1836.52608433854, 225.5468632302, 176.1956580023
176,   175, 28231_2530.36771825168, 46.5110810012, 916.5483729166
177,   173,   176, 365.4267353341, 97.0281153107
178, 18089_1964.26031214378,   177, 485.2898674839, 37.8207853645
179, 17233_1911.29540875691, 19805_2063.76077410935, 60.8584156846, 213.3237810370
180, 18493_1987.76173730556,   179, 214.3629038807, 77.0381596475
181,   180, 26752_2463.74525189324, 154.1965612472, 844.5429797156
182, 14642_1728.4618152907,   181, 394.3808373873, 285.1212942742
183,   178,   182, 277.7861790127, 132.8967122562
184,   170,   183, 300.9671423936, 352.3080471624
185,   166,   184, 257.8576171663, 82.8469685976
186, 6561_872.349490012291,   185, 160.4033252385, 54.0830851134
187,   157,   186, 258.5991596327, 125.2741366635
188,   187, 5936_771.269641835752, 298.2907807240, 482.8883944495
189, 3858_449.780159972445, 4697_589.828849385514, 129.5798384330, 269.6285278460
190,   189, 1672_151.481607227614, 243.3132137851, 74.5944994733
191,   188,   190, 312.0347145863, 100.5405749544
192,   156,   191, 10.5393348354, 96.8710727557
193, 1771_165.199041986037, 1611_144.090377196421, 231.0141130414, 209.9054482518
194,   193, 2832_314.121522595543, 17.5540837260, 397.4906773769
195,   192,   194, 49.1129145636, 86.2682997379
196,   106,   195, 628.9825377281, 17.7994312810
197, 4765_601.892515684884, 12715_1578.7503623602, 27.0311955275, 1003.8890422028
198,   197, 4403_535.499386021163, 66.4555966543, 27.0936625180
199,   196,   198, 54.7648960478, 750.6075053512
