AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
101, 7275_998.879907605484, 8094_1110.02087363746, 104.0359779659, 215.1769439979
102, 23652_2306.77873993176, 26980_2475.70491750114, 359.0317488880, 527.9579264574
103,   102, 16118_1831.56501972815, 170.9921078417, 54.8101365261
104,   103, 14281_1701.44425447618, 116.7227139309, 41.4120852051
105, 11139_1418.70055773517,   104, 215.1356366222, 456.4672481581
106,   101,   105, 53.1321768475, 361.8531683209
107,   106, 2275_228.807828014659, 699.2240473900, 86.3201226126
108,   107, 4243_503.265115229737, 57.7679467755, 418.5453566032
109, 10006_1307.58654245059, 7820_1077.03649559057, 424.6655521541, 194.1155052941
110, 13342_1633.08941823558,   109, 820.9009994613, 70.7325715222
111,   108,   110, 156.7314319336, 884.2000920813
112, 8334_1138.58061984676, 8746_1186.66793005034, 261.2422210524, 309.3295312560
113, 15891_1818.16489104053, 20028_2076.7314019877, 108.0550961148, 366.6216070620
114, 25895_2423.54346180325, 23270_2282.93545040941, 152.0678888860, 11.4598774922
115,   114, 26580_2455.95065871006, 49.1465812446, 233.6216670374
116, 17089_1900.85988728073,   115, 59.7210544482, 381.1901588402
117,   113,   116, 81.9702165719, 212.9992544787
118, 19794_2063.4011338013, 19070_2022.91634457608, 232.7574280516, 192.2726388263
119,   118, 17398_1920.26803921055, 90.1905576651, 179.8148911259
120,   117,   119, 125.3370459589, 237.6506156897
121, 27039_2478.59357260285, 25776_2417.53952759359, 637.0483720647, 575.9943270555
122, 16043_1827.65561900952,   121, 388.9054688831, 402.7950504117
123,   122, 9101_1223.4940742928, 523.0914927412, 307.8354169076
124,   120,   123, 751.3568169853, 164.2129419756
125, 5889_765.968639097601,   124, 59.2678586603, 44.7449349724
126,   112,   125, 535.7523723619, 365.1147540048
127, 3627_420.319222231964, 4475_547.540492850049, 66.1342059550, 193.3554765731
128,   126,   127, 226.2131868168, 238.8121766613
129, 1153_85.403354489112, 4007_469.560981993699, 160.2317080509, 544.3893355555
130, 6389_842.802751741103, 4858_617.223032437977, 471.1389414016, 245.5592220985
131, 2634_285.124452149754,   130, 260.5425586865, 347.0819168762
132, 1455_126.254080153726,   131, 173.9213996736, 72.2492129832
133, 3379_389.660725603539, 2287_230.82901359031, 441.9351662653, 283.1034542520
134,   132,   133, 1.4245301787, -3.1825909631
135,   134, 3884_452.030383915081, 2.5569570027, 503.6791906164
136,   135, 756_31.1249563583077, 15.7778141822, 98.5515772419
137,   136, 1847_176.209878011845, 5.8925010942, 249.5289999896
138,   129,   137, 12.2514122095, 13.7606437935
139, 11417_1449.21620760165, 20712_2117.3655752128, 90.7396241511, 758.8889917623
140, 19648_2055.056470916, 26793_2466.00694239111, 67.9950315861, 478.9455030612
141, 21948_2198.09546864056, 19531_2048.23797979273, 187.5049136180, 37.6474247701
142, 22351_2226.37672033467, 20674_2114.66416524651, 288.9498901745, 177.2373350864
143, 25130_2386.96605575681, 17327_1916.83821928226, 613.5413968982, 143.4135604236
144,   142,   143, 195.4693516278, 31.4671803263
145,   141,   144, 304.4062572254, 35.7731807352
146,   140,   145, 530.1066799606, 249.2295384279
