AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
101, 2950_187.090642096349, 15149_857.896602170912, 301.3322574985, 972.1382175731
102, 17553_1011.58435097945, 15360_870.819484007653, 216.8854653285, 76.1205983567
103,   102, 25856_1726.83228719161, 71.1512092380, 1003.2846107787
104, 25994_1740.1336216605, 29968_2278.9209672312, 45.4327473730, 584.2200929437
105, 20487_1242.11361052898, 19036_1127.41085219624, 122.7549218069, 8.0521634742
106,   104,   105, 657.2221215642, 81.8799359988
107, 16119_910.563685115627,   106, 233.4765610708, 360.3916286784
108,   103,   107, 134.9445203811, 88.4839680131
109,   108, 1270_70.1171386417923, 680.2348878521, 161.7488704621
110,   109, 2969_189.091618236096, 35.1618280593, 315.8851781157
111, 11267_662.011458388821, 20247_1224.35562780726, 42.9893442821, 605.3335137006
112, 13763_782.882697187566,   111, 277.0306934862, 113.1701104053
113, 6261_387.239088131736,   112, 27.7713931978, 146.3843087675
114,   113, 1115_54.5198620454661, 341.6668318680, 36.7189989795
115,   114, 768_27.748874435176, 105.1860182676, 115.1340296369
116,   110,   115, -3.3662094998, 36.0421951781
117, 22287_1369.88885377917, 11692_678.835638976059, 1224.7617009098, 533.7084861067
118, 25741_1716.46334075144, 28156_1984.78766927679, 82.9353826039, 351.2597111292
119,   118, 5950_369.504039860021, 1285.0780012233, 21.0540829357
120,   119, 9145_547.161491270443, 84.0153907390, 282.7269250852
121,   120, 1589_91.9983334604441, 209.6491813848, 37.2129486600
122,   117,   121, 208.6692530939, 118.3274850250
123, 26358_1771.2299549584, 20272_1226.08893101099, 575.2241527816, 30.0831288342
124,   123, 24591_1591.33046416777, 11.3361741619, 406.6608361529
125, 20914_1274.54873892052,   124, 109.9614415401, 20.0823306344
126,   125, 22284_1369.400251322, 152.1218641489, 356.9348180905
127,   126, 14519_823.094758236327, 217.5364010902, 28.1657260950
128, 19972_1203.77511814947,   127, 436.1410931000, 27.2950070918
129, 29350_2159.46448634685, 26764_1808.42588253771, 416.5601028073, 65.5214989982
130,   129, 25578_1699.51933797208, 149.1127600174, 105.7277144499
131, 29720_2234.39252493229,   130, 676.7344151929, 36.1335137828
132,   131, 10816_637.217337867063, 1132.8927535518, 212.4519816795
133, 5773_359.25116500034,   132, 61.4360755898, 126.9502667770
134,   133, 6130_378.660837287671, 102.2108114977, 183.0565593747
135, 19009_1124.52943427504, 18019_1054.55730084005, 209.9440732067, 139.9719397718
136, 25291_1668.79741213776, 16903_961.650598986607, 721.0784769534, 13.9316638022
137, 3846_247.156258703526,   136, 160.8648293942, 861.4275058750
138,   135,   137, 943.4995410040, 115.2056092451
139,   134,   138, 217.6817343930, -6.8367234556
140, 4115_263.603382330569, 2691_170.068373090847, 179.5662547135, 86.0312454738
141, 14063_797.730149806048,   140, 797.2691596013, 83.5761374123
142,   139,   141, -14.3493087339, 8.1891379510
143,   128,   142, 763.0487328248, -12.3134399709
144,   122,   143, 8.8366485930, 76.9640410422
145, 23248_1456.13916450692, 27042_1839.24635307198, 546.5310579240, 929.6382464891
146,   145, 6021_374.572484509412, 887.8887221781, 352.8531001046
147,   146, 4417_283.197199957235, 53.5076520276, 314.9854675800
148, 15370_871.602676235832, 9600_572.042877357483, 412.1887976024, 112.6289987240
149,   148, 7680_465.196444342457, 27.6156383525, 33.3982040615
150, 8892_531.441943698666,   149, 252.1858621141, 152.5421586964
151, 6751_410.604183436973,   150, 166.7395535684, 35.3914517160
152, 8004_482.485719300249, 6091_376.991939971117, 239.8473347097, 134.3535553805
153,   151,   152, 43.9703554411, 42.7441101631
154, 6669_407.08253163066,   153, 426.8788546967, 219.6905974935
155,   147,   154, 24.1472616811, 36.1392062378
156,   144,   155, 5.6982984735, 22.1415179873
157, 29225_2138.05101516238, 25716_1712.71095093495, 671.6183421271, 246.2782778997
158, 26253_1761.77406953396, 18228_1068.57145207927, 721.6413858890, 28.4387684343
159,   157,   158, 571.2029832126, 144.9029938223
160, 1043_48.9680515478806,   159, 146.9192294930, 993.1808677678
161, 7476_451.989610082279, 2737_172.317948428497, 326.8671562031, 47.1954945494
162, 25074_1645.38419568111, 27064_1842.47583277344, 4.3687727390, 201.4604098313
163, 22991_1434.92093956385, 24074_1538.6438907025, 258.7009444298, 362.4238955684
164,   162,   163, 685.9108635398, 221.1154357317
165,   164, 17072_976.289599658764, 48.9602351589, 70.1452754153
166, 11484_669.50959805103,   165, 16.0101926570, 252.6449188494
167, 29973_2279.52286059516, 27563_1906.27770667543, 495.0279222415, 121.7827683218
168, 9597_571.997266671562,   167, 7.5546053843, 1220.0522770663
169,   166,   168, 324.6793484373, 235.6226043306
170,   169, 2417_147.983669434716, 289.4205548936, 108.5841673716
171,   161,   170, 199.9527433862, 114.2297915701
172, 461 1,   171, 88.2503095233, 12.4200200163
173,   160,   172, -22.5600704048, -11.8592019831
174,   156,   173, 29.7841432094, 32.4700829602
175, 25328_1672.70995792766, 29227_2138.11527010514, 152.1313208317, 617.5366330091
176,   175, 23755_1506.47578773262, 80.8905040127, 66.7876546493
177, 22911_1423.50630623399,   176, 61.8458212891, 78.0276481384
178,   177, 27802_1940.28637587494, 120.8644693034, 699.4903602334
179, 15072_852.394872881095,   178, 72.6386825219, 461.0398252823
180, 16749_950.302715154504, 16064_907.799305389378, 226.9475341601, 184.4441243950
181,   180, 19278_1146.29163662238, 166.5176046035, 589.4540602316
182,   179,   181, 634.6196839182, 411.7010699498
183, 1062_49.874188833639,   182, 135.0951903058, 230.3575079132
184, 28739_2061.30710134939, 18738_1106.50126370624, 1166.1471353339, 211.3412976907
185,   184, 30438_2398.0424012359, 32.0858336655, 1534.9682688859
186, 20483_1241.24627394933,   185, 1064.9663545083, 686.7942129090
187,   186, 3197_204.460169994581, 84.8188728613, 112.9991234149
188,   183,   187, -25.7907835419, 150.8912645100
189, 28354_2012.45425175142, 20044_1208.42066453901, 961.9307004019, 157.8971131895
