"","AncId","Desc","Branch.Length"
"1","101","8880_972.240233925951",73.3235798234
"2","101","9156_1013.04417347395",114.1275193714
"3","102","101",710.1232463214
"4","102","3439_289.047543370767",100.2541355896
"5","103","3002_254.830566296784",204.0837672055
"6","103","102",138.0466086898
"7","104","3166_268.412611583141",169.128659641
"8","104","5220_466.229030111342",366.9450781692
"9","105","3645_306.410345300179",304.6451644376
"10","105","104",97.5187710795
"11","106","103",94.6916672764
"12","106","105",45.7100490477
"13","107","4771",31.1661592077
"14","107","3441_289.478026420577",319.6441856282
"15","108","1723_133.276623290438",73.5000670224
"16","108","7098_699.675613370225",639.8990571021
"17","109","12789_1718.95125644797",10.2928536265
"18","109","13368_1834.64599247721",125.9875896558
"19","110","14037_1932.92951922951",36.0046631441
"20","110","14328_1970.6742127677",73.7493566823
"21","111","109",53.9030070593
"22","111","110",242.1694603233
"23","112","14865_2062.79003363273",224.6606709247
"24","112","13605_1873.2236472843",35.0942845763
"25","113","16612_2353.77224574638",553.8022010818
"26","113","112",38.1593180434
"27","114","15620_2191.65066888157",301.9294552194
"28","114","14969_2078.45920454246",188.7379908802
"29","115","16562_2344.35789114112",337.9005847636
"30","115","14748_2041.95875940087",35.5014530233
"31","116","16519_2336.65799857052",287.9188502037
"32","116","17247_2456.3325096546",407.5933612878
"33","117","115",23.7879196796
"34","117","116",66.0697616689
"35","118","114",259.4532439632
"36","118","117",352.4014169989
"37","119","113",202.6977692217
"38","119","118",32.9956942562
"39","120","15220_2118.16601213258",244.4015158465
"40","120","14729_2036.52586748591",162.7613711998
"41","121","120",19.6569451855
"42","121","15611_2188.98181197833",334.8742608777
"43","122","121",88.7403159504
"44","122","13568_1867.16260538494",101.7953702348
"45","123","119",77.6658230823
"46","123","122",245.7607827896
"47","124","123",56.6556576561
"48","124","13400_1837.46423600725",374.5134413027
"49","125","111",276.1709586971
"50","125","124",84.3663576395
"51","126","3652_306.99765825844",176.3770602574
"52","126","125",1247.963839064
"53","127","108",29.0279860419
"54","127","126",99.8720277749
"55","128","723_25.5422663854444",21.4030487366
"56","128","127",26.6093525773
"57","129","13265_1816.44117664773",19.3432908961
"58","129","13941_1921.69557167706",124.5976859255
"59","130","14321_1970.55139512851",266.2777956528
"60","130","12720_1706.47641890765",2.2028194319
"61","131","129",147.3822730157
"62","131","130",54.5579867399
"63","132","131",192.9152976705
"64","132","12166_1578.47359189293",121.6732768276
"65","133","11279_1371.17376925369",71.4015639825
"66","133","11123_1350.04176430689",50.2695590357
"67","134","132",216.9919246949
"68","134","133",59.9638149008
"69","135","134",16.8079549326
"70","135","12177_1581.46934779195",358.4689123541
"71","136","135",325.0428732729
"72","136","10577_1245.48162590617",347.5240637413
"73","137","136",270.8914829317
"74","137","7823_803.723847100092",176.657767867
"75","138","9278_1035.50162813989",413.1456174171
"76","138","137",4.7100685103
"77","139","6977_677.905432606228",99.0134214728
"78","139","138",43.4639995894
"79","140","5690_516.529457367784",63.9927913873
"80","140","139",126.355345153
"81","141","5810_530.118864903061",13.1518295719
"82","141","6456_610.225137653954",93.2581023228
"83","142","141",515.695683778
"84","142","1263_88.5003015524966",87.2289499994
"85","143","140",447.6733627326
"86","143","142",-3.5919516948
"87","144","143",7.2600775959
"88","144","982_57.241220486522",59.6379948345
"89","145","12234_1598.72429141621",616.8847246666
"90","145","9545_1076.40995457709",94.5703878275
"91","146","10033_1153.95675553429",44.8384918457
"92","146","9757_1111.51339194511",2.3951282565
"93","147","9841_1125.44494973765",97.0663339831
"94","147","146",80.739647934
"95","148","8967_983.711843412097",121.2808484338
"96","148","147",165.9476207762
"97","149","148",2.9190052963
"98","149","10162_1176.0374200291",316.5254303471
"99","150","9334_1043.73116617723",188.3080830729
"100","150","149",4.0889065777
"101","151","8175_870.758028442442",183.9089564027
"102","151","150",168.5740110646
"103","152","151",129.382998482
"104","152","6692_636.381404573397",78.9153310157
"105","153","8755_954.286079429001",426.7492208543
"106","153","152",29.9292149831
"107","154","153",163.3451092239
"108","154","6053_559.237805479618",195.0460561289
"109","155","145",708.8630481659
"110","155","154",91.215230767
"111","156","616_15.9089010234434",24.5200560555
"112","156","155",281.5876736158
"113","157","4549_392.131356082564",47.721920771
"114","157","9142_1010.93051474219",666.5210794306
"115","158","4898_432.57178970385",411.5519414498
"116","158","157",323.3895870575
"117","159","3219_271.98626103419",9.1307232753
"118","159","3383_283.928789976782",21.0732522178
"119","160","158",11.4510819235
"120","160","159",253.2867714284
"121","161","3672_309.349342639517",305.0908876996
"122","161","160",5.3103113906
"123","162","156",-4.7447068307
"124","162","161",8.1249031413
"125","163","144",16.6598044398
"126","163","162",15.1901305863
"127","164","128",29.2189865746
"128","164","163",6.023190138
"129","165","3585_302.031756693914",325.1942115447
"130","165","904_45.7348956724657",68.8973505232
"131","166","164",10.2622055771
"132","166","165",12.1795196521
"133","167","3522_296.906113572456",155.1267314919
"134","167","5317_479.010960933103",337.2315788525
"135","168","166",-1.1593833954
"136","168","167",175.961973188
"137","169","107",16.323430549
"138","169","168",12.3069986492
"139","170","10901_1318.7641275539",66.019803938
"140","170","10756_1290.25903660043",37.5147129845
"141","171","11631_1445.45701488246",379.0755143817
"142","171","170",186.3628231152
"143","172","171",106.1152010876
"144","172","8830_963.759145379254",3.4928459661
"145","173","172",433.3764776533
"146","173","9171_1014.88535156606",487.9955298063
"147","174","6166_575.959434579928",78.2853857535
"148","174","173",29.2157729334
"149","175","16959_2408.18793034246",424.1515897492
"150","175","14917_2072.19070072514",88.1543601318
"151","176","16005_2256.230871771",308.192247034
"152","176","175",35.9977158563
"153","177","15344_2142.39724221521",370.048400643
"154","177","15472_2163.50683078358",391.1579892114
"155","178","177",81.4605818918
"156","178","12653_1694.81693682268",3.9286771423
"157","179","176",338.3807414304
"158","179","178",81.2303763737
"159","180","15398_2151.25880290377",426.4331640727
"160","180","13100_1790.79989422464",65.9742553936
"161","181","179",292.0637273246
"162","181","180",407.231482849
"163","182","8615_935.261101096793",291.0349590797
"164","182","181",673.3680139649
"165","183","6387_601.341775954805",200.7139953993
"166","183","182",243.5983614616
"167","184","183",102.3740928945
"168","184","3599_303.128427106901",4.8747394459
"169","185","4051_343.418515593998",98.5180786195
"170","185","184",53.3532506865
"171","186","174",318.5401890064
"172","186","185",65.7665771545
"173","187","12850_1730.05895314542",185.6208338452
"174","187","12922_1748.49569269137",204.0575733911
"175","188","11085_1343.34378507769",21.7757946657
"176","188","187",222.8701288882
"177","189","188",30.3496809174
"178","189","11524_1421.27466187181",130.0563523771
"179","190","189",15.4221629168
"180","190","11313_1378.17515999807",102.3790134202
"181","191","186",99.0144315428
"182","191","190",1195.6767183007
"183","192","6293_590.810970466874",262.0289004081
"184","192","5423_488.945428172897",160.1633581141
"185","193","191",36.2814919258
"186","193","192",284.9441337074
"187","194","193",99.391645632
"188","194","2643_223.022575252177",278.5762845328
"189","195","169",11.0864270521
"190","195","194",2.0223075281
"191","196","106",18.4255320318
"192","196","195",4.7943834081
"193","197","2856_241.570618232866",305.9160810281
"194","197","196",1.9750625783
"195","198","3437_288.825752067956",32.6396608104
"196","198","5255_470.778877168375",214.5927859108
"197","199","197",71.4369414684
"198","199","198",391.9684955212
