AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
101, 10793_920.516729768333, 5257_420.728531328032, 973.3625428729, 473.5743444326
102, 2748_187.546569066489, 3026_206.76191918745, 100.2853053280, 119.5006554490
103, 1479_82.5741457126707,   102, 78.9065280290, 83.5936460547
104,   103, 4234_314.400505201705, 49.0783362159, 359.8112237339
105, 19693_2218.71372706504, 19398_2104.48034377986, 125.4919828213, 11.2585995361
106, 17416_1733.59751073343, 17428_1736.21759442571, 239.8739505624, 242.4940342547
107, 19384_2099.93183567672, 19084_2020.8049566735, 174.6515363139, 95.5246573107
108,   106,   107, 44.3398327406, 475.8965719324
109, 18625_1932.45477943495, 19599_2181.54278638251, 107.4509539843, 356.5389609319
110, 17584_1757.24109921067,   109, 41.3378811355, 109.1006073754
111,   110, 17131_1685.08840407874, 247.7003020652, 216.8854880688
112, 17913_1810.83409119852, 19471_2125.61808110211, 312.3252051480, 627.1091950516
113,   111,   112, 6.1315574847, 36.4375275252
114,   108,   113, 22.4780712360, 35.1657023309
115,   105,   114, 714.6381587900, 48.3220707406
116, 17735_1785.26834804306, 19682_2215.94807520562, 232.5401414520, 663.2198686145
117, 15396_1401.22421054662,   116, 164.3029568968, 315.8069529412
118,   115,   117, 146.7090597618, 5.0467279579
119, 9973_850.865685368311,   118, 152.8512240365, 533.8600643601
120, 9458_808.76941291546,   119, 260.6318533500, 149.8769017664
121, 15919_1490.12496278812, 18996_2002.02013974407, 111.1252288358, 623.0204057917
122, 15937_1493.04381769542, 15577_1431.99865135191, 145.9159184110, 84.8707520675
123,   121,   122, 83.4939847297, 51.6221500618
124,   123, 12746_1104.81216860786, 604.6642789712, 413.9706983564
125, 16649_1617.40141126251, 14918_1326.50065826925, 570.8548264778, 279.9540734845
126,   125, 14132_1228.63122371928, 90.3406955904, 272.4253345249
127,   126, 12641_1094.91240998051, 156.3006985105, 295.0072192967
128,   124,   127, 7.6194228472, 116.6831432795
129,   128, 14825_1310.23181216563, 114.4536466396, 741.4634114009
130,   120,   129, 79.3416186121, 99.9724598113
131, 8740_736.971400405937, 7429_610.377166648693, 306.1391669591, 179.5449332018
132,   130,   131, 62.5750135460, 24.6113060395
133, 8816_748.350704092736, 10738_915.400244517076, 34.4696587694, 201.5191991938
134,   132,   133, 168.7375903660, 476.3977082819
135, 2058_131.689677480591,   134, 67.2216606172, 173.0153201779
136,   135, 1064_45.7479463168271, 69.5675824383, 50.8475118917
137, 1203_59.1746757625448,   136, 145.2650803160, 80.9908389785
138, 3351_236.555778187696, 2374_158.282620564889, 303.7758133041, 225.5026556813
139, 5450_437.624778459934, 5297_425.150098349446, 234.6245183515, 222.1498382410
140,   139, 3242_227.743847691609, 31.4705048112, 56.2140923944
141, 12390_1074.9244346655, 12108_1050.57093471438, 40.0954506827, 15.7419507316
142, 12869_1115.0157324539, 12868_1115.0157324539, 20.3211714961, 20.3211714961
143, 16399_1578.99989121341, 20022_2341.33650722013, 3.3587187126, 765.6953347193
144,   143, 15770_1463.27886563943, 520.5878743877, 408.2255675264
145,   142,   144, 85.0091449524, 45.3678821076
146, 16418_1582.71981434576, 14879_1319.87541321663, 683.0827962096, 420.2383950805
147, 10429_889.158391998784,   146, 44.5038543980, 54.9824805354
148,   145,   147, 344.1483403022, 179.1174618976
149,   141,   148, 383.5423680534, 14.2504597738
150,   149, 14419_1258.21405666462, 6.7594840324, 613.6869247676
151, 7200_588.792041678752,   150, 3.4116308183, 59.1467210366
152, 8822_748.859920585155,   151, 269.9457499116, 106.4662401868
153,   152, 5799_478.581422063655, 490.6322191286, 490.2994705187
154,   153, 437 1, 13.6674232657, 26.3854717207
155, 1040_43.5183610894246, 874_30.8670508342236, 65.6170563328, 52.9657460776
156, 3634_258.507780159889,   155, 284.3047338114, 3.6982584082
157,   156, 376 1, 7.2017486318, 33.9987022833
158,   154,   157, 14.9680080751, 7.3547775125
159,   140,   158, 213.3313445336, 1.4481094405
160,   159, 5998_498.599813217067, 7.5839820716, 547.9853845250
161, 1879_117.196863153344, 999_40.6588962897674, 114.8882249275, 38.3502580639
162,   161, 3925_281.187207749658, 16.3924274157, 295.2709969396
163, 8204_678.963020287981, 8206_679.460431117409, 66.3117095783, 66.8091204078
164,   162,   163, 22.6506029252, 649.3857028247
165,   160,   164, 6.1878812705, 18.8390604634
166, 3716_265.990049849085,   165, 331.8356417526, 10.2721393250
167,   138,   166, 7.8652020464, 9.2396452593
168, 9088_773.08181837836, 11100_952.056733209523, 54.7199414090, 233.6948562401
169, 14862_1317.34262512381, 14943_1330.41244283898, 105.4045158879, 118.4743336031
170,   169, 15194_1365.22192837247, 164.0857047112, 317.3695238477
171, 10441_889.749866918116,   170, 388.5892919409, 546.6918295475
172, 12459_1081.1876903419, 10677_909.993669301419, 180.3772546462, 9.1832336057
173,   172, 9075_772.248692868847, 184.3823567208, 55.8206138940
174,   173, 9002_765.813827417859, 6.7985297615, 56.1842782045
175,   171,   174, 105.6173107055, 314.0862849417
176,   168,   175, 356.3631004908, 33.5444877931
177, 10352_882.598871891829,   176, 640.3693937415, 119.7692983283
178, 1282_67.8453748249545,   177, 161.6819034682, 336.0660067936
179, 11435_988.274412801284, 11791_1019.9432896263, 930.2372268047, 961.9061036297
180, 2235_145.651967666325,   179, 163.9769165083, 76.3621348385
181,   178,   180, 3.7553638548, 79.2669436561
182,   167,   181, 20.4915884304, -2.0150669048
183,   137,   182, 19.3133794347, 9.8269583949
184, 18515_1912.04277992263, 17050_1674.32291764347, 241.9221440412, 4.2022817621
185, 19866_2282.65201652642,   184, 753.7813311896, 141.2499505446
186,   185, 14473_1261.94285357598, 508.7843664382, 241.8565346774
187,   186, 12164_1055.32593074521, 71.0254061741, 106.2650180207
188, 10552_900.611737037854,   187, 17.9766411037, 66.4258167903
189, 10044_857.216144775283,   188, 61.3895027538, 86.8084539127
190, 9625_820.607560957245,   189, 143.6916956674, 118.9107767317
191,   190, 1306_69.1229985866774, 735.6481240071, 127.8552573040
192,   183,   191, 9.1764243484, 55.8479496193
193, 8642_726.95524706678, 10615_905.360812841132, 65.2987711473, 243.7043369216
194, 6750_557.511602698216, 7454_611.780451461688, 590.6238035496, 644.8926523130
195,   193,   194, 713.4526313856, 18.6839546147
196,   195, 1363_72.5958558739771, 54.6155848970, 179.0075962371
197,   192,   196, 4.0083481875, 12.1768161610
198,   104,   197, 77.0321064741, 3.8542684822
199,   101,   198, 208.5107943106, 138.9137824088
