"","718_25.2606068418622","725_25.5422663854444","764_29.1835536394868","1045_66.5927604660866","1051_67.4742627920621","1056_67.5183769541137","1095_71.9833658340813","1279_89.779642492043","2088_171.940615466271","2276_188.152706990686","2521_209.554273927046","2885_242.842937876854","2929_248.339827626292","3012_255.611515245732","3292_276.788769524836","3792_319.028086846428","4031_342.137272213896","4073_345.313146166137","4189_356.630022485118","4262_364.159160611491","4356_374.139812899728","4414_380.962728148432","4457_384.281962548879","5145_458.877493587678","5245_469.835815370045","6026_555.546164116845","6196_579.238684109722","6207_580.773984479078","6229_583.208919685138","6338_596.256434200581","6540_619.066075389279","6665_633.339638990851","6681_635.077560694661","6682_635.218337549659","6723_639.466647583715","6824_654.399016082399","7036_685.689853913889","7399_745.407597629544","7681_780.416947148508","7854_807.69603659392","8184_872.922833162375","8604_933.498347938497","8723_950.717949598102","8747_954.141700393858","8813_961.291599717135","8932_978.558092271193","9020_990.068777663244","9021_990.08984852105","9323_1041.79708321945","9394_1052.81523303337","9977_1145.2254960044","10115_1167.48748770813","10233_1184.23572040634","10428_1213.97622589861","10445_1218.18656380479","10494_1227.99723018557","10571_1243.34117956475","10769_1293.983032204","10771_1293.983032204","10808_1300.24107826867","10965_1324.32867101122","11013_1331.99448270898","11258_1370.11544358293","11280_1371.28778211845","11302_1375.73709130352","11345_1383.772698608","11759_1486.79801364978","11806_1499.80080091377","12255_1606.80433485388","12264_1607.09774844034","12351_1633.07243959378","12768_1715.67756907889","12815_1725.1783336596","12871_1736.38892905501","13414_1839.24674656513","13467_1848.49934558055","13615_1873.57629506158","13974_1925.20977348267","14020_1931.48535300393","14363_1975.64931845264","14685_2024.29446790818","14854_2061.66820676243","15251_2125.4440243453","15266_2131.10997262554","15311_2137.13660472242","15316_2138.10692523521","15372_2149.85608058765","15386_2150.7129203902","15398_2151.25880290377","15419_2155.14825258509","15710_2205.04570294785","16130_2274.05611984333","16172_2280.08145652412","16176_2280.82331545386","16466_2325.79054924988","16500_2331.54811306949","16877_2393.36266785304","17047_2425.07807606449","17404_2484.97336937578","17574_2512.5262848482"
"718_25.2606068418622",0,0.000333333333333333,0.000666666666666667,0.000416666666666667,0.000416666666666667,5e-04,0.000666666666666667,0.000333333333333333,0.00116666666666667,0.00108333333333333,0.00116666666666667,0.00166666666666667,0.00158333333333333,0.00158333333333333,0.001,0.00225,0.00108333333333333,0.00125,0.00116666666666667,0.00175,0.00125,0.00191666666666667,0.00225,0.00241666666666667,0.00158333333333333,0.00175,0.002,0.00208333333333333,0.00266666666666667,0.002,0.00233333333333333,0.00191666666666667,0.00191666666666667,0.00208333333333333,0.00208333333333333,0.00275,0.00375,0.00216666666666667,0.00375,0.00425,0.00283333333333333,0.0025,0.00366666666666667,0.0025,0.00366666666666667,0.00158333333333333,0.00325,0.004,0.00425,0.00391666666666667,0.00425,0.00558333333333333,0.00558333333333333,0.00441666666666667,0.00383333333333333,0.00458333333333333,0.00575,0.005,0.00508333333333333,0.00558333333333333,0.00616666666666667,0.004,0.00375,0.00533333333333333,0.00416666666666667,0.00575,0.0055,0.006,0.00533333333333333,0.005,0.00583333333333333,0.00675,0.005,0.00658333333333333,0.00533333333333333,0.00558333333333333,0.00708333333333333,0.00533333333333333,0.00641666666666667,0.00575,0.00541666666666667,0.00683333333333333,0.00833333333333333,0.00825,0.00741666666666667,0.00616666666666667,0.00716666666666667,0.00691666666666667,0.00708333333333333,0.00825,0.00708333333333333,0.00716666666666667,0.0065,0.00683333333333333,0.00741666666666667,0.00766666666666667,0.00783333333333333,0.00775,0.00866666666666667,0.00758333333333333
"725_25.5422663854444",0.000333333333333333,0,5e-04,0.00025,0.00025,0.000333333333333333,5e-04,0.000166666666666667,0.001,0.000916666666666667,0.001,0.0015,0.00141666666666667,0.00141666666666667,0.000833333333333333,0.00208333333333333,0.000916666666666667,0.00108333333333333,0.000833333333333333,0.00158333333333333,0.000916666666666667,0.00175,0.00208333333333333,0.00208333333333333,0.00141666666666667,0.00166666666666667,0.00183333333333333,0.00191666666666667,0.0025,0.00183333333333333,0.00216666666666667,0.00175,0.00175,0.00191666666666667,0.00175,0.00258333333333333,0.00358333333333333,0.002,0.00358333333333333,0.00408333333333333,0.00266666666666667,0.00216666666666667,0.0035,0.00216666666666667,0.0035,0.00141666666666667,0.00308333333333333,0.00383333333333333,0.00408333333333333,0.00375,0.00408333333333333,0.00541666666666667,0.00541666666666667,0.00425,0.00366666666666667,0.00441666666666667,0.00558333333333333,0.00483333333333333,0.00491666666666667,0.00541666666666667,0.006,0.00383333333333333,0.00358333333333333,0.00516666666666667,0.004,0.00558333333333333,0.00533333333333333,0.00583333333333333,0.00516666666666667,0.00466666666666667,0.00566666666666667,0.00658333333333333,0.00466666666666667,0.00641666666666667,0.005,0.00525,0.00691666666666667,0.005,0.00625,0.00541666666666667,0.00508333333333333,0.00658333333333333,0.00816666666666667,0.00808333333333333,0.00725,0.00591666666666667,0.00691666666666667,0.00675,0.00683333333333333,0.00808333333333333,0.00683333333333333,0.007,0.00616666666666667,0.00666666666666667,0.00725,0.00741666666666667,0.00766666666666667,0.00758333333333333,0.0085,0.00725
"764_29.1835536394868",0.000666666666666667,5e-04,0,0.000583333333333333,0.000583333333333333,0.000666666666666667,0.000833333333333333,5e-04,0.00133333333333333,0.00125,0.00133333333333333,0.00183333333333333,0.00175,0.00175,0.00116666666666667,0.00241666666666667,0.00125,0.00141666666666667,0.00133333333333333,0.00191666666666667,0.00141666666666667,0.00208333333333333,0.00241666666666667,0.00258333333333333,0.00175,0.002,0.00216666666666667,0.00225,0.00283333333333333,0.00216666666666667,0.0025,0.00208333333333333,0.00208333333333333,0.00225,0.00225,0.00291666666666667,0.00391666666666667,0.00233333333333333,0.00391666666666667,0.00441666666666667,0.003,0.00266666666666667,0.00383333333333333,0.00266666666666667,0.00383333333333333,0.00175,0.00341666666666667,0.00416666666666667,0.00441666666666667,0.00408333333333333,0.00441666666666667,0.00575,0.00575,0.00458333333333333,0.004,0.00475,0.00591666666666667,0.00516666666666667,0.00525,0.00575,0.00633333333333333,0.00416666666666667,0.00391666666666667,0.0055,0.00433333333333333,0.00591666666666667,0.00566666666666667,0.00616666666666667,0.0055,0.00516666666666667,0.006,0.00691666666666667,0.00516666666666667,0.00675,0.0055,0.00575,0.00725,0.0055,0.00658333333333333,0.00591666666666667,0.00558333333333333,0.007,0.0085,0.00841666666666667,0.00758333333333333,0.00633333333333333,0.00733333333333333,0.00708333333333333,0.00725,0.00841666666666667,0.00725,0.00733333333333333,0.00666666666666667,0.007,0.00758333333333333,0.00783333333333333,0.008,0.00791666666666667,0.00883333333333333,0.00775
"1045_66.5927604660866",0.000416666666666667,0.00025,0.000583333333333333,0,0.000333333333333333,0.000416666666666667,0.000583333333333333,0.00025,0.00108333333333333,0.001,0.00108333333333333,0.00158333333333333,0.0015,0.0015,0.000916666666666667,0.00216666666666667,0.001,0.00116666666666667,0.00108333333333333,0.00166666666666667,0.00116666666666667,0.00183333333333333,0.00216666666666667,0.00233333333333333,0.0015,0.00175,0.00191666666666667,0.002,0.00258333333333333,0.00191666666666667,0.00225,0.00183333333333333,0.00183333333333333,0.002,0.002,0.00266666666666667,0.00366666666666667,0.00208333333333333,0.00366666666666667,0.00416666666666667,0.00275,0.00241666666666667,0.00358333333333333,0.00241666666666667,0.00358333333333333,0.0015,0.00316666666666667,0.00391666666666667,0.00416666666666667,0.00383333333333333,0.00416666666666667,0.0055,0.0055,0.00433333333333333,0.00375,0.0045,0.00566666666666667,0.00491666666666667,0.005,0.0055,0.00608333333333333,0.00391666666666667,0.00366666666666667,0.00525,0.00408333333333333,0.00566666666666667,0.00541666666666667,0.00591666666666667,0.00525,0.00491666666666667,0.00575,0.00666666666666667,0.00491666666666667,0.0065,0.00525,0.0055,0.007,0.00525,0.00633333333333333,0.00566666666666667,0.00533333333333333,0.00675,0.00825,0.00816666666666667,0.00733333333333333,0.00608333333333333,0.00708333333333333,0.00683333333333333,0.007,0.00816666666666667,0.007,0.00708333333333333,0.00641666666666667,0.00675,0.00733333333333333,0.00758333333333333,0.00775,0.00766666666666667,0.00858333333333333,0.0075
"1051_67.4742627920621",0.000416666666666667,0.00025,0.000583333333333333,0.000333333333333333,0,0.000416666666666667,0.000583333333333333,0.00025,0.00108333333333333,0.001,0.00108333333333333,0.00158333333333333,0.0015,0.0015,0.000916666666666667,0.00216666666666667,0.001,0.00116666666666667,0.00108333333333333,0.00166666666666667,0.00116666666666667,0.00183333333333333,0.00216666666666667,0.00233333333333333,0.0015,0.00175,0.00191666666666667,0.002,0.00258333333333333,0.00191666666666667,0.00225,0.00183333333333333,0.00183333333333333,0.002,0.002,0.00266666666666667,0.00366666666666667,0.00208333333333333,0.00366666666666667,0.00416666666666667,0.00275,0.00241666666666667,0.00358333333333333,0.00241666666666667,0.00358333333333333,0.0015,0.00316666666666667,0.00391666666666667,0.00416666666666667,0.00383333333333333,0.00416666666666667,0.0055,0.0055,0.00433333333333333,0.00375,0.0045,0.00566666666666667,0.00491666666666667,0.005,0.0055,0.00608333333333333,0.00391666666666667,0.00366666666666667,0.00525,0.00408333333333333,0.00566666666666667,0.00541666666666667,0.00591666666666667,0.00525,0.00491666666666667,0.00575,0.00666666666666667,0.00491666666666667,0.0065,0.00525,0.0055,0.007,0.00525,0.00633333333333333,0.00566666666666667,0.00533333333333333,0.00675,0.00825,0.00816666666666667,0.00733333333333333,0.00608333333333333,0.00708333333333333,0.00683333333333333,0.007,0.00816666666666667,0.007,0.00708333333333333,0.00641666666666667,0.00675,0.00733333333333333,0.00758333333333333,0.00775,0.00766666666666667,0.00858333333333333,0.0075
"1056_67.5183769541137",5e-04,0.000333333333333333,0.000666666666666667,0.000416666666666667,0.000416666666666667,0,0.000666666666666667,0.000333333333333333,0.00116666666666667,0.00108333333333333,0.00116666666666667,0.00158333333333333,0.00158333333333333,0.00158333333333333,0.001,0.00225,0.00108333333333333,0.00125,0.00116666666666667,0.00175,0.00125,0.00191666666666667,0.00225,0.00241666666666667,0.00158333333333333,0.00183333333333333,0.002,0.00208333333333333,0.00266666666666667,0.002,0.00233333333333333,0.00191666666666667,0.00191666666666667,0.00208333333333333,0.00208333333333333,0.00275,0.00375,0.00216666666666667,0.00375,0.00425,0.00283333333333333,0.0025,0.00366666666666667,0.0025,0.00366666666666667,0.0015,0.00325,0.004,0.00425,0.00391666666666667,0.00425,0.00558333333333333,0.00558333333333333,0.00441666666666667,0.00375,0.00458333333333333,0.00575,0.005,0.00508333333333333,0.00558333333333333,0.00616666666666667,0.004,0.00375,0.00533333333333333,0.00416666666666667,0.00575,0.0055,0.006,0.00525,0.005,0.00583333333333333,0.00675,0.005,0.00658333333333333,0.00533333333333333,0.00558333333333333,0.00708333333333333,0.00533333333333333,0.00641666666666667,0.00575,0.00541666666666667,0.00675,0.00833333333333333,0.00825,0.00741666666666667,0.00616666666666667,0.00716666666666667,0.00691666666666667,0.00708333333333333,0.00825,0.00708333333333333,0.00716666666666667,0.0065,0.00683333333333333,0.00741666666666667,0.00766666666666667,0.00783333333333333,0.00775,0.00866666666666667,0.00758333333333333
"1095_71.9833658340813",0.000666666666666667,5e-04,0.000833333333333333,0.000583333333333333,0.000583333333333333,0.000666666666666667,0,5e-04,0.00133333333333333,0.00125,0.00133333333333333,0.00183333333333333,0.00175,0.00175,0.00116666666666667,0.00241666666666667,0.00125,0.00141666666666667,0.00133333333333333,0.00183333333333333,0.00141666666666667,0.00158333333333333,0.00241666666666667,0.00258333333333333,0.00175,0.002,0.00216666666666667,0.00225,0.00275,0.00216666666666667,0.0025,0.00208333333333333,0.00208333333333333,0.00225,0.00225,0.00283333333333333,0.00383333333333333,0.00233333333333333,0.00383333333333333,0.00433333333333333,0.003,0.00266666666666667,0.00383333333333333,0.00266666666666667,0.00383333333333333,0.00175,0.00341666666666667,0.00408333333333333,0.00441666666666667,0.00408333333333333,0.00441666666666667,0.00566666666666667,0.00566666666666667,0.0045,0.004,0.00475,0.00583333333333333,0.00516666666666667,0.00525,0.00566666666666667,0.00625,0.00416666666666667,0.00391666666666667,0.0055,0.00433333333333333,0.00583333333333333,0.00558333333333333,0.00608333333333333,0.0055,0.00516666666666667,0.00591666666666667,0.00683333333333333,0.00516666666666667,0.00666666666666667,0.0055,0.00575,0.00716666666666667,0.0055,0.0065,0.00591666666666667,0.00558333333333333,0.00691666666666667,0.00841666666666667,0.00833333333333333,0.0075,0.00633333333333333,0.00725,0.00708333333333333,0.00716666666666667,0.00833333333333333,0.00716666666666667,0.00733333333333333,0.00666666666666667,0.007,0.0075,0.00775,0.00791666666666667,0.00783333333333333,0.00875,0.00775
"1279_89.779642492043",0.000333333333333333,0.000166666666666667,5e-04,0.00025,0.00025,0.000333333333333333,5e-04,0,0.001,0.000916666666666667,0.001,0.0015,0.00141666666666667,0.00141666666666667,0.000833333333333333,0.00208333333333333,0.000916666666666667,0.00108333333333333,0.001,0.00158333333333333,0.00108333333333333,0.00175,0.00208333333333333,0.00225,0.00141666666666667,0.00166666666666667,0.00183333333333333,0.00191666666666667,0.0025,0.00183333333333333,0.00216666666666667,0.00175,0.00175,0.00191666666666667,0.00191666666666667,0.00258333333333333,0.00358333333333333,0.002,0.00358333333333333,0.00408333333333333,0.00266666666666667,0.00233333333333333,0.0035,0.00233333333333333,0.0035,0.00141666666666667,0.00308333333333333,0.00383333333333333,0.00408333333333333,0.00375,0.00408333333333333,0.00541666666666667,0.00541666666666667,0.00425,0.00366666666666667,0.00441666666666667,0.00558333333333333,0.00483333333333333,0.00491666666666667,0.00541666666666667,0.006,0.00383333333333333,0.00358333333333333,0.00516666666666667,0.004,0.00558333333333333,0.00533333333333333,0.00583333333333333,0.00516666666666667,0.00483333333333333,0.00566666666666667,0.00658333333333333,0.00483333333333333,0.00641666666666667,0.00516666666666667,0.00541666666666667,0.00691666666666667,0.00516666666666667,0.00625,0.00558333333333333,0.00525,0.00666666666666667,0.00816666666666667,0.00808333333333333,0.00725,0.006,0.007,0.00675,0.00691666666666667,0.00808333333333333,0.00691666666666667,0.007,0.00633333333333333,0.00666666666666667,0.00725,0.0075,0.00766666666666667,0.00758333333333333,0.0085,0.00741666666666667
"2088_171.940615466271",0.00116666666666667,0.001,0.00133333333333333,0.00108333333333333,0.00108333333333333,0.00116666666666667,0.00133333333333333,0.001,0,0.00175,0.00183333333333333,0.00233333333333333,0.00225,0.00225,0.00166666666666667,0.00291666666666667,0.00175,0.00191666666666667,0.00183333333333333,0.00241666666666667,0.00191666666666667,0.00258333333333333,0.00291666666666667,0.00308333333333333,0.00225,0.0025,0.00266666666666667,0.00275,0.00333333333333333,0.00266666666666667,0.003,0.00258333333333333,0.00258333333333333,0.00275,0.00275,0.00341666666666667,0.00441666666666667,0.00283333333333333,0.00441666666666667,0.00491666666666667,0.0035,0.00316666666666667,0.00433333333333333,0.00316666666666667,0.00433333333333333,0.00225,0.00391666666666667,0.00466666666666667,0.00491666666666667,0.00458333333333333,0.00491666666666667,0.00625,0.00625,0.00508333333333333,0.0045,0.00525,0.00641666666666667,0.00566666666666667,0.00575,0.00625,0.00683333333333333,0.00466666666666667,0.00441666666666667,0.006,0.00483333333333333,0.00641666666666667,0.00616666666666667,0.00666666666666667,0.006,0.00566666666666667,0.0065,0.00741666666666667,0.00566666666666667,0.00725,0.006,0.00625,0.00775,0.006,0.00708333333333333,0.00641666666666667,0.00608333333333333,0.0075,0.009,0.00891666666666667,0.00808333333333333,0.00683333333333333,0.00783333333333333,0.00758333333333333,0.00775,0.00891666666666667,0.00775,0.00783333333333333,0.00716666666666667,0.0075,0.00808333333333333,0.00833333333333333,0.0085,0.00841666666666667,0.00933333333333333,0.00825
"2276_188.152706990686",0.00108333333333333,0.000916666666666667,0.00125,0.001,0.001,0.00108333333333333,0.00125,0.000916666666666667,0.00175,0,0.00175,0.00225,0.00216666666666667,0.00216666666666667,0.00158333333333333,0.00283333333333333,0.00166666666666667,0.00183333333333333,0.00175,0.00233333333333333,0.00183333333333333,0.0025,0.00283333333333333,0.003,0.00216666666666667,0.00241666666666667,0.00258333333333333,0.00266666666666667,0.00325,0.00258333333333333,0.00291666666666667,0.0025,0.0025,0.00266666666666667,0.00266666666666667,0.00333333333333333,0.00433333333333333,0.00275,0.00433333333333333,0.00483333333333333,0.00341666666666667,0.00308333333333333,0.00425,0.00308333333333333,0.00425,0.00216666666666667,0.00383333333333333,0.00458333333333333,0.00483333333333333,0.0045,0.00483333333333333,0.00616666666666667,0.00616666666666667,0.005,0.00441666666666667,0.00516666666666667,0.00633333333333333,0.00558333333333333,0.00566666666666667,0.00616666666666667,0.00675,0.00458333333333333,0.00433333333333333,0.00591666666666667,0.00475,0.00633333333333333,0.00608333333333333,0.00658333333333333,0.00591666666666667,0.00558333333333333,0.00641666666666667,0.00733333333333333,0.00558333333333333,0.00716666666666667,0.00591666666666667,0.00616666666666667,0.00766666666666667,0.00591666666666667,0.007,0.00633333333333333,0.006,0.00741666666666667,0.00891666666666667,0.00883333333333333,0.008,0.00675,0.00775,0.00733333333333333,0.00766666666666667,0.00883333333333333,0.00766666666666667,0.00775,0.00708333333333333,0.00741666666666667,0.008,0.00825,0.00841666666666667,0.00833333333333333,0.00925,0.00816666666666667
