AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
101, 29006_2101.71602490249, 30577_2427.63816058304, 53.3920900713, 379.3142257518
102,   101, 28627_2045.04415102806, 84.8340441481, 81.5542603449
103,   102, 27038_1838.33839822258, 355.2308992042, 230.0794067436
104,   103, 25551_1695.92609359054, 72.3216113769, 159.9887134885
105, 11832_684.721311082442,   104, 24.1259986274, 875.3420676470
106, 11088_652.006311930777,   105, 28.0134601080, 36.6024606323
107, 28827_2073.3865166972, 29222_2137.59025503426, 128.0448640752, 192.2486024123
108,   107, 13650_776.897369334914, 1239.5483017476, 71.1040184605
109,   108, 12792_734.141416278009, 141.3526002792, 169.7006656828
110,   106,   109, 586.3438813517, 526.7917801241
111, 20961_1277.8412601267, 24767_1611.52717776042, 22.6171582608, 356.3030758945
112,   111, 13374_762.393273411922, 530.4081228448, 37.5772943908
113, 10767_634.605685493588,   112, 85.7620901518, 175.9723836794
114,   113, 1851_110.730253014389, 573.2137705717, 135.1004282443
115,   110,   114, 111.4466253737, 49.4274796726
116, 11193_658.088615471905,   115, 763.7060678745, 31.8197975000
117, 26507_1784.21996188806, 27796_1938.49208126551, 78.9892339237, 233.2613533011
118,   117, 25190_1659.85023279002, 779.7403698155, 734.3598746411
119, 15121_855.661856814883,   118, 20.2299773509, 90.0584786849
120,   119, 14465_819.94524999177, 51.1668871210, 35.6802576489
121,   120, 12764_732.529789116664, 234.0372517449, 182.3020485187
122, 7323_443.307061047328,   121, 296.9046819032, 403.8253614539
123,   122, 1885_113.821188457594, 168.5153270346, 135.9341363480
124,   116,   123, 6.0835882932, 89.5880928053
125, 9340_558.077650307765, 11080_651.568958962468, 196.0748507220, 289.5661593767
126, 5677_355.34701640688,   125, 43.2820232402, 49.9378064190
127, 13727_781.157677749283, 13909_790.870226047727, 183.3572473149, 193.0697956134
128, 10761_634.322784184058,   127, 103.4256223003, 66.9032685506
129, 3610_230.538046864592, 10378_614.164507720091, 26.7502027060, 410.3766635615
130,   128,   129, 469.1907076282, 142.0813899031
131,   126,   130, 302.7882601008, 52.4297211897
132,   131, 8974_536.753163042792, 40.2468206938, 567.7232506708
133, 19853_1194.62019019837, 4031_258.453043505549, 994.2410443534, 58.0738976606
134,   132,   133, 132.4132370947, 363.7624705677
135, 5594_351.168997660332, 9507_568.303489585087, 25.5272244791, 242.6617164039
136, 3870_248.746243909905, 6109_377.285822563077, 24.7346017935, 153.2741804467
137,   135,   136, 217.2194113228, 115.5892802580
138, 25176_1657.85706632753, 25820_1723.11003714058, 82.7639419472, 148.0169127602
139, 23368_1464.75146081221,   138, 50.8216008286, 161.1632643967
140, 24221_1556.00919062056,   139, 271.7109150753, 129.6315844384
141, 16209_916.151416922187,   140, 41.8271076503, 409.9739662734
142, 17879_1043.48932104952, 4135_264.922260490461, 811.3039803261, 32.7369197670
143,   141,   142, 673.4673582781, 31.3283897297
144,   137,   143, 192.4609624705, 284.8955516058
145, 7455_450.382611747789, 5933_367.765672414857, 138.4657461684, 55.8488068354
146, 9116_545.288103377596,   145, 274.4894667271, 41.1182289289
147, 18391_1082.40608270459, 22274_1368.89877475594, 18.8012091483, 305.2939011996
148,   146,   147, 131.9930571356, 924.7992940414
149, 28922_2088.29239655086, 20978_1279.15248066409, 830.7734894973, 21.6335736105
150, 19416_1157.03888156223,   149, 57.1884227370, 157.6684482283
151, 20756_1263.08637629, 20620_1252.56968152909, 124.1584894879, 113.6417947270
152,   151, 23776_1507.34161141818, 32.1907987821, 400.6045233981
153,   150,   152, 423.2878331474, 430.1744623422
154, 4538_289.918526117696,   153, 85.7052318466, 472.3493314068
155,   148,   154, 184.7478768605, 250.1555916166
156, 19851_1194.56393571341, 25439_1683.85869732907, 149.5098228760, 638.8045844916
157, 27688_1921.48083232707, 20862_1272.36306744616, 679.8224147672, 30.7046498863
158, 24803_1615.1923590938,   157, 526.4661395380, 152.9321980041
159,   156,   158, 64.6628458543, 108.3349525727
160, 15125_855.689431598075,   159, 54.4377636380, 179.1395990230
161, 26450_1780.10209353291, 26518_1784.78195479868, 49.4040486521, 54.0839099179
162,   161, 24069_1538.08440554923, 346.5273955667, 153.9137562352
163, 10543_622.013143924472,   162, 45.7370850413, 807.8945904309
164,   160,   163, 458.7886091833, 233.8130001065
165, 6047_375.302652662649, 3562_227.592594590161, 184.5538393451, 36.8437812727
166,   164,   165, 232.7250032888, 81.0107578295
167, 28064_1973.14771451565, 28721_2057.29011729778, 57.1211817835, 141.2635845657
168,   167, 20598_1250.7180994737, 737.1918225387, 71.8833892803
169, 3189_203.928226384173,   168, 47.4296436407, 1022.3361274500
170,   169, 24919_1630.24806479712, 5.1414466376, 1478.8909286913
