AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
101, 9335_811.146562241982, 2730_240.652107410439, 690.6746075266, 120.1801526951
102, 699_18.2566686928627,   101, 98.6972573380, 200.9125433605
103,   102, 1253_69.1197643507294, 28.7016737606, 178.2620267564
104, 6613_567.293000726892, 2278_186.300863430023, 540.8648345495, 159.8726972526
105, 1074_51.638730464689, 1298_76.2643608683255, 84.6385692890, 109.2641996927
106,   104,   105, 79.3400380865, 19.9120330848
107, 27870_2059.57744865519, 23675_1841.83453610585, 445.6688859842, 227.9259734349
108, 20090_1621.48103739347,   107, 79.3817162324, 71.8092415099
109,   108, 25494_1930.77822841147, 44.8878433386, 433.5667505889
110,   109, 16773_1409.64663904963, 219.4526783221, 131.8878395492
111, 28807_2109.42148440636, 29023_2120.69964733922, 16.7659084815, 28.0440714144
112, 28439_2090.47613972589,   111, 79.5619139679, 81.7413501668
113,   112, 17550_1455.84955658005, 689.4105133221, 134.3458441442
114,   110,   113, 138.0804342090, 181.8253471444
115,   114, 10730_939.606147914492, 467.6337554125, 267.5615380355
116, 24345_1874.76543665656, 19099_1555.77501506474, 439.7149215662, 120.7244999744
117,   116, 33573_2443.67156397913, 143.0284342018, 1151.6494830905
118, 32388_2349.09870893947, 34435_2512.55844802862, 135.1946740039, 298.6544130930
119, 33501_2438.08249636177, 31991_2321.90209829331, 220.5049199458, 104.3245218773
120,   118,   119, 812.8961912579, 816.5697327383
121,   117,   120, 153.5369217889, 262.5226845780
122, 15298_1310.81456047058,   121, 289.3529993832, 117.0235980123
123, 7693_668.797640242032,   122, 17.9452194218, 370.6091402672
124,   115,   123, 583.8993987657, 562.7072097070
125, 31968_2320.40998786283, 29386_2143.28206379249, 714.8884614025, 537.7605373321
126,   125, 19852_1606.7449098996, 67.8367375988, 69.0601210380
127, 22372_1767.19855473599, 19351_1573.62261776248, 214.6840309724, 21.1080939988
128, 25473_1930.31643504228, 34198_2499.77836348632, 141.0059946747, 710.4679231188
129, 27467_2037.23479612661, 24362_1875.45990889668, 184.3690772478, 22.5941900179
130, 31110_2261.50370476134, 28437_2090.37196109617, 260.2003294921, 89.0685858269
131, 31343_2278.6166173996,   130, 362.5226040078, 85.2093618775
132,   129,   131, 243.0298517016, 306.2581462146
