AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
101, 2618_165.839981027593, 3501_223.746229192156, 68.0216867351, 125.9279348997
102, 16733_950.001541915702, 14800_838.179771682382, 127.1253413009, 15.3035710676
103, 4308_276.74592545175,   102, 12.5856627986, 558.7159379616
104,   101,   103, 8.8797587951, 175.2217271558
105, 20639_1253.74751057221, 17068_975.859923718357, 328.2808093262, 50.3932224723
106, 16324_925.076748861118,   105, 5.9738540738, 6.3638064586
107, 5401_340.650959395711,   106, 3.5762664203, 582.0282018119
108,   107, 12833_736.016279369005, 447.8468121839, 846.7883985775
109, 20266_1225.5732741961, 22182_1362.11345479413, 155.3040950996, 291.8442756976
110, 21063_1284.86063633343, 21998_1351.78642591407, 47.8485523681, 114.7743419488
111,   110, 23715_1502.35928295334, 6.4997801936, 271.8469791817
112,   109,   111, 143.1621423176, 303.4052669927
113,   112, 14407_816.597671170444, 297.2313668755, 186.7220012670
114,   113, 7502_454.22225841637, 472.2457617393, 296.5923502522
115, 9300_556.583082934394, 15970_902.631002262342, 83.7346143395, 429.7825336674
116,   114,   115, 273.8652957881, 589.0838562188
117, 19389_1154.9553771959, 25591_1700.64905067995, 29.0609094564, 574.7545829405
118,   117, 19281_1146.38644790005, 151.7412191626, 172.2331993232
119, 27776_1934.80096249993,   118, 1100.1449465738, 139.4972326507
120,   119, 10547_622.169734143423, 933.6070082711, 721.1207264884
121, 26750_1807.7025687124, 28334_2009.23997419717, 6.0674526669, 207.6048581517
122, 16082_909.056464837912, 18950_1120.95142371283, 270.7216925116, 482.6166513865
123,   121,   122, 1206.7975134349, 43.4971697157
124,   123, 12197_701.142844474895, 37.2385102372, 143.5437521015
125, 11738_681.050816110644,   124, 331.5166409404, 208.0649172032
126,   125, 3116_198.744578650568, 212.8225970223, 62.0330005026
127, 22020_1353.57533776005, 29803_2250.5518132707, 319.4921493990, 1216.4686249096
128,   127, 9399_561.93473477523, 665.2854845488, 193.1370309630
129,   128, 4397_281.313270287106, 231.8215099240, 144.3370763989
130,   129, 2326_143.647064811962, 80.2439139691, 86.9147848928
131,   126,   130, 195.2434583874, 115.2641601585
132, 2612_165.228517817195,   131, 246.2398673849, 22.4794693283
133, 11419_667.334093694389, 13520_768.964611459212, 9.7400032427, 111.3705210076
134, 13755_782.459410777913,   133, 521.3518789774, 396.4865586511
135,   134, 7005_424.380175688225, 285.7719951281, 449.0446390158
136, 11478_669.367644484264, 20262_1225.45155866283, 103.3688905235, 659.4528047021
137, 23680_1498.2674002777, 26480_1782.74890647226, 87.3875066738, 371.8690128684
138, 19238_1143.69452213286,   137, 188.4183579277, 455.6037293987
139,   138, 21428_1311.87023865154, 33.7814042780, 390.3754787244
140, 30151_2316.88059652244, 27653_1917.05466334498, 1245.0587959159, 845.2328627384
141, 18545_1091.74229225827,   140, 86.0883354717, 66.1678438199
