AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
101, 33104_2407.4355929814, 20534_1646.47659813978, 823.4554536214, 62.4964587798
102, 28697_2103.63285977598, 32817_2383.00051012088, 275.7332841343, 555.1009344792
103,   101,   102, 54.5210776411, 298.4405139227
104, 19241_1566.339825724,   103, 144.3750472122, 107.4942832071
105, 10360_906.805124688058,   104, 89.9624420691, 605.1220958929
106, 6229_533.46155162237, 7161_620.423077209309, 94.6370487313, 181.5985743182
107,   105,   106, 610.1655356116, 232.1473558837
108,   107, 5015_439.376204320027, 39.3599825733, 272.0590398859
109, 2256_184.021869723747,   108, 71.3680144239, 54.6633091343
110, 19911_1610.04284051401, 23638_1840.19068547686, 281.1694818656, 511.3173268284
111,   110, 34084_2491.42016040539, 390.7521102440, 1553.2989120010
112, 8361_727.270890447902,   111, 89.4425843086, 300.2929422651
113, 2145_170.98760524103, 6661_572.801917464061, 99.3323276685, 501.1466398915
114,   112,   113, 629.8995204082, 63.7264918415
115, 20158_1624.7496559996, 18031_1486.32459255459, 142.6012846071, 4.1762211621
116, 26451_1981.9042529304, 27518_2039.80702682013, 354.5569443551, 412.4597182449
117,   115,   116, 132.1231375299, 277.3220747127
118,   117, 16801_1412.255983478, 40.3128800944, 102.5436297098
119, 33958_2480.22510574544, 33221_2415.67901512368, 488.6883631132, 424.1422724914
120, 31155_2265.64325450815, 31345_2278.70682767157, 37.8113267522, 50.8748999157
121,   120, 27711_2050.06056827813, 184.3140309560, 6.5426714782
122,   121, 31196_2268.13068086102, 410.3168683940, 634.9296524551
123,   119,   122, 381.0024206772, 22.6667064509
124, 19805_1603.32565913096,   123, 102.4921841453, 109.7008469693
125,   118,   124, 319.5916966358, 510.7128178534
126,   125, 8679_753.941024965228, 341.2644511406, 105.0848189735
127,   126, 11931_1041.53460279349, 21.3844493995, 414.0628462012
128, 32721_2376.16892406597, 34101_2493.30463037098, 172.1297050325, 289.2654113375
129, 21843_1727.76234110694, 22432_1770.24372850308, 153.4802268709, 195.9616142671
130,   128,   129, 814.5460790364, 184.7889742389
131,   130, 12508_1087.31684888964, 459.1929025035, 157.0166113960
132,   131, 11867_1036.38578734911, 65.8694503459, 171.9550002013
133,   132, 2752_243.869563820133, 831.0206185149, 210.4593951872
134,   127,   133, 617.2622631330, 23.2006751736
135, 9481_822.454515530346,   134, 815.2902218595, 3.0451997885
136,   114,   135, 10.8988531335, 10.1343610732
137, 300 1,   136, 26.3239628476, 22.3538954452
138, 15860_1350.68872157301, 9006_778.726982568006, 772.8543071116, 200.8925681066
139, 5701_492.878810529034,   138, 13.6123336394, 98.5679375718
140,   139, 2845_252.25842132538, 476.3239733846, 249.3159178204
141,   140, 9716_843.409383596133, 10.8314585112, 851.2983386023
142,   137,   141, 13.3151451719, 30.7501530133
143,   142, 670_16.9731928702814, 14.1520680268, 69.7643689166
144, 459 1,   143, 73.2548867826, 19.4637107363
145,   144, 8944_774.388405352813, 6.5917075393, 853.2349996748
146, 30145_2194.52044209215, 16597_1398.32097392705, 1149.8741244268, 353.6746562617
147,   146, 7405_644.716887382577, 436.6106492017, 36.6812189189
148, 30569_2223.85933351068, 30898_2247.09990750259, 60.5964919503, 83.8370659422
149, 25628_1937.44579904045, 25433_1928.4550427454, 269.5405204139, 260.5497641189
150,   148,   149, 515.9680910215, 20.6105280876
151,   150, 13886_1200.20367360307, 488.2106841403, 41.1196072045
152, 29468_2149.1014133204, 25371_1924.17816394575, 236.6915362794, 11.7682869048
153,   151,   152, 152.3004820534, 905.6262926958
154, 26003_1956.59898754643, 22327_1764.21177092275, 372.2396707113, 179.8524540876
155, 15540_1328.98312107988,   154, 160.1068085584, 415.4830043136
156, 14227_1226.83945358608,   155, 74.0167780503, 16.0536369858
157,   156, 13578_1177.62482600199, 134.1212239477, 158.9233744139
158,   153,   157, 22.9345236187, 34.8523908615
159, 18289_1502.47568484071, 18382_1508.65094805677, 300.4868594542, 306.6621226703
160,   158,   159, 10.7907131317, 228.9304777917
161, 25940_1954.14499892979, 16579_1397.03492156382, 573.2107397602, 16.1006623942
162,   161, 21692_1717.64018658132, 27.4827691423, 364.1886965540
163, 13711_1185.79346061328,   162, 26.9718795808, 194.6299089948
164,   163, 10582_928.362440334844, 274.0754754244, 43.6163347267
165, 13862_1196.8941784411,   164, 419.9484504505, 107.8003776175
166,   160,   165, 406.5946626859, 210.4820430817
167,   147,   166, 232.0504073307, 190.4784237760
168,   167, 6113_524.939169886009, 147.5121007391, 296.4660094922
169, 4984_436.076761313224, 14468_1248.75153679421, 18.2544956620, 830.9292711430
170, 3302_292.354720275529,   169, 37.0268578156, 162.4944031914
171, 5611_485.592900354444,   170, 317.3283985022, 87.0633606077
172, 10828_946.537690254276, 10334_903.947955441782, 129.1083504254, 86.5186156129
173, 30644_2230.27611334228, 30768_2238.76565061382, 145.6668366904, 154.1563739619
174,   173, 17773_1469.73560503903, 657.9332947221, 43.0596231092
175, 16907_1418.28531853079,   174, 46.9084090738, 55.2990724727
176, 31175_2266.79502078216, 34657_2529.4716020238, 180.3398352748, 443.0164165164
177, 31755_2307.84862003158, 34125_2494.63357408038, 139.8788455961, 326.6637996449
