AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
101, 11784_682.320169154592, 8328_501.237210036679, 342.7572354360, 161.6742763181
102, 13552_770.536136935254,   101, 854.0092964721, 423.0360932554
103, 24202_1554.39017032685, 23217_1452.11650875239, 226.0665472335, 123.7928856591
104, 25097_1648.28889326651, 20909_1274.04030269356, 460.4572579814, 86.2086674084
105, 23651_1496.34699675617,   104, 369.4555318404, 60.9401703694
106,   105, 17933_1047.46730953435, 146.7558453467, 67.3316899653
107,   103,   106, 420.6339206411, 72.4459171169
108, 15461_876.800355906762,   107, 350.2829411351, 381.1722876806
109, 27131_1848.69113042807,   108, 1404.0222584864, 81.8485428300
110,   109, 3907_251.097505814837, 281.1620170272, 87.5906509004
111, 14573_826.073410103191, 21068_1284.86063633343, 31.4764600739, 490.2636863041
112, 23323_1461.0509765044, 23202_1451.22408157137, 139.1532374247, 129.3263424917
113, 24276_1562.09029218951,   112, 430.8007309099, 190.6081778001
114,   111,   113, 128.5053403979, 465.1979516481
115, 28576_2039.29252963689, 28189_1988.2581431547, 134.8651836898, 83.8307972076
116, 28224_1993.83701817249, 30050_2294.58392062411, 55.8200523782, 356.5669548298
117,   116, 27651_1916.80579669452, 95.9991584401, 74.7879893403
118,   115,   117, 300.2278670989, 237.8183285060
119,   118, 17637_1019.55163477074, 619.5058711318, 34.8580270544
120, 19104_1133.57185943507,   119, 204.7173589246, 55.8391072060
121, 16562_938.535701829618,   120, 175.0818758184, 165.4006744992
122, 21364_1306.84944938221, 25858_1727.09854868765, 244.8122388177, 665.0613381232
123,   121,   122, 131.3190088580, 429.9023934113
124,   114,   123, 430.3512763814, 396.3944839032
125, 8915_532.549933832093, 9256_552.646465697794, 38.1948338105, 58.2913656762
126, 7217_436.914332592659,   125, 75.8367943107, 133.2775617397
127,   124,   126, -13.7380705138, 111.5991345181
128, 25951_1736.50432276368, 26514_1784.27094406103, 277.9941049434, 325.7607262408
129, 28045_1968.45451198018,   128, 998.8155126437, 488.8712184838
130, 18299_1074.17422088462,   129, 506.5566737240, 402.0214521758
131,   130, 9579_571.46150534455, 147.4869804814, 151.3309386653
132, 30402_2387.59259195896, 29601_2208.40970030033, 310.2549060009, 131.0720143423
133,   132, 28348_2011.6097746934, 328.3587993311, 262.6308880664
134,   133, 26366_1771.87056557479, 212.7626539344, 235.6543328822
135, 18474_1086.53780524105,   134, 547.0862875087, 996.7647149602
136,   131,   135, 42.9154822641, 162.2364333172
137,   127,   136, -20.6029591770, 107.1337214744
138,   110,   137, -0.6649729080, 105.9095351184
139, 13310_759.077262663422, 5192_327.951974129608, 496.2875968747, 65.1623083409
140, 25374_1676.65803162324, 22728_1405.20946361302, 338.4640537529, 67.0154857426
141, 19502_1163.77776451968,   140, 40.3476839065, 214.7638972572
142,   141, 19108_1134.24447711573, 180.9132432899, 191.7276397924
143, 18019_1054.55730084005,   142, 184.1486847880, 72.1082212713
144,   143, 5069_321.935892515874, 647.0390621074, 98.5663385712
