"","AncId","Desc","Branch.Length"
"1","101","2618_165.839981027593",68.0216867351
"2","101","3501_223.746229192156",125.9279348997
"3","102","16733_950.001541915702",127.1253413009
"4","102","14800_838.179771682382",15.3035710676
"5","103","4308_276.74592545175",12.5856627986
"6","103","102",558.7159379616
"7","104","101",8.8797587951
"8","104","103",175.2217271558
"9","105","20639_1253.74751057221",328.2808093262
"10","105","17068_975.859923718357",50.3932224723
"11","106","16324_925.076748861118",5.9738540738
"12","106","105",6.3638064586
"13","107","5401_340.650959395711",3.5762664203
"14","107","106",582.0282018119
"15","108","107",447.8468121839
"16","108","12833_736.016279369005",846.7883985775
"17","109","20266_1225.5732741961",155.3040950996
"18","109","22182_1362.11345479413",291.8442756976
"19","110","21063_1284.86063633343",47.8485523681
"20","110","21998_1351.78642591407",114.7743419488
"21","111","110",6.4997801936
"22","111","23715_1502.35928295334",271.8469791817
"23","112","109",143.1621423176
"24","112","111",303.4052669927
"25","113","112",297.2313668755
"26","113","14407_816.597671170444",186.722001267
"27","114","113",472.2457617393
"28","114","7502_454.22225841637",296.5923502522
"29","115","9300_556.583082934394",83.7346143395
"30","115","15970_902.631002262342",429.7825336674
"31","116","114",273.8652957881
"32","116","115",589.0838562188
"33","117","19389_1154.9553771959",29.0609094564
"34","117","25591_1700.64905067995",574.7545829405
"35","118","117",151.7412191626
"36","118","19281_1146.38644790005",172.2331993232
"37","119","27776_1934.80096249993",1100.1449465738
"38","119","118",139.4972326507
"39","120","119",933.6070082711
"40","120","10547_622.169734143423",721.1207264884
"41","121","26750_1807.7025687124",6.0674526669
"42","121","28334_2009.23997419717",207.6048581517
"43","122","16082_909.056464837912",270.7216925116
"44","122","18950_1120.95142371283",482.6166513865
"45","123","121",1206.7975134349
"46","123","122",43.4971697157
"47","124","123",37.2385102372
"48","124","12197_701.142844474895",143.5437521015
"49","125","11738_681.050816110644",331.5166409404
"50","125","124",208.0649172032
"51","126","125",212.8225970223
"52","126","3116_198.744578650568",62.0330005026
"53","127","22020_1353.57533776005",319.492149399
"54","127","29803_2250.5518132707",1216.4686249096
"55","128","127",665.2854845488
"56","128","9399_561.93473477523",193.137030963
"57","129","128",231.821509924
"58","129","4397_281.313270287106",144.3370763989
"59","130","129",80.2439139691
"60","130","2326_143.647064811962",86.9147848928
"61","131","126",195.2434583874
"62","131","130",115.2641601585
"63","132","2612_165.228517817195",246.2398673849
"64","132","131",22.4794693283
"65","133","11419_667.334093694389",9.7400032427
"66","133","13520_768.964611459212",111.3705210076
"67","134","13755_782.459410777913",521.3518789774
"68","134","133",396.4865586511
"69","135","134",285.7719951281
"70","135","7005_424.380175688225",449.0446390158
"71","136","11478_669.367644484264",103.3688905235
"72","136","20262_1225.45155866283",659.4528047021
"73","137","23680_1498.2674002777",87.3875066738
"74","137","26480_1782.74890647226",371.8690128684
"75","138","19238_1143.69452213286",188.4183579277
"76","138","137",455.6037293987
"77","139","138",33.781404278
"78","139","21428_1311.87023865154",390.3754787244
"79","140","30151_2316.88059652244",1245.0587959159
"80","140","27653_1917.05466334498",845.2328627384
"81","141","18545_1091.74229225827",86.0883354717
"82","141","140",66.1678438199
"83","142","139",8.1907247943
"84","142","141",92.3499216537
"85","143","142",15.0312276491
"86","143","17516_1008.10144190409",109.8286344203
"87","144","136",185.1907520242
"88","144","143",517.4648055472
"89","145","7642_463.106143530435",109.4569803348
"90","145","6577_402.423749417708",48.774586222
"91","146","144",409.0099785666
"92","146","145",381.8511398257
"93","147","135",3.1386670866
"94","147","146",-0.3988462158
"95","148","4488_287.296617553461",327.7165929498
"96","148","147",12.6168449822
"97","149","5322_335.586259924415",320.7493234054
"98","149","25291_1668.79741213776",1653.9604756187
"99","150","149",39.5670470977
"100","150","2110_129.876407423898",154.6065180026
"101","151","29057_2109.81918065911",6.1565120881
"102","151","29847_2257.54391109493",153.8812425239
"103","152","21915_1346.62516528232",218.9419876499
"104","152","151",975.9794909385
"105","153","152",328.1266385086
"106","153","15901_898.884620463433",99.3280813396
"107","154","29863_2261.44646050082",523.991379596
"108","154","30128_2309.11970016211",571.6646192573
"109","155","154",170.3915768361
"110","155","25786_1720.71020562748",153.6467015588
"111","156","14501_821.67855238516",19.6378698584
"112","156","155",765.0228215419
"113","157","156",487.8667652455
"114","157","16533_937.041086245984",622.8671689647
"115","158","153",842.6721377145
"116","158","157",357.2895158719
"117","159","3601_229.956568350508",278.8765314424
"118","159","158",5.8043645013
"119","160","150",40.2080049512
"120","160","159",16.0181524381
"121","161","148",12.763688262
"122","161","160",-11.7544518716
"123","162","7108_430.285854424049",443.5113399384
"124","162","690_22.1493625458457",35.3748480602
"125","163","162",44.6129332724
"126","163","718_24.2824090267922",82.1208278136
"127","164","161",18.8709205406
"128","164","163",14.2161654122
"129","165","4720_301.400230838465",143.0866235492
"130","165","6871_417.628996428355",259.3153891391
"131","166","15196_860.813661951211",96.3987234325
"132","166","15269_865.465728424813",101.0507899061
"133","167","166",165.405236881
"134","167","13998_795.05629450784",196.0465928701
"135","168","19168_1139.40899138129",83.6985170269
"136","168","22362_1376.36544913375",320.6549747793
"137","169","30077_2301.51528531247",127.8371921951
"138","169","30632_2444.34050542282",270.6624123054
"139","170","168",79.3059146367
"140","170","169",1197.2735333996
"141","171","19880_1196.130436998",627.8231250143
"142","171","10743_633.004580188408",64.6972682047
"143","172","170",825.5069410697
"144","172","171",417.4096933356
"145","173","167",482.6432728731
"146","173","172",34.5311898834
"147","174","2854_180.666595262736",106.6121277985
"148","174","173",42.3119613004
"149","175","165",238.1261900455
"150","175","174",153.8670502205
"151","176","164",2.7780047619
"152","176","175",-4.9799937954
"153","177","132",9.5208375746
"154","177","176",15.6995981814
"155","178","177",-15.0369209133
"156","178","3059_194.431487665754",269.9267538948
"157","179","2558_159.796893567721",257.2463743715
"158","179","178",21.9542145748
"159","180","120",6.6068489065
"160","180","179",8.1083604476
"161","181","17686_1025.00964270251",495.2728414
"162","181","24449_1575.84342073799",1046.1066194355
"163","182","21586_1322.56366866353",548.4667179763
"164","182","15940_900.958487495076",126.8615368078
"165","183","181",393.7846021336
"166","183","182",638.1447515184
"167","184","183",240.3678375736
"168","184","1986_121.406986149743",225.8226245545
"169","185","2476_153.015015483593",21.4327938983
"170","185","7920_476.792033626436",345.2098120412
"171","186","8801_528.164644764447",408.9600217526
"172","186","23379_1465.84915437205",1346.6445313602
"173","187","185",62.8477898855
"174","187","186",50.4701913121
"175","188","18471_1086.32485917868",287.4098445667
"176","188","14923_844.143095228863",45.2280806169
"177","189","11936_690.128001560588",62.6685468719
"178","189","16468_934.152334961886",306.6928802732
"179","190","188",287.8765533683
"180","190","189",116.420993445
"181","191","187",25.9882699773
"182","191","190",468.2922995212
"183","192","184",5.9538157513
"184","192","191",153.1156158785
"185","193","180",15.4697260204
"186","193","192",10.6581131157
"187","194","116",12.7351861285
"188","194","193",7.9430064806
"189","195","108",23.6578735219
"190","195","194",5.459418978
"191","196","104",289.2109175418
"192","196","195",65.842389314
"193","197","6378_393.195763333102",35.2627145454
"194","197","7466_450.755006128965",92.8219573412
"195","198","197",10.0356226498
"196","198","15301_866.969988812546",519.0725626746
"197","199","196",76.0425713009
"198","199","198",624.2123794832
