"","AncId","Desc","Branch.Length"
"1","101","12699_728.69727911146",62.5689875732
"2","101","24238_1557.99546230408",891.8671707658
"3","102","14495_821.60007579346",35.2505441348
"4","102","23803_1509.46191447785",723.1123828191
"5","103","102",55.1111413435
"6","103","14899_843.226853621672",111.9884633065
"7","104","103",253.2169266097
"8","104","10810_637.12661988517",159.1051561797
"9","105","104",311.4379432477
"10","105","8953_534.913639069576",368.3301186118
"11","106","105",222.5389196226
"12","106","5101",56.9553991648
"13","107","26237_1760.46765044078",117.376435393
"14","107","25562_1697.26584703381",54.1746319861
"15","108","27072_1843.18085583856",365.5940897801
"16","108","107",165.5044489892
"17","109","108",907.906855339
"18","109","14662_831.058669611718",261.3787588922
"19","110","109",88.4617346726
"20","110","8648_519.603908214334",38.3857321674
"21","111","110",136.1436254986
"22","111","7650_463.651542675418",118.576992127
"23","112","884_34.0962203364878",84.7159049948
"24","112","111",395.6942352067
"25","113","112",47.5202424124
"26","113","3874_248.910357337887",347.0502844086
"27","114","9998_594.487131837717",55.051860205
"28","114","18471_1086.32485917868",546.889587546
"29","115","10170_603.978246097726",172.3646223569
"30","115","114",107.8216478919
"31","116","6848_416.863754998756",198.3139457187
"32","116","115",213.0638144608
"33","117","116",102.8244321526
"34","117","4403_282.335777890661",166.6104007632
"35","118","113",97.1371606855
"36","118","117",311.0024648836
"37","119","8231_495.649968985636",50.1488279889
"38","119","26563_1791.05743826942",1345.5562972727
"39","120","24528_1584.53691403811",329.8077150151
"40","120","25241_1663.65070200372",408.9215029808
"41","121","120",910.532490179
"42","121","17284_992.012913027438",647.8162041835
"43","122","119",196.5196660893
"44","122","121",95.2152339365
"45","123","118",12.0560509589
"46","123","122",456.3146136225
"47","124","106",219.9783916922
"48","124","123",68.6006521419
"49","125","17328_995.875445555416",587.4959860398
"50","125","8557_513.562953602885",105.1834940873
"51","126","13442_765.122496303607",295.4135737286
"52","126","9787_582.508919243211",112.7999966682
"53","127","10112_599.755889125867",242.7525983317
"54","127","126",112.7056317808
"55","128","125",120.9575644056
"56","128","127",69.5813956843
"57","129","4380_280.272638152411",79.729789099
"58","129","128",86.8790460565
"59","130","129",118.4899060116
"60","130","3568_227.789915193089",145.7369721513
"61","131","14602_826.977059550892",328.5119698749
"62","131","9265_553.455276551988",54.9901868759
"63","132","11194_658.088615471905",345.3511349165
"64","132","131",185.7276091206
"65","133","130",69.9524780955
"66","133","132",300.6370156091
"67","134","23906_1520.24981500162",249.3895783468
"68","134","28162_1985.39436501831",714.5341283635
"69","135","22226_1365.00665535557",609.9627360657
"70","135","134",515.8163173649
