"","AncId","Desc","Branch.Length"
"1","101","10203_605.279487626938",15.1929228478
"2","101","15297_866.803000157781",276.7164353786
"3","102","5221_329.778798850069",276.0307415919
"4","102","11350_664.607463601197",610.859406343
"5","103","101",675.9304463934
"6","103","102",139.5919388724
"7","104","29530_2192.02868299981",709.1230601963
"8","104","24028_1534.32160027738",51.4159774739
"9","105","20179_1219.13698720903",195.3680403002
"10","105","104",459.1366758947
"11","106","105",33.0514910277
"12","106","18004_1052.63129747293",61.9138415918
"13","107","106",388.7034892765
"14","107","13081_746.968681483286",144.9547148787
"15","108","107",579.7826158244
"16","108","5746_357.813765054074",335.5824142739
"17","109","30818_2511.68400924199",253.7630845656
"18","109","29943_2274.37915079479",16.4582261184
"19","110","109",424.4867483167
"20","110","29626_2213.58586320485",380.1516868452
"21","111","28102_1977.64389735334",192.1023417983
"22","111","110",47.8926208046
"23","112","108",11.3643572202
"24","112","111",1774.6745619951
"25","113","16291_922.866813985572",455.0816256866
"26","113","8292_499.556647616729",31.7714593178
"27","114","21597_1323.12907267785",69.3004843128
"28","114","21251_1296.20732401964",42.3787356546
"29","115","25309_1671.396351861",454.0994395273
"30","115","20894_1273.69004079283",56.3931284591
"31","116","115",165.4646266108
"32","116","19352_1152.28802347304",100.4557377501
"33","117","114",282.0723270294
"34","117","116",80.0760243873
"35","118","15464_877.023486837426",142.0961203894
"36","118","117",236.8288948876
"37","119","118",65.6461583712
"38","119","14617_827.636650328826",158.355442252
"39","120","113",332.7928212412
"40","120","119",534.2888410191
"41","121","112",26.3897328188
"42","121","120",150.5151063166
"43","122","10947_644.466311904312",184.6739405767
"44","122","7840_472.773942768848",12.9815714412
"45","123","25416_1683.17190129376",1309.2904535995
"46","123","122",85.9109236333
"47","124","30503_2412.66681178008",191.0898409148
"48","124","30809_2508.53310878211",286.9561379168
"49","125","20711_1258.83419228172",35.7242233172
"50","125","124",998.4670019008
"51","126","125",111.5265813912
"52","126","23820_1511.68593676744",400.1025491941
"53","127","20066_1210.23379250105",245.9788374749
"54","127","126",147.3284325472
"55","128","26735_1807.07469997878",412.7233829916
"56","128","22770_1409.50353781885",15.1522208317
"57","129","24912_1629.05442836219",29.3520054073
"58","129","25254_1665.57477206668",65.8723491118
"59","130","26143_1752.71696345241",337.9469492617
"60","130","129",184.9324087641
"61","131","128",270.2023324931
"62","131","130",290.6210296967
"63","132","18662_1100.92740640132",19.1819301565
"64","132","131",42.4035082492
"65","133","132",54.6502152305
"66","133","19053_1128.97478724118",101.8795262268
"67","134","133",74.5145627994
"68","134","17933_1047.46730953435",94.8866113194
"69","135","127",45.8116048404
"70","135","134",34.1373480291
"71","136","123",154.564940531
"72","136","135",699.1268430225
"73","137","121",20.0506680606
"74","137","136",254.8899144827
"75","138","10008_594.953439521581",219.6017225826
"76","138","8086_486.83785396163",111.4861370226
"77","139","11287_662.927760153599",463.0892379365
"78","139","138",175.5131947219
"79","140","139",70.5338893439
"80","140","18044_1056.40628623908",927.1016533658
"81","141","2655_168.728278718512",177.9063874086
"82","141","140",138.4827415633
"83","142","1304_72.0817615474697",115.1451956687
"84","142","5001",44.0634341212
"85","143","141",62.1385526184
"86","143","142",28.2532271872
"87","144","9038_540.921300779253",99.8844769953
"88","144","16194_914.899398822478",473.8625750386
"89","145","30622_2440.78696212154",104.7820907832
"90","145","30789_2497.81292326483",161.8080519264
"91","146","145",107.7266001359
"92","146","30118_2307.80467093835",79.5263997359
"93","147","28403_2018.72341942542",87.9273263051
"94","147","146",297.4821780821
"95","148","27277_1865.98272200111",49.5433273709
"96","148","147",114.3566984902
"97","149","148",894.9459715065
"98","149","25203_1660.84634721229",739.3529240887
"99","150","11136_653.801959461726",511.975533264
"100","150","149",779.6669969259
"101","151","22150_1361.09847579633",72.7678374241
"102","151","22638_1397.95645199829",109.625813626
"103","152","28722_2057.29011729778",333.7814416191
"104","152","28520_2031.15660998783",307.6479343092
"105","153","152",374.1969418394
"106","153","22714_1403.66794892951",54.3562150902
"107","154","151",209.7059057791
"108","154","153",270.6870012462
"109","155","3076_196.984644753981",47.4227861256
"110","155","154",929.0628739647
"111","156","150",98.6322414314
"112","156","155",106.367673862
"113","157","156",21.2555841798
"114","157","2869_181.806620600548",159.8680200139
"115","158","144",413.345492569
"116","158","157",-5.7527306283
"117","159","1792_107.335528712983",100.0391929124
"118","159","5979_371.534261462989",364.2379256624
"119","160","17339_996.454384098166",160.2347911715
"120","160","20555_1248.02492123472",411.8053283081
"121","161","159",31.1204920199
"122","161","160",860.0437491459
"123","162","158",12.3363427252
"124","162","161",-39.179144709
"125","163","143",-13.2220441232
"126","163","162",73.449605675
"127","164","137",29.7288213718
"128","164","163",7.2076115059
"129","165","10766_634.605685493588",102.2226729844
"130","165","28729_2059.07052373389",1526.6875112247
"131","166","165",366.4146573068
"132","166","2845_180.424153707188",14.4557985048
"133","167","166",260.9598346111
"134","167","1621_94.3741619820983",189.3656413907
"135","168","1488_87.2195516771707",175.0117040843
"136","168","2940_186.797849937969",274.5900023451
"137","169","167",30.9289115326
"138","169","168",38.1282385342
"139","170","19984_1203.97929744146",123.95913141
"140","170","18755_1107.68631823426",27.6661522028
"141","171","30374_2380.14261336288",242.2896986105
"142","171","29993_2287.10433656313",149.2514218107
"143","172","28780_2068.07644908274",15.7192685096
"144","172","171",85.4957341793
"145","173","22627_1397.53095805299",276.1245416877
"146","173","172",930.9507642078
"147","174","170",13.5345583262
"148","174","173",54.92080866
"149","175","174",512.2608736415
"150","175","13004_743.246737672534",189.0220036087
"151","176","175",390.0972533053
"152","176","8457_507.371777334097",343.2442965755
"153","177","16318_924.86541862074",714.5819559994
"154","177","6174_382.737624947291",172.454162326
"155","178","12357_710.764718502005",484.5145468401
