"","Method","PercentSampled","EquivalentPerGenRate","R_Squared"
"3714","Clock Rate",0.01,1,0.849423478766016
"3715","Clock Rate",0.01,2,0.968902679215389
"3716","Clock Rate",0.01,0.05,0.355946295360249
"3717","Clock Rate",0.01,0.15,0.668674538202975
"3718","Clock Rate",0.01,0.25,0.606281370560887
"3719","Clock Rate",0.01,0.75,0.843258293910467
"3720","Clock Rate",0.01,1.5,0.930013811586455
"3721","Clock Rate",0.01,3,0.964727973354772
"3722","Generation",0.01,0.5,0.778054002390879
"3723","Clock Rate",0.01,0.1,0.42848155244229
"3724","Clock Rate",0.01,0.2,0.520298093055705
"3725","Clock Rate",0.01,0.5,0.804917866751438
"3726","Clock Rate",0.01,1,0.849423478766016
"3727","Clock Rate",0.01,2,0.968902679215389
"3728","Clock Rate",0.01,0.05,0.355946295360249
"3729","Clock Rate",0.01,0.15,0.668674538202975
"3730","Clock Rate",0.01,0.25,0.606281370560887
"3731","Clock Rate",0.01,0.75,0.843258293910467
"3732","Clock Rate",0.01,1.5,0.930013811586455
"3733","Clock Rate",0.01,3,0.964727973354772
"3734","Generation",0.01,1,0.806559538579153
"3735","Clock Rate",0.01,0.1,0.42848155244229
"3736","Clock Rate",0.01,0.2,0.520298093055705
"3737","Clock Rate",0.01,0.5,0.804917866751438
"3738","Clock Rate",0.01,1,0.849423478766016
"3739","Clock Rate",0.01,2,0.968902679215389
"3740","Clock Rate",0.01,0.05,0.355946295360249
"3741","Clock Rate",0.01,0.15,0.668674538202975
"3742","Clock Rate",0.01,0.25,0.606281370560887
"3743","Clock Rate",0.01,0.75,0.843258293910467
"3744","Clock Rate",0.01,1.5,0.930013811586455
"3745","Clock Rate",0.01,3,0.964727973354772
"3746","Generation",0.01,2,0.860545953561363
"3747","Clock Rate",0.01,0.1,0.42848155244229
"3748","Clock Rate",0.01,0.2,0.520298093055705
"3749","Clock Rate",0.01,0.5,0.804917866751438
"3750","Clock Rate",0.01,1,0.849423478766016
"3751","Clock Rate",0.01,2,0.968902679215389
"3752","Clock Rate",0.01,0.05,0.355946295360249
"3753","Clock Rate",0.01,0.15,0.668674538202975
"3754","Clock Rate",0.01,0.25,0.606281370560887
"3755","Clock Rate",0.01,0.75,0.843258293910467
"3756","Clock Rate",0.01,1.5,0.930013811586455
"3757","Clock Rate",0.01,3,0.964727973354772
"3758","Generation",0.01,0.05,0.330130375388979
"3759","Clock Rate",0.01,0.1,0.42848155244229
"3760","Clock Rate",0.01,0.2,0.520298093055705
"3761","Clock Rate",0.01,0.5,0.804917866751438
"3762","Clock Rate",0.01,1,0.849423478766016
"3763","Clock Rate",0.01,2,0.968902679215389
"3764","Clock Rate",0.01,0.05,0.355946295360249
"3765","Clock Rate",0.01,0.15,0.668674538202975
"3766","Clock Rate",0.01,0.25,0.606281370560887
"3767","Clock Rate",0.01,0.75,0.843258293910467
"3768","Clock Rate",0.01,1.5,0.930013811586455
"3769","Clock Rate",0.01,3,0.964727973354772
"3770","Generation",0.01,0.15,0.466120323349196
"3771","Clock Rate",0.01,0.1,0.42848155244229
"3772","Clock Rate",0.01,0.2,0.520298093055705
"3773","Clock Rate",0.01,0.5,0.804917866751438
"3774","Clock Rate",0.01,1,0.849423478766016
"3775","Clock Rate",0.01,2,0.968902679215389
"3776","Clock Rate",0.01,0.05,0.355946295360249
"3777","Clock Rate",0.01,0.15,0.668674538202975
"3778","Clock Rate",0.01,0.25,0.606281370560887
"3779","Clock Rate",0.01,0.75,0.843258293910467
"3780","Clock Rate",0.01,1.5,0.930013811586455
"3781","Clock Rate",0.01,3,0.964727973354772
"3782","Generation",0.01,0.25,0.480327581986925
"3783","Clock Rate",0.01,0.1,0.42848155244229
"3784","Clock Rate",0.01,0.2,0.520298093055705
"3785","Clock Rate",0.01,0.5,0.804917866751438
"3786","Clock Rate",0.01,1,0.849423478766016
"3787","Clock Rate",0.01,2,0.968902679215389
"3788","Clock Rate",0.01,0.05,0.355946295360249
"3789","Clock Rate",0.01,0.15,0.668674538202975
"3790","Clock Rate",0.01,0.25,0.606281370560887
"3791","Clock Rate",0.01,0.75,0.843258293910467
"3792","Clock Rate",0.01,1.5,0.930013811586455
"3793","Clock Rate",0.01,3,0.964727973354772
"3794","Generation",0.01,0.75,0.80996293288854
"3795","Clock Rate",0.01,0.1,0.42848155244229
"3796","Clock Rate",0.01,0.2,0.520298093055705
"3797","Clock Rate",0.01,0.5,0.804917866751438
"3798","Clock Rate",0.01,1,0.849423478766016
"3799","Clock Rate",0.01,2,0.968902679215389
"3800","Clock Rate",0.01,0.05,0.355946295360249
"3801","Clock Rate",0.01,0.15,0.668674538202975
"3802","Clock Rate",0.01,0.25,0.606281370560887
"3803","Clock Rate",0.01,0.75,0.843258293910467
"3804","Clock Rate",0.01,1.5,0.930013811586455
"3805","Clock Rate",0.01,3,0.964727973354772
"3806","Generation",0.01,1.5,0.85476683430611
"3807","Clock Rate",0.01,0.1,0.42848155244229
"3808","Clock Rate",0.01,0.2,0.520298093055705
"3809","Clock Rate",0.01,0.5,0.804917866751438
"3810","Clock Rate",0.01,1,0.849423478766016
"3811","Clock Rate",0.01,2,0.968902679215389
"3812","Clock Rate",0.01,0.05,0.355946295360249
"3813","Clock Rate",0.01,0.15,0.668674538202975
"3814","Clock Rate",0.01,0.25,0.606281370560887
"3815","Clock Rate",0.01,0.75,0.843258293910467
"3816","Clock Rate",0.01,1.5,0.930013811586455
"3817","Clock Rate",0.01,3,0.964727973354772
"3818","Generation",0.01,3,0.914703769216393
"3819","Clock Rate",0.01,0.1,0.42848155244229
"3820","Clock Rate",0.01,0.2,0.520298093055705
"3821","Clock Rate",0.01,0.5,0.804917866751438
"3822","Clock Rate",0.01,1,0.849423478766016
"3823","Clock Rate",0.01,2,0.968902679215389
"3824","Clock Rate",0.01,0.05,0.355946295360249
"3825","Clock Rate",0.01,0.15,0.668674538202975
"3826","Clock Rate",0.01,0.25,0.606281370560887
"3827","Clock Rate",0.01,0.75,0.843258293910467
"3828","Clock Rate",0.01,1.5,0.930013811586455
"3829","Clock Rate",0.01,3,0.964727973354772
"3830","Generation",0.05,0.1,0.357068694059531
"3831","Clock Rate",0.05,0.1,0.444012811378415
"3832","Clock Rate",0.05,0.2,0.571147541063875
"3833","Clock Rate",0.05,0.5,0.803847315929091
"3834","Clock Rate",0.05,1,0.835541195872876
"3835","Clock Rate",0.05,2,0.96597773417459
"3836","Clock Rate",0.05,0.05,0.386360508183754
"3837","Clock Rate",0.05,0.15,0.65817816362501
"3838","Clock Rate",0.05,0.25,0.612778263596973
"3839","Clock Rate",0.05,0.75,0.852094044476733
"3840","Clock Rate",0.05,1.5,0.935035980833297
"3841","Clock Rate",0.05,3,0.963457461903017
"3842","Generation",0.05,0.2,0.635753211973225
"3843","Clock Rate",0.05,0.1,0.444012811378415
"3844","Clock Rate",0.05,0.2,0.571147541063875
"3845","Clock Rate",0.05,0.5,0.803847315929091
"3846","Clock Rate",0.05,1,0.835541195872876
"3847","Clock Rate",0.05,2,0.96597773417459
"3848","Clock Rate",0.05,0.05,0.386360508183754
"3849","Clock Rate",0.05,0.15,0.65817816362501
"3850","Clock Rate",0.05,0.25,0.612778263596973
"3851","Clock Rate",0.05,0.75,0.852094044476733
"3852","Clock Rate",0.05,1.5,0.935035980833297
"3853","Clock Rate",0.05,3,0.963457461903017
"3854","Generation",0.05,0.5,0.766369405005934
"3855","Clock Rate",0.05,0.1,0.444012811378415
"3856","Clock Rate",0.05,0.2,0.571147541063875
"3857","Clock Rate",0.05,0.5,0.803847315929091
"3858","Clock Rate",0.05,1,0.835541195872876
"3859","Clock Rate",0.05,2,0.96597773417459
"3860","Clock Rate",0.05,0.05,0.386360508183754
"3861","Clock Rate",0.05,0.15,0.65817816362501
"3862","Clock Rate",0.05,0.25,0.612778263596973
"3863","Clock Rate",0.05,0.75,0.852094044476733
"3864","Clock Rate",0.05,1.5,0.935035980833297
"3865","Clock Rate",0.05,3,0.963457461903017
"3866","Generation",0.05,1,0.72862257890966
"3867","Clock Rate",0.05,0.1,0.444012811378415
"3868","Clock Rate",0.05,0.2,0.571147541063875
"3869","Clock Rate",0.05,0.5,0.803847315929091
"3870","Clock Rate",0.05,1,0.835541195872876
"3871","Clock Rate",0.05,2,0.96597773417459
"3872","Clock Rate",0.05,0.05,0.386360508183754
"3873","Clock Rate",0.05,0.15,0.65817816362501
"3874","Clock Rate",0.05,0.25,0.612778263596973
"3875","Clock Rate",0.05,0.75,0.852094044476733
"3876","Clock Rate",0.05,1.5,0.935035980833297
"3877","Clock Rate",0.05,3,0.963457461903017
"3878","Generation",0.05,2,0.868335457807417
"3879","Clock Rate",0.05,0.1,0.444012811378415
"3880","Clock Rate",0.05,0.2,0.571147541063875
"3881","Clock Rate",0.05,0.5,0.803847315929091
"3882","Clock Rate",0.05,1,0.835541195872876
"3883","Clock Rate",0.05,2,0.96597773417459
"3884","Clock Rate",0.05,0.05,0.386360508183754
"3885","Clock Rate",0.05,0.15,0.65817816362501
"3886","Clock Rate",0.05,0.25,0.612778263596973
"3887","Clock Rate",0.05,0.75,0.852094044476733
"3888","Clock Rate",0.05,1.5,0.935035980833297
"3889","Clock Rate",0.05,3,0.963457461903017
"3890","Generation",0.05,0.05,0.374003566861664
"3891","Clock Rate",0.05,0.1,0.444012811378415
"3892","Clock Rate",0.05,0.2,0.571147541063875
"3893","Clock Rate",0.05,0.5,0.803847315929091
"3894","Clock Rate",0.05,1,0.835541195872876
"3895","Clock Rate",0.05,2,0.96597773417459
"3896","Clock Rate",0.05,0.05,0.386360508183754
"3897","Clock Rate",0.05,0.15,0.65817816362501
"3898","Clock Rate",0.05,0.25,0.612778263596973
"3899","Clock Rate",0.05,0.75,0.852094044476733
"3900","Clock Rate",0.05,1.5,0.935035980833297
"3901","Clock Rate",0.05,3,0.963457461903017
"3902","Generation",0.05,0.15,0.503483253539821
"3903","Clock Rate",0.05,0.1,0.444012811378415
"3904","Clock Rate",0.05,0.2,0.571147541063875
"3905","Clock Rate",0.05,0.5,0.803847315929091
"3906","Clock Rate",0.05,1,0.835541195872876
"3907","Clock Rate",0.05,2,0.96597773417459
"3908","Clock Rate",0.05,0.05,0.386360508183754
"3909","Clock Rate",0.05,0.15,0.65817816362501
"3910","Clock Rate",0.05,0.25,0.612778263596973
"3911","Clock Rate",0.05,0.75,0.852094044476733
"3912","Clock Rate",0.05,1.5,0.935035980833297
"3913","Clock Rate",0.05,3,0.963457461903017
"3914","Generation",0.05,0.25,0.498240452858183
"3915","Clock Rate",0.05,0.1,0.444012811378415
"3916","Clock Rate",0.05,0.2,0.571147541063875
"3917","Clock Rate",0.05,0.5,0.803847315929091
"3918","Clock Rate",0.05,1,0.835541195872876
"3919","Clock Rate",0.05,2,0.96597773417459
"3920","Clock Rate",0.05,0.05,0.386360508183754
"3921","Clock Rate",0.05,0.15,0.65817816362501
"3922","Clock Rate",0.05,0.25,0.612778263596973
"3923","Clock Rate",0.05,0.75,0.852094044476733
"3924","Clock Rate",0.05,1.5,0.935035980833297
"3925","Clock Rate",0.05,3,0.963457461903017
"3926","Generation",0.05,0.75,0.80614276241133
"3927","Clock Rate",0.05,0.1,0.444012811378415
"3928","Clock Rate",0.05,0.2,0.571147541063875
"3929","Clock Rate",0.05,0.5,0.803847315929091
"3930","Clock Rate",0.05,1,0.835541195872876
"3931","Clock Rate",0.05,2,0.96597773417459
"3932","Clock Rate",0.05,0.05,0.386360508183754
"3933","Clock Rate",0.05,0.15,0.65817816362501
"3934","Clock Rate",0.05,0.25,0.612778263596973
"3935","Clock Rate",0.05,0.75,0.852094044476733
"3936","Clock Rate",0.05,1.5,0.935035980833297
"3937","Clock Rate",0.05,3,0.963457461903017
"3938","Generation",0.05,1.5,0.90292160758376
"3939","Clock Rate",0.05,0.1,0.444012811378415
"3940","Clock Rate",0.05,0.2,0.571147541063875
"3941","Clock Rate",0.05,0.5,0.803847315929091
"3942","Clock Rate",0.05,1,0.835541195872876
"3943","Clock Rate",0.05,2,0.96597773417459
"3944","Clock Rate",0.05,0.05,0.386360508183754
"3945","Clock Rate",0.05,0.15,0.65817816362501
"3946","Clock Rate",0.05,0.25,0.612778263596973
"3947","Clock Rate",0.05,0.75,0.852094044476733
"3948","Clock Rate",0.05,1.5,0.935035980833297
"3949","Clock Rate",0.05,3,0.963457461903017
"3950","Generation",0.05,3,0.913549307521618
"3951","Clock Rate",0.05,0.1,0.444012811378415
"3952","Clock Rate",0.05,0.2,0.571147541063875
"3953","Clock Rate",0.05,0.5,0.803847315929091
"3954","Clock Rate",0.05,1,0.835541195872876
"3955","Clock Rate",0.05,2,0.96597773417459
"3956","Clock Rate",0.05,0.05,0.386360508183754
"3957","Clock Rate",0.05,0.15,0.65817816362501
"3958","Clock Rate",0.05,0.25,0.612778263596973
"3959","Clock Rate",0.05,0.75,0.852094044476733
"3960","Clock Rate",0.05,1.5,0.935035980833297
"3961","Clock Rate",0.05,3,0.963457461903017
"3962","Generation",0.1,0.1,0.365311829212834
"3963","Clock Rate",0.1,0.1,0.433867817840439
"3964","Clock Rate",0.1,0.2,0.532443838562665
"3965","Clock Rate",0.1,0.5,0.803255730983362
"3966","Clock Rate",0.1,1,0.865437071684008
"3967","Clock Rate",0.1,2,0.968415884422751
"3968","Clock Rate",0.1,0.05,0.338122436086321
"3969","Clock Rate",0.1,0.15,0.654755673450893
"3970","Clock Rate",0.1,0.25,0.607961629892079
"3971","Clock Rate",0.1,0.75,0.855611824456839
"3972","Clock Rate",0.1,1.5,0.933877479172554
"3973","Clock Rate",0.1,3,0.961499617123452
"3974","Generation",0.1,0.2,0.64427219216826
"3975","Clock Rate",0.1,0.1,0.433867817840439
"3976","Clock Rate",0.1,0.2,0.532443838562665
"3977","Clock Rate",0.1,0.5,0.803255730983362
"3978","Clock Rate",0.1,1,0.865437071684008
"3979","Clock Rate",0.1,2,0.968415884422751
"3980","Clock Rate",0.1,0.05,0.338122436086321
"3981","Clock Rate",0.1,0.15,0.654755673450893
"3982","Clock Rate",0.1,0.25,0.607961629892079
"3983","Clock Rate",0.1,0.75,0.855611824456839
"3984","Clock Rate",0.1,1.5,0.933877479172554
"3985","Clock Rate",0.1,3,0.961499617123452
"3986","Generation",0.1,0.5,0.765999561418383
"3987","Clock Rate",0.1,0.1,0.433867817840439
"3988","Clock Rate",0.1,0.2,0.532443838562665
"3989","Clock Rate",0.1,0.5,0.803255730983362
"3990","Clock Rate",0.1,1,0.865437071684008
"3991","Clock Rate",0.1,2,0.968415884422751
"3992","Clock Rate",0.1,0.05,0.338122436086321
"3993","Clock Rate",0.1,0.15,0.654755673450893
"3994","Clock Rate",0.1,0.25,0.607961629892079
"3995","Clock Rate",0.1,0.75,0.855611824456839
"3996","Clock Rate",0.1,1.5,0.933877479172554
"3997","Clock Rate",0.1,3,0.961499617123452
"3998","Generation",0.1,1,0.748761570531549
"3999","Clock Rate",0.1,0.1,0.433867817840439
"4000","Clock Rate",0.1,0.2,0.532443838562665
"4001","Clock Rate",0.1,0.5,0.803255730983362
"4002","Clock Rate",0.1,1,0.865437071684008
"4003","Clock Rate",0.1,2,0.968415884422751
"4004","Clock Rate",0.1,0.05,0.338122436086321
"4005","Clock Rate",0.1,0.15,0.654755673450893
"4006","Clock Rate",0.1,0.25,0.607961629892079
"4007","Clock Rate",0.1,0.75,0.855611824456839
"4008","Clock Rate",0.1,1.5,0.933877479172554
"4009","Clock Rate",0.1,3,0.961499617123452
"4010","Generation",0.1,2,0.865238921612655
"4011","Clock Rate",0.1,0.1,0.433867817840439
"4012","Clock Rate",0.1,0.2,0.532443838562665
"4013","Clock Rate",0.1,0.5,0.803255730983362
"4014","Clock Rate",0.1,1,0.865437071684008
"4015","Clock Rate",0.1,2,0.968415884422751
"4016","Clock Rate",0.1,0.05,0.338122436086321
"4017","Clock Rate",0.1,0.15,0.654755673450893
"4018","Clock Rate",0.1,0.25,0.607961629892079
"4019","Clock Rate",0.1,0.75,0.855611824456839
"4020","Clock Rate",0.1,1.5,0.933877479172554
"4021","Clock Rate",0.1,3,0.961499617123452
"4022","Generation",0.1,0.05,0.376403090220892
"4023","Clock Rate",0.1,0.1,0.433867817840439
"4024","Clock Rate",0.1,0.2,0.532443838562665
"4025","Clock Rate",0.1,0.5,0.803255730983362
"4026","Clock Rate",0.1,1,0.865437071684008
"4027","Clock Rate",0.1,2,0.968415884422751
"4028","Clock Rate",0.1,0.05,0.338122436086321
"4029","Clock Rate",0.1,0.15,0.654755673450893
"4030","Clock Rate",0.1,0.25,0.607961629892079
"4031","Clock Rate",0.1,0.75,0.855611824456839
"4032","Clock Rate",0.1,1.5,0.933877479172554
"4033","Clock Rate",0.1,3,0.961499617123452
"4034","Generation",0.1,0.15,0.479178024168492
"4035","Clock Rate",0.1,0.1,0.433867817840439
"4036","Clock Rate",0.1,0.2,0.532443838562665
"4037","Clock Rate",0.1,0.5,0.803255730983362
"4038","Clock Rate",0.1,1,0.865437071684008
"4039","Clock Rate",0.1,2,0.968415884422751
"4040","Clock Rate",0.1,0.05,0.338122436086321
"4041","Clock Rate",0.1,0.15,0.654755673450893
"4042","Clock Rate",0.1,0.25,0.607961629892079
"4043","Clock Rate",0.1,0.75,0.855611824456839
"4044","Clock Rate",0.1,1.5,0.933877479172554
"4045","Clock Rate",0.1,3,0.961499617123452
"4046","Generation",0.1,0.25,0.467286537831446
"4047","Clock Rate",0.1,0.1,0.433867817840439
"4048","Clock Rate",0.1,0.2,0.532443838562665
"4049","Clock Rate",0.1,0.5,0.803255730983362
"4050","Clock Rate",0.1,1,0.865437071684008
"4051","Clock Rate",0.1,2,0.968415884422751
"4052","Clock Rate",0.1,0.05,0.338122436086321
"4053","Clock Rate",0.1,0.15,0.654755673450893
"4054","Clock Rate",0.1,0.25,0.607961629892079
