"","Method","PercentSampled","EquivalentPerGenRate","R_Squared"
"579","Generation",0.1,0.05,0.60279552347807
"580","Generation",0.1,0.15,0.840166670969781
"581","Generation",0.1,0.25,0.836526881903064
"582","Generation",0.1,0.75,0.932038989721329
"583","Generation",0.1,1.5,0.91483922332863
"584","Generation",0.1,3,0.935805352974109
"585","Clock Rate",0.1,0.1,0.699544539864427
"586","Clock Rate",0.1,0.2,0.838618039330178
"587","Clock Rate",0.1,0.5,0.616320255246226
"588","Clock Rate",0.1,1,0.979280068493786
"589","Clock Rate",0.1,2,0.985196331065341
"590","Clock Rate",0.1,0.05,0.15652798897507
"591","Clock Rate",0.1,0.15,0.867985825916067
"592","Clock Rate",0.1,0.25,0.93529898038074
"593","Clock Rate",0.1,0.75,0.955218086152801
"594","Clock Rate",0.1,1.5,0.939314847115112
"595","Clock Rate",0.1,3,0.988973017425429
"596","Generation",0.2,0.1,0.627612611678948
"597","Generation",0.2,0.2,0.721888805052995
"598","Generation",0.2,0.5,0.886077082568209
"599","Generation",0.2,1,0.93496964202747
"600","Generation",0.2,2,0.932429481778402
"601","Generation",0.2,0.05,0.582877956817617
"602","Generation",0.2,0.15,0.854320580772251
"603","Generation",0.2,0.25,0.809252141460858
"604","Generation",0.2,0.75,0.94343806215964
"605","Generation",0.2,1.5,0.933183596803413
"606","Generation",0.2,3,0.952350721193125
"607","Clock Rate",0.2,0.1,0.699808354231981
"608","Clock Rate",0.2,0.2,0.834399939926246
"609","Clock Rate",0.2,0.5,0.622464054405441
"610","Clock Rate",0.2,1,0.975202792569594
"611","Clock Rate",0.2,2,0.982344082859164
"612","Clock Rate",0.2,0.05,0.190511262120692
"613","Clock Rate",0.2,0.15,0.87612067615994
"614","Clock Rate",0.2,0.25,0.917987328802789
"615","Clock Rate",0.2,0.75,0.959571237211371
"616","Clock Rate",0.2,1.5,0.940167048062487
"617","Clock Rate",0.2,3,0.987833820903827
"618","Generation",0.01,0.1,0.407556024442965
"619","Generation",0.01,0.2,0.654196904306583
"620","Generation",0.01,0.5,0.778054002390879
"621","Generation",0.01,1,0.806559538579153
"622","Generation",0.01,2,0.860545953561363
"623","Generation",0.01,0.05,0.330130375388979
"624","Generation",0.01,0.15,0.466120323349196
"625","Generation",0.01,0.25,0.480327581986925
"626","Generation",0.01,0.75,0.80996293288854
"627","Generation",0.01,1.5,0.85476683430611
"628","Generation",0.01,3,0.914703769216393
"629","Clock Rate",0.01,0.1,0.42848155244229
"630","Clock Rate",0.01,0.2,0.520298093055705
"631","Clock Rate",0.01,0.5,0.804917866751438
"632","Clock Rate",0.01,1,0.849423478766016
"633","Clock Rate",0.01,2,0.968902679215389
"634","Clock Rate",0.01,0.05,0.355946295360249
"635","Clock Rate",0.01,0.15,0.668674538202975
"636","Clock Rate",0.01,0.25,0.606281370560887
"637","Clock Rate",0.01,0.75,0.843258293910467
"638","Clock Rate",0.01,1.5,0.930013811586455
"639","Clock Rate",0.01,3,0.964727973354772
"640","Generation",0.05,0.1,0.357068694059531
"641","Generation",0.05,0.2,0.635753211973225
"642","Generation",0.05,0.5,0.766369405005934
"643","Generation",0.05,1,0.72862257890966
"644","Generation",0.05,2,0.868335457807417
"645","Generation",0.05,0.05,0.374003566861664
"646","Generation",0.05,0.15,0.503483253539821
"647","Generation",0.05,0.25,0.498240452858183
"648","Generation",0.05,0.75,0.80614276241133
"649","Generation",0.05,1.5,0.90292160758376
"650","Generation",0.05,3,0.913549307521618
"651","Clock Rate",0.05,0.1,0.444012811378415
"652","Clock Rate",0.05,0.2,0.571147541063875
"653","Clock Rate",0.05,0.5,0.803847315929091
"654","Clock Rate",0.05,1,0.835541195872876
"655","Clock Rate",0.05,2,0.96597773417459
"656","Clock Rate",0.05,0.05,0.386360508183754
"657","Clock Rate",0.05,0.15,0.65817816362501
"658","Clock Rate",0.05,0.25,0.612778263596973
"659","Clock Rate",0.05,0.75,0.852094044476733
"660","Clock Rate",0.05,1.5,0.935035980833297
"661","Clock Rate",0.05,3,0.963457461903017
"662","Generation",0.1,0.1,0.365311829212834
"663","Generation",0.1,0.2,0.64427219216826
"664","Generation",0.1,0.5,0.765999561418383
"665","Generation",0.1,1,0.748761570531549
"666","Generation",0.1,2,0.865238921612655
"667","Generation",0.1,0.05,0.376403090220892
"668","Generation",0.1,0.15,0.479178024168492
"669","Generation",0.1,0.25,0.467286537831446
"670","Generation",0.1,0.75,0.798220620581846
"671","Generation",0.1,1.5,0.892547526904149
"672","Generation",0.1,3,0.911264578026343
"673","Clock Rate",0.1,0.1,0.433867817840439
"674","Clock Rate",0.1,0.2,0.532443838562665
"675","Clock Rate",0.1,0.5,0.803255730983362
"676","Clock Rate",0.1,1,0.865437071684008
"677","Clock Rate",0.1,2,0.968415884422751
"678","Clock Rate",0.1,0.05,0.338122436086321
"679","Clock Rate",0.1,0.15,0.654755673450893
"680","Clock Rate",0.1,0.25,0.607961629892079
"681","Clock Rate",0.1,0.75,0.855611824456839
"682","Clock Rate",0.1,1.5,0.933877479172554
"683","Clock Rate",0.1,3,0.961499617123452
"684","Generation",0.2,0.1,0.384465229525839
"685","Generation",0.2,0.2,0.646110866060912
"686","Generation",0.2,0.5,0.751501493135607
"687","Generation",0.2,1,0.760734448180955
"688","Generation",0.2,2,0.868786229288615
"689","Generation",0.2,0.05,0.410096395597668
"690","Generation",0.2,0.15,0.467512591160391
"691","Generation",0.2,0.25,0.495645203503069
"692","Generation",0.2,0.75,0.777173597511376
"693","Generation",0.2,1.5,0.888958625500833
"694","Generation",0.2,3,0.917849551646314
"695","Clock Rate",0.2,0.1,0.440310215558379
"696","Clock Rate",0.2,0.2,0.541911986627602
"697","Clock Rate",0.2,0.5,0.774856118273341
"698","Clock Rate",0.2,1,0.855494119187747
"699","Clock Rate",0.2,2,0.970293768496191
"700","Clock Rate",0.2,0.05,0.326032214547776
"701","Clock Rate",0.2,0.15,0.649532209336851
"702","Clock Rate",0.2,0.25,0.60461805215115
"703","Clock Rate",0.2,0.75,0.873625083648011
"704","Clock Rate",0.2,1.5,0.933048382593303
"705","Clock Rate",0.2,3,0.962412832174415
"706","Generation",0.01,0.1,0.231402206434593
"707","Generation",0.01,0.2,0.772077321719973
"708","Generation",0.01,0.5,0.795817210919151
"709","Generation",0.01,1,0.962217254839797
"710","Generation",0.01,2,0.799683972072438
"711","Generation",0.01,0.05,0.0847546241226912
"712","Generation",0.01,0.15,0.704546082164261
"713","Generation",0.01,0.25,0.524735808716602
"714","Generation",0.01,0.75,0.916633508104178
"715","Generation",0.01,1.5,0.859995930213761
"716","Generation",0.01,3,0.918560214134302
"717","Clock Rate",0.01,0.1,0.479825311662287
"718","Clock Rate",0.01,0.2,0.669079296269049
"719","Clock Rate",0.01,0.5,0.859294173937479
"720","Clock Rate",0.01,1,0.939736878478806
"721","Clock Rate",0.01,2,0.949177359153129
"722","Clock Rate",0.01,0.05,0.746263186400815
"723","Clock Rate",0.01,0.15,0.795056086206342
"724","Clock Rate",0.01,0.25,0.801145465723783
"725","Clock Rate",0.01,0.75,0.885864879862263
"726","Clock Rate",0.01,1.5,0.95872075636895
"727","Clock Rate",0.01,3,0.985226667619585
"728","Generation",0.05,0.1,0.320601377211291
"729","Generation",0.05,0.2,0.666928393158548
"730","Generation",0.05,0.5,0.796824868214071
"731","Generation",0.05,1,0.915452575189088
"732","Generation",0.05,2,0.798902465109406
"733","Generation",0.05,0.05,0.0263345404906579
"734","Generation",0.05,0.15,0.741942984913096
"735","Generation",0.05,0.25,0.477396382408195
"736","Generation",0.05,0.75,0.79239274676089
"737","Generation",0.05,1.5,0.911500444922169
"738","Generation",0.05,3,0.91509319667913
"739","Clock Rate",0.05,0.1,0.581633796456291
"740","Clock Rate",0.05,0.2,0.599963058801749
"741","Clock Rate",0.05,0.5,0.948934302497436
"742","Clock Rate",0.05,1,0.919911070862591
"743","Clock Rate",0.05,2,0.957385839226988
"744","Clock Rate",0.05,0.05,0.87305523602209
"745","Clock Rate",0.05,0.15,0.791485116373818
"746","Clock Rate",0.05,0.25,0.834380821455912
"747","Clock Rate",0.05,0.75,0.916426402719745
"748","Clock Rate",0.05,1.5,0.957787350599991
"749","Clock Rate",0.05,3,0.98455700911097
"750","Generation",0.1,0.1,0.33513941271032
"751","Generation",0.1,0.2,0.667426479735363
"752","Generation",0.1,0.5,0.811984628083503
"753","Generation",0.1,1,0.934639373052171
"754","Generation",0.1,2,0.847383146013764
"755","Generation",0.1,0.05,0.000112681557655663
"756","Generation",0.1,0.15,0.675349849053391
"757","Generation",0.1,0.25,0.532797730400513
"758","Generation",0.1,0.75,0.749565857243939
"759","Generation",0.1,1.5,0.905327819460898
"760","Generation",0.1,3,0.935912098048523
"761","Clock Rate",0.1,0.1,0.525882936147042
"762","Clock Rate",0.1,0.2,0.709522221174509
"763","Clock Rate",0.1,0.5,0.937547100346025
"764","Clock Rate",0.1,1,0.930733084966369
"765","Clock Rate",0.1,2,0.967081299154452
"766","Clock Rate",0.1,0.05,0.812059885697242
"767","Clock Rate",0.1,0.15,0.799123691352774
"768","Clock Rate",0.1,0.25,0.82292600407636
"769","Clock Rate",0.1,0.75,0.940092179716238
"770","Clock Rate",0.1,1.5,0.946472352128896
"771","Clock Rate",0.1,3,0.97804433832083
"772","Generation",0.2,0.1,0.286010346865764
"773","Generation",0.2,0.2,0.696856811347554
"774","Generation",0.2,0.5,0.835046802537962
"775","Generation",0.2,1,0.933526744596936
"776","Generation",0.2,2,0.829182706011549
"777","Generation",0.2,0.05,0.00696080563617698
"778","Generation",0.2,0.15,0.716153048860127
"779","Generation",0.2,0.25,0.440980697028511
"780","Generation",0.2,0.75,0.778969816177759
"781","Generation",0.2,1.5,0.89442558439751
"782","Generation",0.2,3,0.928409102820836
"783","Clock Rate",0.2,0.1,0.577709225263884
"784","Clock Rate",0.2,0.2,0.65395998888283
"785","Clock Rate",0.2,0.5,0.931295694027309
"786","Clock Rate",0.2,1,0.93165399327832
"787","Clock Rate",0.2,2,0.958739602276867
"788","Clock Rate",0.2,0.05,0.812770134360644
"789","Clock Rate",0.2,0.15,0.809020190846342
"790","Clock Rate",0.2,0.25,0.815420517890366
"791","Clock Rate",0.2,0.75,0.940974985418286
"792","Clock Rate",0.2,1.5,0.94488144169021
"793","Clock Rate",0.2,3,0.981661321055532
