"","AncId","Desc","Branch.Length"
"1","101","29006_2101.71602490249",53.3920900713
"2","101","30577_2427.63816058304",379.3142257518
"3","102","101",84.8340441481
"4","102","28627_2045.04415102806",81.5542603449
"5","103","102",355.2308992042
"6","103","27038_1838.33839822258",230.0794067436
"7","104","103",72.3216113769
"8","104","25551_1695.92609359054",159.9887134885
"9","105","11832_684.721311082442",24.1259986274
"10","105","104",875.342067647
"11","106","11088_652.006311930777",28.013460108
"12","106","105",36.6024606323
"13","107","28827_2073.3865166972",128.0448640752
"14","107","29222_2137.59025503426",192.2486024123
"15","108","107",1239.5483017476
"16","108","13650_776.897369334914",71.1040184605
"17","109","108",141.3526002792
"18","109","12792_734.141416278009",169.7006656828
"19","110","106",586.3438813517
"20","110","109",526.7917801241
"21","111","20961_1277.8412601267",22.6171582608
"22","111","24767_1611.52717776042",356.3030758945
"23","112","111",530.4081228448
"24","112","13374_762.393273411922",37.5772943908
"25","113","10767_634.605685493588",85.7620901518
"26","113","112",175.9723836794
"27","114","113",573.2137705717
"28","114","1851_110.730253014389",135.1004282443
"29","115","110",111.4466253737
"30","115","114",49.4274796726
"31","116","11193_658.088615471905",763.7060678745
"32","116","115",31.8197975
"33","117","26507_1784.21996188806",78.9892339237
"34","117","27796_1938.49208126551",233.2613533011
"35","118","117",779.7403698155
"36","118","25190_1659.85023279002",734.3598746411
"37","119","15121_855.661856814883",20.2299773509
"38","119","118",90.0584786849
"39","120","119",51.166887121
"40","120","14465_819.94524999177",35.6802576489
"41","121","120",234.0372517449
"42","121","12764_732.529789116664",182.3020485187
"43","122","7323_443.307061047328",296.9046819032
"44","122","121",403.8253614539
"45","123","122",168.5153270346
"46","123","1885_113.821188457594",135.934136348
"47","124","116",6.0835882932
"48","124","123",89.5880928053
"49","125","9340_558.077650307765",196.074850722
"50","125","11080_651.568958962468",289.5661593767
"51","126","5677_355.34701640688",43.2820232402
"52","126","125",49.937806419
"53","127","13727_781.157677749283",183.3572473149
"54","127","13909_790.870226047727",193.0697956134
"55","128","10761_634.322784184058",103.4256223003
"56","128","127",66.9032685506
"57","129","3610_230.538046864592",26.750202706
"58","129","10378_614.164507720091",410.3766635615
"59","130","128",469.1907076282
"60","130","129",142.0813899031
"61","131","126",302.7882601008
"62","131","130",52.4297211897
"63","132","131",40.2468206938
"64","132","8974_536.753163042792",567.7232506708
"65","133","19853_1194.62019019837",994.2410443534
"66","133","4031_258.453043505549",58.0738976606
"67","134","132",132.4132370947
"68","134","133",363.7624705677
"69","135","5594_351.168997660332",25.5272244791
"70","135","9507_568.303489585087",242.6617164039
"71","136","3870_248.746243909905",24.7346017935
"72","136","6109_377.285822563077",153.2741804467
"73","137","135",217.2194113228
"74","137","136",115.589280258
"75","138","25176_1657.85706632753",82.7639419472
"76","138","25820_1723.11003714058",148.0169127602
"77","139","23368_1464.75146081221",50.8216008286
"78","139","138",161.1632643967
"79","140","24221_1556.00919062056",271.7109150753
"80","140","139",129.6315844384
"81","141","16209_916.151416922187",41.8271076503
"82","141","140",409.9739662734
"83","142","17879_1043.48932104952",811.3039803261
