AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
101, 3050_345.146506739749, 2466_260.926124023076, 356.4113951884, 272.1910124717
102, 857_46.5007336479387, 1839_175.82319401531, 44.2148759591, 173.5373363265
103, 4892_622.788885532173, 6197_810.818429585481, 198.3891165093, 386.4186605626
104,   103, 3016_341.37664564247, 351.2358017463, 268.2126783658
105, 4506_553.119015496387,   104, 512.7033618995, 32.7483136797
106, 4163_492.716369791887,   105, 448.0778071656, -4.2229090294
107,   102,   106, 12.3097153489, 54.6624202863
108, 701_24.8669136771752, 387 1, 36.2951806440, 12.4282669669
109,   107,   108, 33.1470638393, 31.7426545325
110,   101,   109, 56.4783374836, 24.5723044329
111, 2215_221.632315128594, 3499_404.393848882041, 19.8825965496, 202.6441303031
112, 15773_1809.25696825264, 16194_1839.82089463957, 20.3433599378, 50.9072863248
113, 16978_1894.89622411046,   112, 190.3052290893, 84.3226132936
114,   113, 15002_1753.0934368966, 414.5487864958, 463.0512283712
115, 11763_1488.17117409247,   114, 555.3311460871, 357.2021805200
116, 20373_2095.19670084991, 24969_2378.23868470978, 146.0765397794, 429.1185236393
117, 17894_1952.36248610449,   116, 44.2532177255, 41.0108926915
118, 14313_1703.4667759576,   117, 37.3449458533, 241.9874382747
119, 13763_1662.73584126927, 16098_1830.41919641981, 41.1455165579, 208.8288717085
120,   118,   119, 483.7424878041, 439.2109824112
121, 26669_2459.73580349936, 25271_2393.08834239039, 528.2160407211, 461.5685796121
122, 23854_2317.19083043697, 24586_2358.05877677523, 521.2034475753, 562.0713939135
123,   122, 23524_2298.78085755887, 61.8106670227, 564.6041417198
124,   123, 17535_1927.95932220516, 40.1768870153, 233.9594933815
125, 23670_2307.73794174084, 17356_1918.23793940553, 464.0941982271, 74.5941958917
126, 18528_1990.03509239096,   125, 391.2615073406, 244.8701584634
127,   124,   126, 124.3084818363, 29.0822380630
128,   121,   127, 716.5268133080, 354.6983975171
129,   120,   128, 313.4785830832, 346.0921902534
130,   115,   129, 316.5246777048, 252.5854089163
131,   130, 6970_941.610837158985, 104.0154199083, 429.3109067667
132, 5750_750.855631414074, 4004_469.048755172743, 365.2847994567, 83.4779232154
133,   131,   132, 200.4348413711, 73.7057429362
134,   111,   133, 31.1562849461, 141.2716553883
135, 20308_2090.78774861056, 25234_2391.56509691357, 14.2800012267, 315.0573495297
136,   135, 21023_2135.52886000476, 21.9074399426, 80.9285525635
137, 25960_2426.52837121449, 23125_2274.41021781213, 166.5732841857, 14.4551307833
138,   137, 23573_2301.64058207825, 85.9325576886, 127.6180527380
139,   138, 26617_2457.52420950822, 19.8531571992, 303.3548373671
140, 24017_2326.43340958367,   139, 314.7621813877, 142.4981439452
141,   136,   140, 126.3244490102, 83.3953697649
142, 15294_1776.61452964543,   141, 386.0089395827, 537.6702683682
143, 10622_1369.99640541819,   142, 244.4405725828, 265.0497572274
144, 10225_1329.41365063535,   143, 298.4429674372, 94.5851496372
145, 21714_2180.24536822584, 21789_2186.8804690055, 520.2354735285, 526.8705743081
146, 26811_2466.50692454928, 27864_2517.24012379829, 171.9170671835, 222.6502664325
147,   146, 25674_2412.10604410909, 137.5111147599, 255.0273015032
148, 23272_2282.96803721956, 23315_2285.49669173917, 65.3703355124, 67.8989900320
149, 22998_2267.93717935945,   148, 328.2209608486, 277.8814831963
150,   147,   149, 276.2949710342, 58.9324469391
151,   150, 16825_1884.08018632013, 27.3540277994, 30.6504425478
152, 16725_1877.00474586591,   151, 65.1724506882, 41.5974485946
153,   145,   152, 126.3764657599, 278.1988662402
154, 19875_2068.46734176913, 27816_2515.53166130991, 31.3343129321, 478.3986324729
155,   154, 23466_2294.30818338251, 419.2944391072, 676.4695936527
156,   153,   155, 127.8468484469, 212.0520092392
157,   144,   156, 128.6766400361, 503.4925373286
158, 14490_1717.05161625304, 14497_1717.05161625304, 35.9822599336, 35.9822599336
159,   158, 15760_1808.33796448887, 110.6600001271, 237.9286082965
160,   157,   159, 343.5524019565, 1011.6677149868
161, 3708_431.12298832303,   160, 257.4015871926, 385.0202400751
162,   134,   161, 200.0755565471, 203.2035240446
163, 1001_68.0165373356526,   162, 120.5850024562, 23.0863422064
164,   110,   163, 36.7526554291, 51.9274162407
165, 18756_2004.01563573084, 21955_2198.30272186228, 75.0139278443, 269.3010139757
166, 25669_2411.57918233175, 24639_2360.4922427911, 84.2792710266, 33.1923314860
167,   166, 25567_2406.93558163369, 376.5714425610, 456.2071128896
168, 16545_1863.66151258374,   167, 111.6566094912, 198.7235656515
169, 17103_1901.33700052009, 24880_2372.18577461442, 161.6970015699, 632.5457756642
170,   168,   169, 233.4105540348, 221.0456498925
171,   165,   170, 542.4243393499, 132.0169805210
172, 9874_1292.849649322,   171, 155.1847878109, 248.9125070256
173, 5772_753.774834978489,   172, 26.6597149088, 410.5497414414
174, 14073_1686.30858259379, 12675_1576.23641572676, 303.3376805456, 193.2655136786
