"","AncId","Desc","Branch.Length"
"1","101","11784_682.320169154592",342.757235436
"2","101","8328_501.237210036679",161.6742763181
"3","102","13552_770.536136935254",854.0092964721
"4","102","101",423.0360932554
"5","103","24202_1554.39017032685",226.0665472335
"6","103","23217_1452.11650875239",123.7928856591
"7","104","25097_1648.28889326651",460.4572579814
"8","104","20909_1274.04030269356",86.2086674084
"9","105","23651_1496.34699675617",369.4555318404
"10","105","104",60.9401703694
"11","106","105",146.7558453467
"12","106","17933_1047.46730953435",67.3316899653
"13","107","103",420.6339206411
"14","107","106",72.4459171169
"15","108","15461_876.800355906762",350.2829411351
"16","108","107",381.1722876806
"17","109","27131_1848.69113042807",1404.0222584864
"18","109","108",81.84854283
"19","110","109",281.1620170272
"20","110","3907_251.097505814837",87.5906509004
"21","111","14573_826.073410103191",31.4764600739
"22","111","21068_1284.86063633343",490.2636863041
"23","112","23323_1461.0509765044",139.1532374247
"24","112","23202_1451.22408157137",129.3263424917
"25","113","24276_1562.09029218951",430.8007309099
"26","113","112",190.6081778001
"27","114","111",128.5053403979
"28","114","113",465.1979516481
"29","115","28576_2039.29252963689",134.8651836898
"30","115","28189_1988.2581431547",83.8307972076
"31","116","28224_1993.83701817249",55.8200523782
"32","116","30050_2294.58392062411",356.5669548298
"33","117","116",95.9991584401
"34","117","27651_1916.80579669452",74.7879893403
"35","118","115",300.2278670989
"36","118","117",237.818328506
"37","119","118",619.5058711318
"38","119","17637_1019.55163477074",34.8580270544
"39","120","19104_1133.57185943507",204.7173589246
"40","120","119",55.839107206
"41","121","16562_938.535701829618",175.0818758184
"42","121","120",165.4006744992
"43","122","21364_1306.84944938221",244.8122388177
"44","122","25858_1727.09854868765",665.0613381232
"45","123","121",131.319008858
"46","123","122",429.9023934113
"47","124","114",430.3512763814
"48","124","123",396.3944839032
"49","125","8915_532.549933832093",38.1948338105
"50","125","9256_552.646465697794",58.2913656762
"51","126","7217_436.914332592659",75.8367943107
"52","126","125",133.2775617397
"53","127","124",-13.7380705138
"54","127","126",111.5991345181
"55","128","25951_1736.50432276368",277.9941049434
"56","128","26514_1784.27094406103",325.7607262408
"57","129","28045_1968.45451198018",998.8155126437
"58","129","128",488.8712184838
"59","130","18299_1074.17422088462",506.556673724
"60","130","129",402.0214521758
"61","131","130",147.4869804814
"62","131","9579_571.46150534455",151.3309386653
"63","132","30402_2387.59259195896",310.2549060009
"64","132","29601_2208.40970030033",131.0720143423
"65","133","132",328.3587993311
"66","133","28348_2011.6097746934",262.6308880664
"67","134","133",212.7626539344
"68","134","26366_1771.87056557479",235.6543328822
