"","AncId","Desc","Branch.Length"
"1","101","13409_1163.19123399897",103.3792107365
"2","101","12825_1110.96519685341",51.1531735909
"3","102","12248_1062.4575118587",229.5051985969
"4","102","101",226.8597100007
"5","103","9969_850.638623967311",115.1165794952
"6","103","102",97.4302687896
"7","104","103",185.9145413202
"8","104","15936_1493.03023266793",943.422729516
"9","105","16651_1617.51321683854",313.8785363663
"10","105","14965_1332.21700946527",28.582328993
"11","106","14896_1323.43408843689",400.2216924183
"12","106","105",380.4222844537
"13","107","106",33.5349346946
"14","107","12872_1115.25733185653",225.5798705325
"15","108","8787_743.626726638389",32.8096950657
"16","108","107",178.8604297514
"17","109","12715_1102.36018092694",374.6610324715
"18","109","9285_794.103955253477",66.4048067981
"19","110","19680_2215.6595432809",639.035536734
"20","110","16874_1649.58667080384",72.962664257
"21","111","110",242.6740907752
"22","111","16279_1563.46894798449",229.5190322128
"23","112","111",98.4322740128
"24","112","15440_1411.83605214675",176.3184103879
"25","113","112",501.4869516738
"26","113","8886_756.010542995365",21.9798529103
"27","114","109",31.9990560484
"28","114","113",38.3305976781
"29","115","114",48.3325029668
"30","115","9790_834.485564562464",187.1179751222
"31","116","108",142.091329046
"32","116","115",78.6418869137
"33","117","18242_1861.67400235337",175.0758012117
"34","117","18061_1831.87513495854",145.2769338169
"35","118","117",67.9540862262
"36","118","18586_1923.96761084803",305.3234959326
"37","119","118",84.6042369958
"38","119","19472_2125.69767757798",591.6577996583
"39","120","119",19.6181744132
"40","120","18901_1984.07483875654",469.6531352501
"41","121","20384_2501.85991738144",250.9618384779
"42","121","19812_2260.48891986003",9.5908409565
"43","122","20133_2383.16163760244",172.6546868685
"44","122","121",40.3911281695
"45","123","19778_2248.26014287116",111.5314045699
"46","123","122",73.7782124327
"47","124","123",12.4047416065
"48","124","19699_2221.49438737492",97.1703906802
"49","125","19549_2160.95481724302",63.4092944997
"50","125","124",26.7784739514
"51","126","125",112.1378048801
"52","126","19314_2083.41886184474",98.0111439815
"53","127","120",118.8504904286
"54","127","126",589.8365047854
"55","128","17393_1729.68566136645",251.882917327
"56","128","16925_1657.30795557616",179.5052115367
"57","129","127",187.8234096597
"58","129","128",270.0549406213
"59","130","129",56.4745331164
"60","130","14549_1271.80775871376",120.534488412
"61","131","13454_1167.01619069419",38.630898602
"62","131","130",22.8879782096
"63","132","12704_1101.23721313424",71.8635938068
"64","132","131",99.0116727647
"65","133","132",91.7721395859
"66","133","14645_1287.07211573331",349.4706359917
"67","134","7521_617.581859195508",44.5810845867
"68","134","8313_689.421673606786",116.4208989979
"69","135","133",396.8422516547
"70","135","134",32.2415465219
"71","136","116",108.5155184888
"72","136","135",80.5490440491
"73","137","104",187.0970537864
"74","137","136",97.6997346722
"75","138","14489_1263.18469776998",1047.8760795748
"76","138","137",147.2018311704
"77","139","138",37.4469361742
"78","139","2863_194.809969583647",16.9482875626
"79","140","7757_637.865223236113",323.0162307911
"80","140","4573_351.260760448621",36.4117680036
"81","141","139",205.0889599028
"82","141","140",342.0762703267
"83","142","19455_2122.80395098962",341.1452972552
"84","142","18934_1989.06393883441",207.4052851
"85","143","18003_1824.91359333877",221.0161034758
"86","143","142",177.7611638714
"87","144","14464_1260.08684887092",202.29657632
"88","144","143",546.107217312
"89","145","12488_1082.81641583608",64.0617790314
"90","145","15041_1341.85192557639",323.0972887717
"91","146","144",68.5005439765
"92","146","145",29.4649082303
"93","147","146",160.0565313495
"94","147","10674_909.838588813917",80.605391589
"95","148","10322_879.385262629126",49.1409523116
"96","148","9846_840.763972009971",10.5196616924
"97","149","147",129.291100628
"98","149","148",130.3022137205
"99","150","4966_395.538563385466",15.7011265605
"100","150","149",320.104659772
"101","151","150",20.9386906283
"102","151","5064_405.383054435255",46.4843082386
"103","152","151",114.6286027199
"104","152","4051_295.175957008635",50.9058135319
"105","153","12481_1082.02557751028",730.9950690372
"106","153","14944_1330.41244283898",979.3819343659
"107","154","153",123.1886819564
"108","154","4012_291.156569514952",63.3147429982
"109","155","5111",8.0145803208
"110","155","3851",8.0145803208
"111","156","154",248.5454778158
"112","156","155",13.6890709783
"113","157","4500_344.799712933335",224.2532575796
"114","157","7812_644.437391733119",523.8909363793
"115","158","4625_355.659249410998",321.1184423972
"116","158","157",86.0056483399
"117","159","10418_888.439261682719",20.0040422604
"118","159","12851_1113.2938962389",244.8586768166
"119","160","18838_1970.96694790197",386.0213361206
"120","160","19123_2030.36415391488",445.4185421335
"121","161","160",567.226078211
"122","161","12032_1042.06094657728",24.3414130069
"123","162","159",7.2232108413
"124","162","161",156.5075249894
"125","163","4298_320.905889681766",51.5145464462
"126","163","3869_277.822035929063",8.4306926935
"127","164","162",675.3941067886
"128","164","163",83.5734414431
"129","165","4008_290.22907251958",180.0589183502
"130","165","164",75.647747623
"131","166","4722_367.9055169931",295.0494883932
"132","166","165",37.3141255695
"133","167","158",19.5775783171
"134","167","166",57.8927999032
"135","168","19461_2123.64564392318",472.9164589586
"136","168","17181_1695.56512029047",44.8359353259
"137","169","16637_1615.95172456013",8.3221382798
"138","169","16638_1615.95172456013",8.3221382798
"139","170","168",670.3279637221
"140","170","169",627.2283650379
"141","171","12594_1091.46677393127",149.3634911892
"142","171","11195_964.954579024738",22.8512962827
"143","172","16149_1539.52764341308",611.5055806653
"144","172","11831_1022.45749899418",94.4354362464
"145","173","9636_822.117345209586",59.2023456925
"146","173","172",165.1070632306
"147","174","171",242.210296515
"148","174","173",63.0220132901
"149","175","170",300.5070941979
"150","175","174",19.9988591824
"151","176","4142_305.785877894679",221.7834747387
"152","176","1889_117.739825771206",33.7374226153
"153","177","176",38.1141950262
"154","177","2254_148.878030904408",102.9898227746
"155","178","175",655.2433882361
"156","178","177",21.2374693212
"157","179","167",16.1083368419
"158","179","178",25.7958469537
"159","180","156",19.1670117515
"160","180","179",38.7255549054
"161","181","10064_859.808812622498",537.3271190252
"162","181","4504_345.300031208422",22.8183376111
"163","182","2013_127.882984436076",70.9935281165
"164","182","6625_548.098415290714",491.2089589711
"165","183","7620_627.610547183519",59.7502721718
"166","183","8000_661.641964244108",93.7816892324
"167","184","8592_722.049397537976",35.6930839686
"168","184","9630_821.474437206621",135.1181236372
"169","185","183",129.550212561
"170","185","184",248.0462511187
"171","186","185",409.7198005442
"172","186","3264_230.044351402753",201.4540894962
"173","187","182",53.6527950071
"174","187","186",25.3536005941
"175","188","181",341.7727919562
"176","188","187",22.5277596714
"177","189","180",13.0110729898
"178","189","188",33.5906376815
"179","190","189",23.2590687435
"180","190","3231",77.1408047839
"181","191","152",332.4157865561
"182","191","190",12.0048382954
"183","192","806_26.0370339970572",69.4594280527
"184","192","1034_42.9565798031533",86.3789738588
"185","193","191",15.7750196719
"186","193","192",60.4982686957
"187","194","193",7.3350864413
"188","194","1217_60.9748026470137",172.2305518397
"189","195","6787_559.737847303679",670.5251483413
"190","195","194",-0.468448155
"191","196","141",97.1704740887
"192","196","195",13.6104509328
"193","197","10241_872.431461815111",528.9369085489
"194","197","5674_464.230890302959",120.7363370368
"195","198","3849_276.002281434907",73.8923636324
"196","198","197",141.3846354637
"197","199","196",34.3310957991
"198","199","198",360.8387655722
