# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Nov 24 15:33:41 GMT 2022 [seed=1669304002729]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
36000	-20388.817173433068	-985.4446807308265	-19403.37249270224	533.9508981620751	2003.3732802291647	6496.816219582244	281.6450861082696	1.0171398882463853	3.3906406831415727E-6	3.390640683141572E-6	-19403.37249270224	0.0	-988.4281267099702
37000	-20366.558378048743	-978.8722426561575	-19387.686135392585	544.2388847819961	1993.0852936092438	6403.424019907726	289.2138207103689	1.3183590258831224	3.1572572664140056E-6	3.1572572664140056E-6	-19387.686135392585	0.0	-981.7416651106039
38000	-20328.42480082967	-990.9654144718905	-19337.45938635778	597.9118983463877	1939.4122800448522	6787.169917787029	261.6483360221806	1.2424885699798365	2.8491569576661455E-6	2.8491569576661493E-6	-19337.45938635778	0.0	-994.0470202368272
39000	-20300.93194534818	-991.5983510301689	-19309.33359431801	622.9289068970959	1914.395271494144	6879.707046823596	264.58577223325796	1.2368525621959334	2.6168698530400415E-6	2.61686985304004E-6	-19309.33359431801	0.0	-994.721682063473
40000	-20119.911427189265	-998.827310730267	-19121.084116459	629.9366172612222	1907.3875611300177	7025.514789025827	282.4582933324467	1.8483968252449003	2.8814954580951105E-6	2.881495458095111E-6	-19121.084116459	0.0	-1001.5944225574787
41000	-20106.790548091296	-1009.8846833332716	-19096.905864758024	675.2302631008791	1862.0939152903607	7563.423732885223	318.7422770170252	1.2967323304393625	2.4495077474085903E-6	2.4495077474085924E-6	-19096.905864758024	0.0	-1012.8775263950771
42000	-20093.211897485577	-1009.3058424646956	-19083.90605502088	691.7540680522287	1845.570110339011	7591.490336843148	342.91626366611155	0.8582697183271096	2.2614485074019133E-6	2.261448507401914E-6	-19083.90605502088	0.0	-1012.4314318554977
43000	-20052.35344462563	-1017.6033333132602	-19034.75011131237	788.4759884978082	1748.8481898934317	7936.323355387014	316.25317944862456	1.346836330874521	2.1812765398826823E-6	2.1812765398826845E-6	-19034.75011131237	0.0	-1020.6668704792298
44000	-20026.40508351899	-1025.6916570642816	-19000.713426454706	692.3631532121344	1844.9610251791055	7915.520319238646	337.1093846872342	1.2349323178041591	2.123362010003346E-6	2.1233620100033474E-6	-19000.713426454706	0.0	-1028.7493256279772
45000	-19978.926044575484	-1039.0401718663395	-18939.885872709146	802.3289614171513	1734.9952169740886	8445.306543177167	364.14626115152737	1.3929840891466203	1.938312649026215E-6	1.938312649026214E-6	-18939.885872709146	0.0	-1042.0348530961794
46000	-19943.65362878113	-1041.4799924091253	-18902.173636372005	765.2602164394148	1772.0639619518251	8535.13658636265	487.210808955284	1.7454518565184654	1.9248741005306425E-6	1.9248741005306416E-6	-18902.173636372005	0.0	-1044.0469084047904
47000	-19894.533729248953	-1046.9975525708635	-18847.536176678088	726.2014268471931	1811.1227515440469	8619.301491764749	469.9839289156009	1.3089563603576255	2.000356884092874E-6	2.0003568840928727E-6	-18847.536176678088	0.0	-1049.7650194905132
48000	-19832.51179057696	-1041.343376178728	-18791.16841439823	815.5243215425619	1721.799856848678	8785.097100182109	424.7331086421395	1.2824954999960334	1.6758530137768116E-6	1.6758530137768125E-6	-18791.16841439823	0.0	-1044.3233652795193
49000	-19780.54422557708	-1049.4837618867375	-18731.06046369034	739.2414963061399	1798.0826820851	8884.595724948345	429.6101633438562	1.438561973013088	1.716003115776164E-6	1.716003115776163E-6	-18731.06046369034	0.0	-1052.3817564969247
50000	-19697.57858627377	-1063.2059445089596	-18634.37264176481	729.8736012815561	1807.4505771096838	9170.873475606397	376.46824729503584	1.6739912973558013	1.649132842786641E-6	1.649132842786641E-6	-18634.37264176481	0.0	-1066.1746468083952
51000	-19666.755340353564	-1054.3864185301475	-18612.368921823418	731.6100844034332	1805.7140939878068	9058.832033363246	486.10195382815795	1.0807890563104836	1.510280024068239E-6	1.5102800240682382E-6	-18612.368921823418	0.0	-1057.3793268214065
52000	-19668.53202256443	-1061.9395376421978	-18606.592484922232	759.7966748543221	1777.5275035369177	9271.043174750777	431.5191806694501	1.7291398548442394	1.5206482682911626E-6	1.5206482682911621E-6	-18606.592484922232	0.0	-1064.7960830022116
53000	-19663.614709699603	-1066.8221289030562	-18596.792580796548	995.880568972708	1541.4436094185319	9835.72933361611	459.8678211400398	1.3046794478540207	1.3708242044247197E-6	1.3708242044247186E-6	-18596.792580796548	0.0	-1069.8718180343863
54000	-19619.107599346167	-1058.3323182118809	-18560.775281134287	817.0449783304251	1720.2792000608147	9277.132096628418	439.26744720938166	1.4788505149537274	1.5778558690715854E-6	1.5778558690715856E-6	-18560.775281134287	0.0	-1061.2556567461233
55000	-19578.518359338228	-1052.69374365879	-18525.824615679438	826.0087270926222	1711.3154512986177	9118.042783184475	437.81480120660126	1.1505539169495265	1.485621990137356E-6	1.485621990137356E-6	-18525.824615679438	0.0	-1055.7760169191342
56000	-19541.999957164186	-1056.8201203071596	-18485.179836857027	867.9308722532903	1669.3933061379496	9319.076018835562	432.0458947784974	1.2262354286837454	1.6129147121536192E-6	1.61291471215362E-6	-18485.179836857027	0.0	-1059.8540217555285
57000	-19521.62466152499	-1069.3900986115264	-18452.234562913465	973.3418738995078	1563.982304491732	9990.44034620564	540.2480624572053	1.0346126996838405	1.3502552704452632E-6	1.3502552704452632E-6	-18452.234562913465	0.0	-1072.3998136657844
58000	-19516.61427993639	-1075.8088372527295	-18440.80544268366	908.8154848154275	1628.5086935758125	9996.726721364585	556.7708912904917	1.2868517529105548	1.4678373643263677E-6	1.4678373643263683E-6	-18440.80544268366	0.0	-1078.6472846444215
59000	-19525.377297725834	-1082.8267970925754	-18442.550500633257	981.3201357191359	1556.0040426721039	10346.287129770173	499.5570329150531	1.2199892632205305	1.2478085721091325E-6	1.2478085721091316E-6	-18442.550500633257	0.0	-1085.9007350996026
60000	-19508.56844627477	-1078.6510465562599	-18429.91739971851	1007.0315010682809	1530.292677322959	10352.115533904842	540.3794647456401	1.1160877234362718	1.2558748212969212E-6	1.2558748212969204E-6	-18429.91739971851	0.0	-1081.6842405191398
61000	-19521.800092463563	-1086.1433099961296	-18435.656782467435	878.4975084133621	1658.8266699778778	10406.278123579648	564.0695582033541	1.1347401187078667	1.1277892192129985E-6	1.1277892192129974E-6	-18435.656782467435	0.0	-1089.184038994692
62000	-19487.486199003764	-1091.1605452397505	-18396.325653764015	1128.3123531650429	1409.011825226197	11095.44355926326	547.5382011158827	1.1589184296075634	1.1450665870822485E-6	1.145066587082249E-6	-18396.325653764015	0.0	-1094.2450735725658
63000	-19465.968783971297	-1089.2968307683643	-18376.67195320293	941.3128243332584	1596.0113540579814	10584.063798858024	618.9772021854807	1.5295611226509416	1.2510328619452408E-6	1.2510328619452414E-6	-18376.67195320293	0.0	-1092.0396092883425
64000	-19453.891117669842	-1101.560575223955	-18352.33054244589	1001.6126980594936	1535.7114803317463	11071.800578596798	495.8060381869521	1.0852953655183462	1.0776499500191396E-6	1.0776499500191391E-6	-18352.33054244589	0.0	-1104.8028434234711
65000	-19426.273199702926	-1100.164222702632	-18326.108977000295	850.2536359811871	1687.070542410053	10779.244161597795	579.1062422602902	0.8679153314512347	1.2504968706129094E-6	1.2504968706129084E-6	-18326.108977000295	0.0	-1103.2380602509352
66000	-19419.62402278302	-1104.3403016833959	-18315.283721099626	910.8996643230265	1626.4245140682133	10931.49775293212	593.1012392162492	1.3812064456189288	9.254513141308005E-7	9.254513141308005E-7	-18315.283721099626	0.0	-1107.3569258241878
67000	-19376.19990251227	-1110.321368697759	-18265.878533814514	1071.173678794777	1466.1504995964629	11614.849273340118	639.9689188451453	1.5400091747158384	9.475685756623163E-7	9.475685756623165E-7	-18265.878533814514	0.0	-1113.2140942923804
68000	-19361.566117374492	-1111.9494693027907	-18249.6166480717	899.2617383652062	1638.0624400260338	11390.094146819632	685.4375751500025	1.6689181669834645	9.595885924387281E-7	9.59588592438728E-7	-18249.6166480717	0.0	-1114.7043384438623
69000	-19303.26473692978	-1112.0436333429795	-18191.221103586802	1241.264879767944	1296.059298623296	12053.085845513657	683.5543663324006	1.1534924189506424	8.516340326142412E-7	8.516340326142408E-7	-18191.221103586802	0.0	-1115.1002769879435
70000	-19248.57557267854	-1114.0052493046558	-18134.570323373882	1008.2572122193028	1529.066966171937	11932.656522815485	729.2107355796044	1.236619968196981	7.933165227857695E-7	7.933165227857696E-7	-18134.570323373882	0.0	-1116.9955206060797
71000	-19246.866971077554	-1123.0834976904	-18123.783473387153	1139.5379690140592	1397.7862093771807	12500.950320845814	654.2989786257517	1.6581952144569914	7.883015717491405E-7	7.883015717491409E-7	-18123.783473387153	0.0	-1126.035197510434
72000	-19253.199204459186	-1127.977074216489	-18125.2221302427	1166.625289047543	1370.698889343697	12924.153301416918	799.6827654851116	1.525300294914863	7.289362818715549E-7	7.289362818715547E-7	-18125.2221302427	0.0	-1130.8392301206388
73000	-19250.998315301236	-1121.595184484781	-18129.403130816456	1229.1979250751324	1308.1262533161075	12749.171848753092	722.119963311097	1.5832801416420854	9.296913969644838E-7	9.296913969644839E-7	-18129.403130816456	0.0	-1124.4045266969881
74000	-19253.94712314974	-1128.1209712682075	-18125.826151881534	1370.7774829312682	1166.5466954599717	13330.976322285005	650.4251511350539	0.9969901589739911	7.125743055994511E-7	7.125743055994514E-7	-18125.826151881534	0.0	-1131.426594618182
75000	-19259.278286625708	-1130.8170634232497	-18128.46122320246	1309.9236428371821	1227.4005355540578	13353.171236663182	704.1725068835837	1.3425888952298155	7.60498231295406E-7	7.604982312954071E-7	-18128.46122320246	0.0	-1133.876010184266
76000	-19248.72785169158	-1127.7207791970322	-18121.007072494547	1286.191972361437	1251.132206029803	13046.271221857505	707.0112963470461	1.1594847279286546	8.575529384488818E-7	8.575529384488814E-7	-18121.007072494547	0.0	-1130.7765397072626
77000	-19262.733719537115	-1134.1280175195188	-18128.605702017598	1611.917616872588	925.4065615186519	14054.980417761624	784.6108105575026	1.4036515990825842	7.574795154020988E-7	7.574795154020987E-7	-18128.605702017598	0.0	-1137.0808778158848
78000	-19260.448525459353	-1147.8732963600287	-18112.575229099326	1313.1131443299437	1224.2110340612962	14093.753398054718	787.462811195964	1.0051569521077761	6.812163740291964E-7	6.812163740291966E-7	-18112.575229099326	0.0	-1151.0350084967479
79000	-19253.928544986473	-1143.170313792117	-18110.758231194355	1332.0841655159877	1205.2400128752522	13870.928073108176	753.1917441899133	0.7645807483274827	7.423844583457075E-7	7.423844583457081E-7	-18110.758231194355	0.0	-1146.4003007366634
80000	-19236.20070180075	-1144.5408948158224	-18091.659806984928	1388.1164096149341	1149.2077687763058	14063.311747766276	771.4737016817048	0.730277496269906	6.943546672964069E-7	6.943546672964076E-7	-18091.659806984928	0.0	-1147.795725935739
81000	-19158.654149736798	-1130.6916278970336	-18027.962521839763	1490.1574438283044	1047.1667345629355	13831.170383850202	771.4703648032422	0.7462242081173579	7.164592543927752E-7	7.164592543927748E-7	-18027.962521839763	0.0	-1133.9187469791018
82000	-19133.19528437289	-1122.5233138069639	-18010.671970565927	1390.7377427956778	1146.586435595562	13171.006252745367	724.7786021927037	0.9638549806390322	7.826854841149268E-7	7.826854841149273E-7	-18010.671970565927	0.0	-1125.6786653399877
83000	-19130.9870196121	-1123.2772505699045	-18007.709769042198	1475.301070354622	1062.023108036618	13200.425192290444	689.2886296097432	1.183426577044753	7.972949630824353E-7	7.97294963082436E-7	-18007.709769042198	0.0	-1126.3919362038034
84000	-19129.507964048844	-1123.817673987928	-18005.690290060917	1357.425167821173	1179.8990105700668	12912.916362771448	745.0651676443043	1.0831199074612634	8.074453495688333E-7	8.074453495688326E-7	-18005.690290060917	0.0	-1126.876231157455
85000	-19128.865670734354	-1134.5971022671768	-17994.268568467178	1209.1174911530632	1328.2066872381768	12833.105457093325	764.4410102802883	0.9697232529724481	8.071701390881125E-7	8.071701390881127E-7	-17994.268568467178	0.0	-1137.6686748640843
86000	-19119.60721590384	-1121.2008805481976	-17998.406335355645	1351.7903654453207	1185.5338129459192	12557.96760925854	719.5936801708177	1.2707554038531184	6.89135518006215E-7	6.891355180062143E-7	-17998.406335355645	0.0	-1124.2874293844682
87000	-19111.042851331473	-1120.9273943755513	-17990.115456955922	1201.9743481316946	1335.3498302595453	12413.636017774521	599.1943806874809	0.9833127070877272	7.173647235622898E-7	7.173647235622895E-7	-17990.115456955922	0.0	-1124.281539820227
88000	-19122.686194571295	-1133.5618782131849	-17989.12431635811	1250.099768082011	1287.224410309229	13070.906801309327	777.0438414965855	1.022532133155053	8.248427771204464E-7	8.248427771204463E-7	-17989.12431635811	0.0	-1136.596081174191
89000	-19113.931643275893	-1133.5394558216954	-17980.3921874542	1392.036557493284	1145.287620897956	13693.951556600037	782.3942216580649	1.4920046891924572	5.923849271620988E-7	5.923849271620992E-7	-17980.3921874542	0.0	-1136.571173009043
90000	-19106.87907089349	-1128.544582209022	-17978.334488684468	1494.9325741554458	1042.3916042357941	13604.315917901587	716.7719436628109	1.2733399768110607	6.788439727949992E-7	6.788439727949993E-7	-17978.334488684468	0.0	-1131.6809738113782
91000	-19106.85049408352	-1134.1643722335812	-17972.686121849936	1509.0203789699128	1028.303799421327	14139.646776905489	702.3388585003903	1.202930676286726	6.75259097935156E-7	6.752590979351559E-7	-17972.686121849936	0.0	-1137.3709773642322
92000	-19093.827962214917	-1122.367713609669	-17971.460248605246	1579.7895734851752	957.5346049060647	13959.395424588034	720.4832499567702	1.1807828516360122	7.031420512972345E-7	7.03142051297235E-7	-17971.460248605246	0.0	-1125.5306757027258
93000	-19095.359160676897	-1121.3197686326512	-17974.039392044248	1259.5189097481468	1277.805268643093	12907.697069972739	678.4819073617431	0.9386802036645913	5.334394124928973E-7	5.334394124928974E-7	-17974.039392044248	0.0	-1124.7348275715856
94000	-19089.502209183847	-1122.5790105533586	-17966.923198630488	1610.9111629722388	926.4130154190011	13825.132846127348	628.1149798995727	1.1324971802925148	6.9230567334296E-7	6.923056733429599E-7	-17966.923198630488	0.0	-1125.9012627694865
95000	-19094.814193771675	-1121.4802261379077	-17973.333967633767	1974.154620481975	563.169557909265	14564.074142568614	675.1711449954964	0.8130248936597415	6.362631686898196E-7	6.362631686898198E-7	-17973.333967633767	0.0	-1124.9093365082274
96000	-19109.822665328516	-1136.784581211578	-17973.03808411694	1679.5900393138052	857.7341390774347	14317.357328713555	710.0295554844417	0.9857089759385577	7.057598100753491E-7	7.057598100753498E-7	-17973.03808411694	0.0	-1140.0464479303432
97000	-19105.58347276027	-1131.8534814236202	-17973.72999133665	1676.019318013859	861.3048603773809	14461.329230551155	748.0151279964207	1.4424617421793093	6.812831478280671E-7	6.812831478280677E-7	-17973.72999133665	0.0	-1134.906184904521
98000	-19079.05437679955	-1134.04035701149	-17945.01401978806	1483.4630102406318	1053.8611681506081	14273.09534831401	800.1134273222465	1.1562472778406874	7.050278403056565E-7	7.050278403056567E-7	-17945.01401978806	0.0	-1137.1176642668681
99000	-19091.402078307998	-1140.6645445147133	-17950.737533793286	1682.4682574903245	854.8559209009154	15193.0019489981	736.6224698717901	1.771681808488104	5.181449088791612E-7	5.181449088791612E-7	-17950.737533793286	0.0	-1143.7603828213316
100000	-19087.430619477862	-1132.1478889981245	-17955.282730479736	1677.939034929355	859.3851434618848	14302.558802712969	732.7988654547407	1.5111188254705539	6.381543215439677E-7	6.381543215439669E-7	-17955.282730479736	0.0	-1135.2207145451266
101000	-19054.92156082695	-1124.329345283837	-17930.592215543114	1250.6314667559604	1286.6927116352795	13211.005189632766	721.6451354318021	1.2861556911167167	6.35579607412147E-7	6.355796074121472E-7	-17930.592215543114	0.0	-1127.4728722069033
102000	-19057.43361984376	-1120.6391233655797	-17936.79449647818	1278.5571052890716	1258.7670731021683	13266.98707093444	680.07535994851	1.293379006190619	7.958906500914852E-7	7.958906500914851E-7	-17936.79449647818	0.0	-1123.7265415850493
103000	-19060.419352900382	-1128.5319200649901	-17931.887432835392	1259.8021160233372	1277.5220623679027	13169.593117551822	763.0567228614063	1.2590840858986996	7.56877630387738E-7	7.568776303877382E-7	-17931.887432835392	0.0	-1131.5401148838318
104000	-19059.928674987652	-1142.602180636432	-17917.32649435122	1404.8313360720588	1132.4928423191811	14242.256266376638	667.3723496878737	0.7871985193027449	6.407855432865825E-7	6.407855432865829E-7	-17917.32649435122	0.0	-1146.0353472048575
105000	-19068.118483939794	-1150.7681904930853	-17917.350293446707	1200.0506661103768	1337.273512280863	14191.059809927006	799.9404470212579	0.7980970468736505	6.797347226021315E-7	6.797347226021306E-7	-17917.350293446707	0.0	-1153.9854386957186
106000	-19054.024802609987	-1155.8494882736547	-17898.17531433633	1788.9666281145091	748.3575502767308	15838.622964536453	804.5319213456407	0.7980970468736505	5.52472534690857E-7	5.524725346908572E-7	-17898.17531433633	0.0	-1159.2204779478113
107000	-19049.299796929547	-1139.906378017879	-17909.393418911666	1440.0700583951002	1097.2541199961397	14311.75563275921	807.4061118128817	1.1282137269770582	6.310699767333639E-7	6.310699767333644E-7	-17909.393418911666	0.0	-1143.0433295461287
108000	-19059.823603321525	-1156.8246451161324	-17902.998958205393	1796.4013219633514	740.9228564278885	15447.046364823545	843.9558888131928	1.1442841065599125	4.81591069593192E-7	4.81591069593192E-7	-17902.998958205393	0.0	-1160.0859970350039
109000	-19056.362957210782	-1147.1480343182932	-17909.21492289249	1469.703126868049	1067.621051523191	14495.696484465368	833.3635722925794	1.3633402194418276	5.073860435830388E-7	5.07386043583039E-7	-17909.21492289249	0.0	-1150.2762455305742
110000	-19065.635444470146	-1153.6356359603174	-17911.99980850983	1509.309090192128	1028.015088199112	14624.239086871567	888.194780488432	0.7219106039813064	5.671732226097372E-7	5.671732226097372E-7	-17911.99980850983	0.0	-1156.873551316612
111000	-19050.733238889672	-1141.360582576964	-17909.37265631271	1241.0902688925134	1296.2339094987265	13449.20458836721	858.6498730063702	1.1594467205990913	7.268261154657024E-7	7.268261154657023E-7	-17909.37265631271	0.0	-1144.321362654278
112000	-19043.96737474004	-1133.3585535657255	-17910.608821174315	1484.424393341274	1052.8997850499659	13770.071691668541	786.4875989028918	1.06609440363134	6.260152357770513E-7	6.260152357770515E-7	-17910.608821174315	0.0	-1136.5306297976101
113000	-19046.791352398235	-1140.2576775781881	-17906.533674820046	1499.0316102279191	1038.2925681633208	14201.530060515779	759.5274853507708	1.264169239980214	4.53656238863778E-7	4.5365623886377785E-7	-17906.533674820046	0.0	-1143.5656333597124
114000	-19030.536526627347	-1133.5067694310712	-17897.029757196276	1565.525278130621	971.7989002606189	13946.624617307181	838.586919012329	0.9910761458138224	6.933143002364938E-7	6.933143002364936E-7	-17897.029757196276	0.0	-1136.5965236684563
