"","Tip1","Tip2","TimeDiff","gens","snpsPerGen","snpDist"
"1310","35758_2065.00399875399","47524_2484.98526624003",649.4853447875,21,0.238095238095238,5
"1311","35758_2065.00399875399","47994_2501.7550794017",666.2551579492,20,0.3,6
"1312","35758_2065.00399875399","47521_2484.98526624003",649.4853447876,34,0.117647058823529,4
"1313","35758_2065.00399875399","47522_2484.98526624003",649.4853447876,29,0.137931034482758,4
"1314","35758_2065.00399875399","49001_2537.32417839124",701.8242569388,24,0.166666666666666,4
"1315","35758_2065.00399875399","47671_2490.49549799586",654.9955765434,26,0.153846153846154,4
"1316","35758_2065.00399875399","48138_2507.51112716475",672.0112057123,33,0.121212121212121,4
"1317","35758_2065.00399875399","46520_2452.504781302",617.0048598495,18,0.222222222222222,4
"1318","35758_2065.00399875399","47968_2501.01792219308",665.5180007406,23,0.130434782608696,3
"1319","35758_2065.00399875399","48384_2516.49010830204",680.9901868496,15,0.266666666666666,4
"1320","35758_2065.00399875399","45507_2422.42501588809",586.9250944356,22,0.181818181818182,4
"1321","35758_2065.00399875399","44810_2400.40056365174",564.9006421993,32,0.09375,3
"1322","35758_2065.00399875399","45131_2410.40712278005",574.9072013276,19,0.157894736842105,3
"1323","35758_2065.00399875399","45336_2417.03284824881",581.5329267964,28,0.178571428571429,5
"1324","35758_2065.00399875399","46670_2456.99141219886",621.4914907464,29,0.206896551724138,6
"1325","35758_2065.00399875399","41765_2289.53335444437",454.033432992,16,0.125,2
"1326","35758_2065.00399875399","37976_2149.84813983467",314.3482183823,15,0.0666666666666666,1
"1327","35758_2065.00399875399","37516_2130.59507849564",295.0951570432,12,0.166666666666667,2
"1328","35758_2065.00399875399","35891_2069.70677146791",234.2068500156,9,0.111111111111111,1
"1329","35758_2065.00399875399","36280_2086.1095824782",302.400072828,14,0.0714285714285714,1
"1330","35758_2065.00399875399","36749_2103.18549432921",319.475984679,11,0.181818181818182,2
"1331","35758_2065.00399875399","36200_2083.01901696416",402.6530617394,10,0.1,1
"1332","35758_2065.00399875399","48711_2527.19561547456",1187.4276299131,44,0.136363636363636,6
"1333","35758_2065.00399875399","47664_2490.38934106348",1150.621355502,46,0.130434782608696,6
"1334","35758_2065.00399875399","48451_2518.1194963611",1178.3515107997,41,0.146341463414634,6
"1335","35758_2065.00399875399","46830_2463.05766682147",1123.28968126,47,0.127659574468085,6
"1336","35758_2065.00399875399","46831_2463.05766682147",1123.2896812601,33,0.181818181818182,6
"1337","35758_2065.00399875399","44421_2386.57905914261",1046.8110735812,34,0.147058823529412,5
"1338","35758_2065.00399875399","47272_2476.49086427515",1136.7228787137,46,0.108695652173913,5
"1339","35758_2065.00399875399","43279_2346.1634623787",1006.3954768173,34,0.147058823529412,5
"1340","35758_2065.00399875399","45604_2425.25238992723",1085.4844043658,39,0.153846153846154,6
"1341","35758_2065.00399875399","43280_2346.1634623787",1006.3954768173,51,0.0784313725490195,4
"1342","35758_2065.00399875399","41771_2289.80081328725",950.0328277258,43,0.0930232558139534,4
"1343","35758_2065.00399875399","42143_2304.9903829258",965.2223973644,49,0.122448979591837,6
"1344","35758_2065.00399875399","42163_2305.79891868687",966.0309331255,29,0.137931034482758,4
"1345","35758_2065.00399875399","42162_2305.79891868687",966.0309331255,37,0.108108108108108,4
"1346","35758_2065.00399875399","39852_2219.62724842252",879.8592628611,23,0.173913043478261,4
"1347","35758_2065.00399875399","35789_2065.87303263965",726.1050470782,30,0.1,3
"1348","35758_2065.00399875399","44544_2390.48370015721",1050.7157145955,36,0.138888888888889,5
"1349","35758_2065.00399875399","44546_2390.48370015721",1050.7157145955,31,0.161290322580645,5
"1350","35758_2065.00399875399","44335_2383.47766728074",1043.7096817191,38,0.131578947368421,5
"1351","35758_2065.00399875399","43291_2346.78846027731",1007.0204747157,39,0.128205128205128,5
"1352","35758_2065.00399875399","42455_2316.97176740124",977.2037818396,39,0.128205128205128,5
"1353","35758_2065.00399875399","43889_2367.36686420819",1027.5988786465,40,0.125,5
"1354","35758_2065.00399875399","44228_2379.29951101605",1039.5315254544,41,0.121951219512195,5
"1355","35758_2065.00399875399","43058_2338.55483596806",998.7868504064,36,0.166666666666667,6
"1356","35758_2065.00399875399","47644_2489.20119467866",1149.4332091171,37,0.162162162162162,6
"1357","35758_2065.00399875399","47111_2471.63675522313",1131.8687696615,34,0.147058823529412,5
"1358","35758_2065.00399875399","46364_2448.42950579759",1108.661520236,40,0.125,5
"1359","35758_2065.00399875399","47108_2471.63675522313",1131.8687696615,48,0.104166666666667,5
"1360","35758_2065.00399875399","47113_2471.63675522313",1131.8687696615,57,0.105263157894737,6
"1361","35758_2065.00399875399","41476_2279.10998056597",939.3419950043,32,0.15625,5
"1362","35758_2065.00399875399","39343_2199.24244598974",859.4744604281,41,0.121951219512195,5
"1363","35758_2065.00399875399","40347_2236.98807109603",897.2200855344,43,0.116279069767442,5
"1364","35758_2065.00399875399","39340_2199.24244598974",859.4744604282,41,0.146341463414634,6
"1365","35758_2065.00399875399","39688_2212.81812190804",873.0501363465,40,0.15,6
"1366","35758_2065.00399875399","39346_2199.24244598974",859.4744604282,24,0.208333333333334,5
"1367","35758_2065.00399875399","35937_2072.09263267937",732.3246471179,38,0.131578947368421,5
"1368","35758_2065.00399875399","37392_2126.20321831696",786.4352327556,28,0.107142857142857,3
"1369","35758_2065.00399875399","37393_2126.20321831696",786.4352327556,34,0.0882352941176471,3
"1370","35758_2065.00399875399","38584_2173.277411568",833.5094260066,32,0.09375,3
"1371","35758_2065.00399875399","35530_2056.7632807308",716.9952951694,35,0.0571428571428573,2
"1372","35758_2065.00399875399","35529_2056.7632807308",716.9952951694,20,0.15,3
"1373","35758_2065.00399875399","36711_2101.70543396644",761.937448405,35,0.0571428571428573,2
"1374","35758_2065.00399875399","36217_2083.62841170485",743.8604261434,29,0.0689655172413794,2
"1375","35758_2065.00399875399","35531_2056.7632807308",716.9952951694,29,0.0689655172413794,2
"1376","35758_2065.00399875399","35787_2065.87303263965",726.1050470783,31,0.0645161290322582,2
"1377","35758_2065.00399875399","42103_2303.7112410955",2509.8444395876,83,0.216867469879518,18
"1378","35758_2065.00399875399","41498_2280.04160380687",2486.1748022989,100,0.18,18
"1379","35758_2065.00399875399","43555_2354.88403658012",2561.0172350722,117,0.153846153846154,18
"1380","35758_2065.00399875399","36026_2075.94899467376",2282.0821931659,88,0.193181818181819,17
"1381","35758_2065.00399875399","36882_2107.24177621803",2313.3749747101,90,0.188888888888889,17
"1382","35758_2065.00399875399","36439_2091.85071599794",2297.98391449,95,0.189473684210526,18
"1383","35758_2065.00399875399","36728_2102.04923644611",2308.1824349382,93,0.193548387096774,18
"1384","35758_2065.00399875399","40019_2226.10570712281",2432.2389056149,90,0.211111111111111,19
"1385","35758_2065.00399875399","37970_2149.68619505974",2355.8193935518,80,0.25,20
"1386","35758_2065.00399875399","41095_2266.45767172445",2472.5908702166,95,0.2,19
"1387","35758_2065.00399875399","41096_2266.45767172445",2472.5908702166,93,0.215053763440861,20
"1388","35758_2065.00399875399","44713_2396.79301540148",2602.9262138937,87,0.218390804597701,19
"1389","35758_2065.00399875399","43996_2370.85336373828",2576.9865622305,98,0.193877551020408,19
"1390","35758_2065.00399875399","43994_2370.85336373828",2576.9865622305,107,0.177570093457944,19
"1391","35758_2065.00399875399","47723_2492.28380199475",2698.4170004869,101,0.207920792079208,21
"1392","35758_2065.00399875399","47724_2492.28380199475",2698.4170004869,77,0.272727272727273,21
"1393","35758_2065.00399875399","45599_2425.09506708441",2631.2282655766,94,0.212765957446809,20
"1394","35758_2065.00399875399","44106_2374.91279709141",2581.0459955835,113,0.176991150442478,20
"1395","35758_2065.00399875399","45817_2431.51846715188",2637.651665644,99,0.191919191919192,19
"1396","35758_2065.00399875399","45815_2431.51846715188",2637.651665644,94,0.212765957446809,20
"1397","35758_2065.00399875399","46607_2455.44101855233",2661.5742170445,84,0.214285714285714,18
"1398","35758_2065.00399875399","48810_2530.75673049293",2736.8899289851,110,0.163636363636364,18
"1399","35758_2065.00399875399","48690_2526.53578372218",2732.6689822144,110,0.172727272727272,19
"1400","35758_2065.00399875399","44931_2404.55929688333",2610.6924953755,92,0.195652173913043,18
"1401","35758_2065.00399875399","43954_2368.75089013618",2574.8840886284,105,0.171428571428571,18
"1402","35758_2065.00399875399","43951_2368.75089013618",2574.8840886284,107,0.168224299065421,18
"1403","35758_2065.00399875399","41940_2297.50357621117",2503.6367747033,88,0.204545454545455,18
"1404","35758_2065.00399875399","40532_2244.4832274051",2450.6164258972,92,0.195652173913043,18
"1405","35758_2065.00399875399","40531_2244.4832274051",2450.6164258972,75,0.24,18
"1406","35758_2065.00399875399","40436_2240.84497640335",2446.9781748954,92,0.195652173913043,18
"1407","35758_2065.00399875399","39653_2210.85637664459",2416.9895751367,72,0.25,18
"1408","35758_2065.00399875399","39295_2198.16290841124",2404.2961069034,101,0.178217821782178,18
"1409","35758_2065.00399875399","45801_2431.06622732369",2637.1994258156,66,0.333333333333333,22
"1410","35758_2065.00399875399","46037_2438.36063471563",2644.4938332075,103,0.223300970873787,23
"1411","35758_2065.00399875399","43755_2361.69608255742",2567.8292810493,94,0.212765957446809,20
"1412","35758_2065.00399875399","44154_2376.33784496519",2582.4710434571,87,0.229885057471265,20
"1413","35758_2065.00399875399","41218_2269.90886208745",2476.0420605794,97,0.175257731958763,17
"1414","35758_2065.00399875399","47334_2478.68293751785",2684.8161360098,98,0.183673469387755,18
"1415","35758_2065.00399875399","42991_2336.10560945246",2542.2388079444,88,0.193181818181819,17
"1416","35758_2065.00399875399","42569_2320.24375654438",2526.3769550363,94,0.180851063829788,17
"1417","35758_2065.00399875399","42570_2320.24375654438",2526.3769550363,91,0.186813186813187,17
"1418","35758_2065.00399875399","43949_2368.66198259052",2574.7951810824,101,0.178217821782178,18
"1419","35758_2065.00399875399","46665_2456.73826328477",2662.8714617767,102,0.186274509803921,19
"1420","35758_2065.00399875399","43192_2343.14976996448",2549.2829684564,115,0.147826086956522,17
"1421","35758_2065.00399875399","43193_2343.14976996448",2549.2829684564,101,0.168316831683169,17
"1422","35758_2065.00399875399","43191_2343.14976996448",2549.2829684564,95,0.178947368421053,17
"1423","35758_2065.00399875399","41222_2269.90886208745",2476.0420605794,112,0.151785714285715,17
"1424","35758_2065.00399875399","43184_2342.93245632508",2549.0656548171,77,0.246753246753246,19
"1425","35758_2065.00399875399","40345_2236.69700594086",2442.8302044329,99,0.171717171717172,17
"1426","35758_2065.00399875399","40208_2232.66125553425",2438.7944540263,78,0.230769230769231,18
"1427","35758_2065.00399875399","37892_2145.96208038664",2352.0952788787,84,0.202380952380953,17
"1428","35758_2065.00399875399","37453_2128.82753321557",2334.9607317077,70,0.228571428571428,16
"1429","35758_2065.00399875399","47226_2475.266893833",2681.4000923252,84,0.130952380952381,11
"1430","35758_2065.00399875399","47605_2487.85348508782",2693.98668358,103,0.106796116504854,11
"1431","35758_2065.00399875399","47612_2488.11682046354",2694.2500189557,100,0.11,11
"1432","35758_2065.00399875399","46416_2449.51241740139",2655.6456158935,106,0.10377358490566,11
"1433","35758_2065.00399875399","46269_2444.76903027884",2650.902228771,112,0.107142857142857,12
"1434","35758_2065.00399875399","45338_2417.23587598812",2623.3690744803,90,0.122222222222222,11
"1435","35758_2065.00399875399","45343_2417.23587598812",2623.3690744803,90,0.122222222222222,11
"1436","35758_2065.00399875399","48770_2528.3664485051",2734.4996469971,91,0.142857142857142,13
"1437","35758_2065.00399875399","48363_2515.1632500332",2721.2964485252,121,0.0991735537190083,12
"1438","35758_2065.00399875399","48916_2534.09349845077",2740.2266969428,105,0.123809523809523,13
"1439","35758_2065.00399875399","47488_2483.65083788571",2689.7840363778,107,0.11214953271028,12
"1440","35758_2065.00399875399","38176_2157.31813883107",2363.4513373232,88,0.125,11
"1441","35758_2065.00399875399","37084_2114.73477455809",2320.8679730502,98,0.102040816326531,9.99999999999999
"1442","35758_2065.00399875399","36979_2110.44817844374",2316.5813769359,77,0.12987012987013,9.99999999999999
"1443","35758_2065.00399875399","37637_2136.3261276279",2342.4593261201,100,0.1,9.99999999999999
"1444","35758_2065.00399875399","35290_2045.43035674398",2251.5635552362,86,0.127906976744186,11
"1445","35758_2065.00399875399","35611_2059.90111965301",2266.0343181452,86,0.127906976744186,11
"1446","38690_2177.19693200358","39942_2223.39305481869",78.7195248491,4,0.500000000000001,2
"1447","38690_2177.19693200358","38303_2162.21955182523",179.7109214257,9,0.111111111111111,1
"1448","38690_2177.19693200358","38302_2162.21955182523",179.7109214257,8,0.125,1
"1449","38690_2177.19693200358","47524_2484.98526624003",502.4766358405,17,0.294117647058824,5
"1450","38690_2177.19693200358","47994_2501.7550794017",519.2464490022,16,0.375,6
"1451","38690_2177.19693200358","47521_2484.98526624003",502.4766358406,20,0.2,4
"1452","38690_2177.19693200358","47522_2484.98526624003",502.4766358406,19,0.210526315789473,4
"1453","38690_2177.19693200358","49001_2537.32417839124",554.8155479918,20,0.2,4
"1454","38690_2177.19693200358","47671_2490.49549799586",507.9868675964,23,0.173913043478261,4
"1455","38690_2177.19693200358","48138_2507.51112716475",525.0024967653,18,0.222222222222222,4
"1456","38690_2177.19693200358","46520_2452.504781302",469.9961509025,15,0.266666666666666,4
"1457","38690_2177.19693200358","47968_2501.01792219308",518.5092917936,23,0.130434782608696,3
"1458","38690_2177.19693200358","48384_2516.49010830204",533.9814779026,14,0.285714285714285,4
"1459","38690_2177.19693200358","45507_2422.42501588809",439.9163854886,16,0.25,4
"1460","38690_2177.19693200358","44810_2400.40056365174",417.8919332523,19,0.157894736842105,3
"1461","38690_2177.19693200358","45131_2410.40712278005",427.8984923806,13,0.230769230769231,3
"1462","38690_2177.19693200358","45336_2417.03284824881",434.5242178494,17,0.294117647058824,5
"1463","38690_2177.19693200358","46670_2456.99141219886",474.4827817994,16,0.375,6
"1464","38690_2177.19693200358","41765_2289.53335444437",307.024724045,5,0.400000000000001,2
"1465","38690_2177.19693200358","37976_2149.84813983467",167.3395094353,7,0.142857142857143,1
"1466","38690_2177.19693200358","37516_2130.59507849564",148.0864480962,7,0.285714285714286,2
"1467","38690_2177.19693200358","35891_2069.70677146791",153.858402676,8,0.125,1
"1468","38690_2177.19693200358","36280_2086.1095824782",414.5930060776,22,0.136363636363636,3
"1469","38690_2177.19693200358","36749_2103.18549432921",431.6689179286,15,0.266666666666666,4
"1470","38690_2177.19693200358","36200_2083.01901696416",514.845994989,15,0.2,3
"1471","38690_2177.19693200358","48711_2527.19561547456",1299.6205631627,43,0.186046511627907,8
"1472","38690_2177.19693200358","47664_2490.38934106348",1262.8142887516,57,0.140350877192983,8
"1473","38690_2177.19693200358","48451_2518.1194963611",1290.5444440493,43,0.186046511627907,8
"1474","38690_2177.19693200358","46830_2463.05766682147",1235.4826145096,61,0.131147540983607,8
"1475","38690_2177.19693200358","46831_2463.05766682147",1235.4826145097,54,0.148148148148148,8
"1476","38690_2177.19693200358","44421_2386.57905914261",1159.0040068308,43,0.162790697674419,7
"1477","38690_2177.19693200358","47272_2476.49086427515",1248.9158119633,48,0.145833333333333,7
"1478","38690_2177.19693200358","43279_2346.1634623787",1118.5884100669,46,0.152173913043478,7
"1479","38690_2177.19693200358","45604_2425.25238992723",1197.6773376154,49,0.163265306122449,8
"1480","38690_2177.19693200358","43280_2346.1634623787",1118.5884100669,49,0.122448979591837,6
"1481","38690_2177.19693200358","41771_2289.80081328725",1062.2257609754,33,0.181818181818182,6
"1482","38690_2177.19693200358","42143_2304.9903829258",1077.415330614,37,0.216216216216216,8
"1483","38690_2177.19693200358","42163_2305.79891868687",1078.2238663751,43,0.13953488372093,6
"1484","38690_2177.19693200358","42162_2305.79891868687",1078.2238663751,46,0.130434782608696,6
"1485","38690_2177.19693200358","39852_2219.62724842252",992.0521961107,46,0.130434782608696,6
"1486","38690_2177.19693200358","35789_2065.87303263965",838.2979803278,31,0.161290322580645,5
"1487","38690_2177.19693200358","44544_2390.48370015721",1162.9086478451,42,0.166666666666667,7
"1488","38690_2177.19693200358","44546_2390.48370015721",1162.9086478451,54,0.12962962962963,7
"1489","38690_2177.19693200358","44335_2383.47766728074",1155.9026149687,48,0.145833333333333,7
"1490","38690_2177.19693200358","43291_2346.78846027731",1119.2134079653,42,0.166666666666667,7
"1491","38690_2177.19693200358","42455_2316.97176740124",1089.3967150892,29,0.241379310344827,7
"1492","38690_2177.19693200358","43889_2367.36686420819",1139.7918118961,36,0.194444444444444,7
"1493","38690_2177.19693200358","44228_2379.29951101605",1151.724458704,40,0.175,7
"1494","38690_2177.19693200358","43058_2338.55483596806",1110.979783656,55,0.145454545454546,8
"1495","38690_2177.19693200358","47644_2489.20119467866",1261.6261423667,35,0.228571428571429,8
"1496","38690_2177.19693200358","47111_2471.63675522313",1244.0617029111,51,0.137254901960784,7
"1497","38690_2177.19693200358","46364_2448.42950579759",1220.8544534856,54,0.12962962962963,7
"1498","38690_2177.19693200358","47108_2471.63675522313",1244.0617029111,43,0.162790697674419,7
"1499","38690_2177.19693200358","47113_2471.63675522313",1244.0617029111,49,0.163265306122449,8
"1500","38690_2177.19693200358","41476_2279.10998056597",1051.5349282539,36,0.194444444444444,7
"1501","38690_2177.19693200358","39343_2199.24244598974",971.6673936777,27,0.259259259259259,7
"1502","38690_2177.19693200358","40347_2236.98807109603",1009.413018784,40,0.175,7
"1503","38690_2177.19693200358","39340_2199.24244598974",971.6673936778,42,0.190476190476191,8
"1504","38690_2177.19693200358","39688_2212.81812190804",985.2430695961,37,0.216216216216216,8
"1505","38690_2177.19693200358","39346_2199.24244598974",971.6673936778,31,0.225806451612903,7
"1506","38690_2177.19693200358","35937_2072.09263267937",844.5175803675,34,0.205882352941176,7
"1507","38690_2177.19693200358","37392_2126.20321831696",898.6281660052,37,0.135135135135135,5
"1508","38690_2177.19693200358","37393_2126.20321831696",898.6281660052,42,0.119047619047619,5
"1509","38690_2177.19693200358","38584_2173.277411568",945.7023592562,46,0.108695652173913,5
"1510","38690_2177.19693200358","35530_2056.7632807308",829.188228419,37,0.108108108108108,4
"1511","38690_2177.19693200358","35529_2056.7632807308",829.188228419,33,0.151515151515152,5
"1512","38690_2177.19693200358","36711_2101.70543396644",874.1303816546,21,0.19047619047619,4
"1513","38690_2177.19693200358","36217_2083.62841170485",856.053359393,33,0.121212121212121,4
"1514","38690_2177.19693200358","35531_2056.7632807308",829.188228419,38,0.105263157894737,4
"1515","38690_2177.19693200358","35787_2065.87303263965",838.2979803279,23,0.173913043478261,4
"1516","38690_2177.19693200358","42103_2303.7112410955",2622.0373728372,107,0.186915887850468,20
"1517","38690_2177.19693200358","41498_2280.04160380687",2598.3677355485,106,0.188679245283019,20
"1518","38690_2177.19693200358","43555_2354.88403658012",2673.2101683218,118,0.169491525423729,20
"1519","38690_2177.19693200358","36026_2075.94899467376",2394.2751264155,96,0.197916666666666,19
"1520","38690_2177.19693200358","36882_2107.24177621803",2425.5679079597,91,0.208791208791208,19
"1521","38690_2177.19693200358","36439_2091.85071599794",2410.1768477396,96,0.208333333333334,20
"1522","38690_2177.19693200358","36728_2102.04923644611",2420.3753681878,85,0.235294117647059,20
"1523","38690_2177.19693200358","40019_2226.10570712281",2544.4318388645,87,0.241379310344828,21
"1524","38690_2177.19693200358","37970_2149.68619505974",2468.0123268014,95,0.231578947368421,22
"1525","38690_2177.19693200358","41095_2266.45767172445",2584.7838034662,100,0.21,21
"1526","38690_2177.19693200358","41096_2266.45767172445",2584.7838034662,91,0.241758241758241,22
"1527","38690_2177.19693200358","44713_2396.79301540148",2715.1191471433,102,0.205882352941176,21
"1528","38690_2177.19693200358","43996_2370.85336373828",2689.1794954801,97,0.216494845360825,21
"1529","38690_2177.19693200358","43994_2370.85336373828",2689.1794954801,89,0.235955056179775,21
"1530","38690_2177.19693200358","47723_2492.28380199475",2810.6099337365,103,0.223300970873787,23
"1531","38690_2177.19693200358","47724_2492.28380199475",2810.6099337365,102,0.225490196078432,23
"1532","38690_2177.19693200358","45599_2425.09506708441",2743.4211988262,114,0.192982456140351,22
"1533","38690_2177.19693200358","44106_2374.91279709141",2693.2389288331,96,0.229166666666666,22
"1534","38690_2177.19693200358","45817_2431.51846715188",2749.8445988936,121,0.173553719008264,21
"1535","38690_2177.19693200358","45815_2431.51846715188",2749.8445988936,106,0.20754716981132,22
"1536","38690_2177.19693200358","46607_2455.44101855233",2773.7671502941,75,0.266666666666667,20
"1537","38690_2177.19693200358","48810_2530.75673049293",2849.0828622347,97,0.20618556701031,20
"1538","38690_2177.19693200358","48690_2526.53578372218",2844.861915464,102,0.205882352941176,21
"1539","38690_2177.19693200358","44931_2404.55929688333",2722.8854286251,86,0.232558139534884,20
"1540","38690_2177.19693200358","43954_2368.75089013618",2687.077021878,90,0.222222222222223,20
"1541","38690_2177.19693200358","43951_2368.75089013618",2687.077021878,94,0.212765957446809,20
"1542","38690_2177.19693200358","41940_2297.50357621117",2615.8297079529,104,0.192307692307693,20
"1543","38690_2177.19693200358","40532_2244.4832274051",2562.8093591468,99,0.202020202020202,20
"1544","38690_2177.19693200358","40531_2244.4832274051",2562.8093591468,90,0.222222222222223,20
"1545","38690_2177.19693200358","40436_2240.84497640335",2559.171108145,108,0.185185185185186,20
"1546","38690_2177.19693200358","39653_2210.85637664459",2529.1825083863,84,0.238095238095239,20
"1547","38690_2177.19693200358","39295_2198.16290841124",2516.489040153,86,0.232558139534884,20
"1548","38690_2177.19693200358","45801_2431.06622732369",2749.3923590652,97,0.247422680412371,24
"1549","38690_2177.19693200358","46037_2438.36063471563",2756.6867664571,99,0.252525252525252,25
"1550","38690_2177.19693200358","43755_2361.69608255742",2680.0222142989,101,0.217821782178217,22
"1551","38690_2177.19693200358","44154_2376.33784496519",2694.6639767067,88,0.25,22
"1552","38690_2177.19693200358","41218_2269.90886208745",2588.234993829,102,0.186274509803921,19
"1553","38690_2177.19693200358","47334_2478.68293751785",2797.0090692594,115,0.173913043478261,20
"1554","38690_2177.19693200358","42991_2336.10560945246",2654.431741194,89,0.213483146067415,19
"1555","38690_2177.19693200358","42569_2320.24375654438",2638.5698882859,91,0.208791208791208,19
"1556","38690_2177.19693200358","42570_2320.24375654438",2638.5698882859,99,0.191919191919192,19
"1557","38690_2177.19693200358","43949_2368.66198259052",2686.988114332,87,0.229885057471265,20
"1558","38690_2177.19693200358","46665_2456.73826328477",2775.0643950263,102,0.205882352941176,21
"1559","38690_2177.19693200358","43192_2343.14976996448",2661.475901706,89,0.213483146067415,19
"1560","38690_2177.19693200358","43193_2343.14976996448",2661.475901706,113,0.168141592920354,19
"1561","38690_2177.19693200358","43191_2343.14976996448",2661.475901706,94,0.202127659574468,19
"1562","38690_2177.19693200358","41222_2269.90886208745",2588.234993829,120,0.158333333333333,19
"1563","38690_2177.19693200358","43184_2342.93245632508",2661.2585880667,113,0.185840707964602,21
"1564","38690_2177.19693200358","40345_2236.69700594086",2555.0231376825,97,0.195876288659793,19
"1565","38690_2177.19693200358","40208_2232.66125553425",2550.9873872759,91,0.21978021978022,20
"1566","38690_2177.19693200358","37892_2145.96208038664",2464.2882121283,101,0.188118811881188,19
"1567","38690_2177.19693200358","37453_2128.82753321557",2447.1536649573,96,0.1875,18
"1568","38690_2177.19693200358","47226_2475.266893833",2793.5930255748,110,0.118181818181818,13
"1569","38690_2177.19693200358","47605_2487.85348508782",2806.1796168296,105,0.123809523809523,13
"1570","38690_2177.19693200358","47612_2488.11682046354",2806.4429522053,97,0.134020618556701,13
"1571","38690_2177.19693200358","46416_2449.51241740139",2767.8385491431,110,0.118181818181818,13
"1572","38690_2177.19693200358","46269_2444.76903027884",2763.0951620206,102,0.137254901960785,14
"1573","38690_2177.19693200358","45338_2417.23587598812",2735.5620077299,130,0.0999999999999997,13
"1574","38690_2177.19693200358","45343_2417.23587598812",2735.5620077299,101,0.128712871287128,13
"1575","38690_2177.19693200358","48770_2528.3664485051",2846.6925802467,111,0.135135135135135,15
"1576","38690_2177.19693200358","48363_2515.1632500332",2833.4893817748,108,0.12962962962963,14
"1577","38690_2177.19693200358","48916_2534.09349845077",2852.4196301924,84,0.178571428571429,15
"1578","38690_2177.19693200358","47488_2483.65083788571",2801.9769696274,104,0.134615384615385,14
"1579","38690_2177.19693200358","38176_2157.31813883107",2475.6442705728,99,0.131313131313131,13
"1580","38690_2177.19693200358","37084_2114.73477455809",2433.0609062998,100,0.12,12
"1581","38690_2177.19693200358","36979_2110.44817844374",2428.7743101855,86,0.13953488372093,12
"1582","38690_2177.19693200358","37637_2136.3261276279",2454.6522593697,99,0.121212121212121,12
"1583","38690_2177.19693200358","35290_2045.43035674398",2363.7564884858,86,0.151162790697674,13
"1584","38690_2177.19693200358","35611_2059.90111965301",2378.2272513948,94,0.138297872340425,13
"1585","39942_2223.39305481869","38303_2162.21955182523",225.9070442408,4,0.75,3
"1586","39942_2223.39305481869","38302_2162.21955182523",225.9070442408,3,1,3
"1587","39942_2223.39305481869","47524_2484.98526624003",548.6727586556,17,0.411764705882353,7
"1588","39942_2223.39305481869","47994_2501.7550794017",565.4425718173,22,0.363636363636364,8
"1589","39942_2223.39305481869","47521_2484.98526624003",548.6727586557,20,0.3,6
"1590","39942_2223.39305481869","47522_2484.98526624003",548.6727586557,29,0.206896551724138,6
"1591","39942_2223.39305481869","49001_2537.32417839124",601.0116708069,20,0.3,6
"1592","39942_2223.39305481869","47671_2490.49549799586",554.1829904115,18,0.333333333333333,6
"1593","39942_2223.39305481869","48138_2507.51112716475",571.1986195804,21,0.285714285714286,6
"1594","39942_2223.39305481869","46520_2452.504781302",516.1922737176,29,0.206896551724138,6
"1595","39942_2223.39305481869","47968_2501.01792219308",564.7054146087,30,0.166666666666667,5
"1596","39942_2223.39305481869","48384_2516.49010830204",580.1776007177,12,0.5,6
"1597","39942_2223.39305481869","45507_2422.42501588809",486.1125083037,13,0.461538461538462,6
"1598","39942_2223.39305481869","44810_2400.40056365174",464.0880560674,17,0.294117647058824,5
"1599","39942_2223.39305481869","45131_2410.40712278005",474.0946151957,22,0.227272727272727,5
"1600","39942_2223.39305481869","45336_2417.03284824881",480.7203406645,24,0.291666666666666,7
"1601","39942_2223.39305481869","46670_2456.99141219886",520.6789046145,26,0.307692307692308,8
"1602","39942_2223.39305481869","41765_2289.53335444437",353.2208468601,13,0.307692307692307,4
"1603","39942_2223.39305481869","37976_2149.84813983467",213.5356322504,10,0.3,3
"1604","39942_2223.39305481869","37516_2130.59507849564",194.2825709113,10,0.4,4
"1605","39942_2223.39305481869","35891_2069.70677146791",200.0545254911,8,0.375,3
"1606","39942_2223.39305481869","36280_2086.1095824782",460.7891288927,21,0.238095238095238,5
"1607","39942_2223.39305481869","36749_2103.18549432921",477.8650407437,14,0.428571428571429,6
"1608","39942_2223.39305481869","36200_2083.01901696416",561.0421178041,22,0.227272727272727,5
"1609","39942_2223.39305481869","48711_2527.19561547456",1345.8166859778,46,0.217391304347826,9.99999999999999
"1610","39942_2223.39305481869","47664_2490.38934106348",1309.0104115667,56,0.178571428571428,9.99999999999999
"1611","39942_2223.39305481869","48451_2518.1194963611",1336.7405668644,51,0.196078431372549,9.99999999999999
"1612","39942_2223.39305481869","46830_2463.05766682147",1281.6787373247,58,0.172413793103448,9.99999999999999
"1613","39942_2223.39305481869","46831_2463.05766682147",1281.6787373248,48,0.208333333333333,9.99999999999999
"1614","39942_2223.39305481869","44421_2386.57905914261",1205.2001296459,47,0.191489361702128,9
"1615","39942_2223.39305481869","47272_2476.49086427515",1295.1119347784,44,0.204545454545455,9
"1616","39942_2223.39305481869","43279_2346.1634623787",1164.784532882,44,0.204545454545455,9
"1617","39942_2223.39305481869","45604_2425.25238992723",1243.8734604305,57,0.175438596491228,9.99999999999999
"1618","39942_2223.39305481869","43280_2346.1634623787",1164.784532882,41,0.195121951219512,8
