"","Tip1","Tip2","TimeDiff","gens","snpsPerGen","snpDist"
"238","37942_2148.91084162002","38690_2177.19693200358",2682.2061163474,99,0.121212121212121,12
"239","37942_2148.91084162002","38303_2162.21955182523",2667.2287361691,98,0.122448979591837,12
"240","37942_2148.91084162002","38131_2155.7688515802",2660.778035924,94,0.127659574468085,12
"241","37942_2148.91084162002","38130_2155.7688515802",2660.778035924,96,0.125,12
"242","37942_2148.91084162002","35874_2068.95948013409",2573.9686644779,98,0.122448979591837,12
"243","37942_2148.91084162002","36749_2103.18549432921",2608.194678673,105,0.123809523809524,13
"244","37942_2148.91084162002","36280_2086.1095824782",2591.118766822,102,0.137254901960784,14
"245","37942_2148.91084162002","35758_2065.00399875399",2570.0131830979,99,0.121212121212121,12
"246","37942_2148.91084162002","35893_2069.70677146791",2574.7159558117,92,0.130434782608696,12
"247","37942_2148.91084162002","35461_2053.74385095814",2558.7530353019,92,0.130434782608696,12
"248","37942_2148.91084162002","35590_2059.03964677196",2564.0488311158,108,0.12037037037037,13
"249","37942_2148.91084162002","37157_2117.43061600396",2622.4398003477,109,0.137614678899083,15
"250","37942_2148.91084162002","37159_2117.43061600396",2622.4398003477,88,0.170454545454545,15
"251","37942_2148.91084162002","39044_2190.17771623257",2695.1869005763,92,0.16304347826087,15
"252","37942_2148.91084162002","39967_2224.3500206104",2729.3592049542,92,0.16304347826087,15
"253","37942_2148.91084162002","40138_2229.8863385747",2734.8955229185,100,0.17,17
"254","37942_2148.91084162002","39968_2224.3500206104",2729.3592049542,114,0.140350877192982,16
"255","37942_2148.91084162002","39535_2206.78744898039",2711.7966333242,106,0.160377358490566,17
"256","37942_2148.91084162002","39513_2205.91040032987",2710.9195846736,95,0.126315789473684,12
"257","37942_2148.91084162002","39741_2215.29025485837",2720.2994392021,101,0.118811881188119,12
"258","37942_2148.91084162002","39517_2205.91040032987",2710.9195846737,101,0.118811881188119,12
"259","37942_2148.91084162002","43029_2337.69880949543",2842.7079938393,116,0.103448275862069,12
"260","37942_2148.91084162002","46051_2439.02598262757",2944.0351669714,104,0.134615384615385,14
"261","37942_2148.91084162002","43291_2346.78846027731",2851.7976446212,119,0.100840336134454,12
"262","37942_2148.91084162002","39518_2205.91040032987",2710.9195846737,101,0.118811881188119,12
