"","AncId","Desc","Branch.Length"
"1","101","2952_203.049830125997",30.9646654853
"2","101","3740_268.359466715488",96.2743020748
"3","102","13097_1133.5420578282",820.6943409141
"4","102","4293_320.020794391859",7.1730774778
"5","103","102",83.8163423624
"6","103","3448_243.927813130165",14.8964385785
"7","104","103",44.546821489
"8","104","4804_376.606317076218",192.1217640135
"9","105","101",38.6828501299
"10","105","104",51.0822385519
"11","106","1732_104.136904321817",6.5736743134
"12","106","105",35.8390845024
"13","107","106",55.4153606533
"14","107","4296_320.900688585766",278.7528192306
"15","108","6067_503.372032489626",535.4249709168
"16","108","107",74.2008077823
"17","109","10665_909.207759614583",673.3103880784
"18","109","5528_446.371268591624",210.4738970554
"19","110","108",26.3721462463
"20","110","109",294.3224562097
"21","111","11717_1013.62511520795",37.2029524617
"22","111","11430_988.221360995101",11.7991982489
"23","112","111",404.0575221093
"24","112","7303_597.813014983515",25.4483743466
"25","113","7341_600.932843117824",242.7943189701
"26","113","112",214.2261164892
"27","114","4428_335.690773759872",60.0037418727
"28","114","113",82.4514922606
"29","115","10945_937.611055432732",98.9939108727
"30","115","12112_1050.90425914352",212.2871145835
"31","116","17174_1693.42204070571",162.3235857496
"32","116","17584_1757.24109921067",226.1426442545
"33","117","18886_1979.84991654115",169.0295056185
"34","117","17999_1824.02091163473",13.2005007121
"35","118","17647_1767.73542863523",138.5626936178
"36","118","117",181.6476759052
"37","119","118",91.0899240507
"38","119","18765_1958.37720811281",420.294397146
"39","120","116",15.9032816868
"40","120","119",22.8876376974
"41","121","20147_2397.12737641397",963.1928731108
"42","121","120",81.2606699662
"43","122","15281_1379.57459009758",94.5482602356
"44","122","16991_1665.72016307361",380.6938332117
"45","123","18261_1865.08553323415",642.232723129
"46","123","122",62.1735197568
"47","124","121",222.5623025413
"48","124","123",11.4806093432
"49","125","14994_1335.61419375675",166.8388829805
"50","125","124",42.5968899856
"51","126","11955_1036.33079480468",34.3742803494
"52","126","125",166.818796321
"53","127","11513_995.402670081006",241.4753882359
"54","127","126",248.0292326101
"55","128","7876_651.112983869459",27.7938398271
"56","128","127",130.6081378028
"57","129","14922_1327.21120220597",204.2225449228
"58","129","14708_1294.49041823176",171.5017609485
"59","130","129",296.919247273
"60","130","11471_993.204143677379",167.1347336672
"61","131","18921_1987.89109729529",83.8889383142
"62","131","18536_1914.54857895595",10.5464199748
"63","132","13632_1183.48818172013",55.1049088179
"64","132","131",775.6188860789
"65","133","19743_2238.11523333731",459.3940390583
"66","133","19582_2174.03152589419",395.3103316152
"67","134","133",247.5675497971
"68","134","16321_1567.72670738666",36.5730629048
"69","135","134",139.6494836199
"70","135","15663_1445.78220802032",54.2780471583
"71","136","132",380.2469972743
"72","136","135",643.3678852341
"73","137","9249_790.403233181316",74.6230937902
"74","137","136",32.3561362367
"75","138","130",166.3120236775
"76","138","137",56.0227530584
"77","139","128",98.002044444
"78","139","138",134.4402867344
"79","140","115",400.3998498217
"80","140","139",87.0998048599
"81","141","114",32.9133565721
"82","141","140",195.4436194233
"83","142","589_9.92196377867471",9.5681898154
"84","142","141",242.4199013518
"85","143","6646_549.020917710146",48.8367393424
"86","143","7282_596.233285612587",96.0491072448
"87","144","6007_499.327080173782",118.2755162649
"88","144","143",119.1326144589
"89","145","144",159.238927076
"90","145","3393_239.433023980519",17.6203871476
"91","146","145",292.9359525647
"92","146","884_31.054193860975",102.1775095927
"93","147","5673_463.806846622527",96.7898683114
"94","147","11160_958.73939587313",591.722417562
"95","148","3523_250.942955143353",260.1656947093
"96","148","147",376.2397178772
"97","149","10573_902.024024287804",905.7290433556
"98","149","4484_342.310189144312",346.0152082121
"99","150","149",1.019421591
"100","150","1020_41.8194627880894",46.543903447
"101","151","8858_752.581428589871",56.2410765033
"102","151","11867_1027.19134818773",330.8509961011
"103","152","151",304.5715737804
"104","152","7362_602.825747845168",211.056969539
"105","153","4885_384.827153714393",62.1886221526
"106","153","152",69.1302467444
"107","154","4318_323.232359960449",11.5676710368
"108","154","153",10.9738426381
"109","155","154",104.4677822767
"110","155","3275_231.047158248844",23.8502516018
"111","156","7344_601.354106180381",570.7880546723
"112","156","6505_537.861256301951",507.2952047939
"113","157","155",198.0748718243
"114","157","156",21.4440166854
"115","158","150",18.1571658999
"116","158","157",32.0036413815
"117","159","158",-15.3289438229
"118","159","3491",8.5526627359
"119","160","16731_1629.48039118803",506.9101063438
"120","160","13897_1208.18208239157",85.6117975473
"121","161","9021_766.761624786167",73.7575280808
"122","161","160",429.5661881389
"123","162","2054_131.520566835408",95.7075161482
"124","162","161",657.1910460181
"125","163","13748_1195.27921338086",161.3910085792
"126","163","13676_1187.59227570189",153.7040709002
"127","164","17738_1785.65052083706",603.7237962593
"128","164","14355_1250.51217765243",68.5854530747
"129","165","163",152.8347870944
"130","165","164",300.8733068704
"131","166","14609_1279.01145177096",348.2246671267
"132","166","13444_1166.01094240743",235.2241577632
"133","167","165",380.6505928568
"134","167","166",430.3839597937
"135","168","10140_864.516475324045",477.6023849285
