"","AncId","Desc","Branch.Length"
"1","101","9096_1223.13014515289",573.2259889832
"2","101","5804_757.314448684312",107.4102925147
"3","102","101",264.7087921365
"4","102","3559_412.052010591508",26.8566465584
"5","103","19951_2073.69124228569",844.1557642383
"6","103","12116_1527.91486043567",298.3793823883
"7","104","103",32.6819541925
"8","104","9650_1274.01012451854",77.1566006637
"9","105","21646_2176.10806102723",437.1695211187
"10","105","15233_1771.56491881558",32.6263789071
"11","106","14922_1747.95023939001",55.3000463735
"12","106","105",46.288346892
"13","107","15581_1796.41763178022",157.7893722796
"14","107","106",54.0219335159
"15","108","9173_1230.22712683741",34.1631779937
"16","108","107",442.564310657
"17","109","12229_1539.38207463466",49.419768351
"18","109","14650_1729.62314711381",239.6608408302
"19","110","108",19.3485571424
"20","110","109",313.2469145823
"21","111","104",169.191578765
"22","111","110",149.0534466115
"23","112","111",331.4151907214
"24","112","5627_735.66931544461",39.4225610762
"25","113","5231_680.060150416135",51.9595062154
"26","113","112",68.1461101677
"27","114","12631_1572.39832131726",263.0428881357
"28","114","10743_1381.31059884231",71.9551656608
"29","115","27896_2518.83813099819",443.1683777503
"30","115","23158_2276.57495222202",200.9051989741
"31","116","115",112.5063885212
"32","116","19108_2024.59971145943",61.4363467327
"33","117","116",40.3684185994
"34","117","26088_2432.76100899348",509.9660628662
"35","118","117",27.0345821273
"36","118","21450_2162.67181090983",266.9114469098
"37","119","118",117.3963034816
"38","119","17566_1929.27643444373",150.9123739253
"39","120","119",248.9138074507
"40","120","18387_1982.22427242224",452.7740193545
"41","121","24838_2369.52661133318",336.1068154317
"42","121","19987_2074.91049592767",41.4907000262
"43","122","120",143.9265184337
"44","122","121",647.8960612675
"45","123","114",104.1375218311
"46","123","122",180.3058232836
"47","124","123",241.2420292049
"48","124","9931_1298.24630947063",334.2704273251
"49","125","124",423.6462446887
"50","125","8295_1135.00274250731",594.6731050505
"51","126","14225_1697.80006729001",282.0242698593
"52","126","11507_1460.50099128523",44.7251938545
"53","127","13706_1659.17621270137",293.9524576535
"54","127","126",50.5520423828
"55","128","10234_1329.70508416516",236.2370724216
"56","128","127",271.7557433043
"57","129","128",390.8318652465
"58","129","6118_795.517456932272",92.8813104353
"59","130","125",35.1608242252
"60","130","129",197.4673332654
"61","131","113",264.1635911624
"62","131","130",141.2317601932
"63","132","2378_243.341139831326",128.2047568469
"64","132","131",248.8006700539
"65","133","102",365.0758873299
"66","133","132",95.0169062812
"67","134","6900_927.030857195465",725.0759311478
"68","134","2390_244.688675265161",42.7337492175
"69","135","2274_228.807828014659",306.3737483999
"70","135","134",279.520846433
"71","136","133",239.0951141936
"72","136","135",141.4097171051
"73","137","3835_448.402618302484",471.5825922062
"74","137","1492_129.429715112557",152.6096890163
"75","138","8956_1209.10570320179",111.5859748222
"76","138","16022_1825.97038571272",728.4506573332
"77","139","4286_510.388717711475",91.3760540521
"78","139","138",678.5070647202
"79","140","1443_123.006826368642",60.4467971833
"80","140","139",356.452634474
"81","141","2633_284.370908204227",172.6068945999
"82","141","1617_144.340620269996",32.5766066656
"83","142","140",63.3068056573
"84","142","141",112.5107900763
"85","143","137",83.761671504
"86","143","142",106.1948689358
"87","144","4115_484.97734608188",168.0228567091
"88","144","3276_376.646706247112",59.6922168743
"89","145","2946_329.997973834609",172.3239342119
"90","145","144",159.2804497501
"91","146","28041_2524.35690417119",159.9595137439
"92","146","27991_2522.1986311514",157.8012407241
"93","147","22147_2213.19776940653",47.8176773087
"94","147","146",199.0172983295
"95","148","27761_2513.43771597797",185.9397447855
"96","148","27920_2519.93167844212",192.4337072496
"97","149","147",85.5278822663
"98","149","148",247.6457613609
"99","150","21433_2161.90388770382",145.2635167282
"100","150","19697_2057.43219712273",40.7918261471
"101","151","150",65.6736425121
"102","151","19067_2022.91634457608",71.9496161125
"103","152","149",359.5456173137
"104","152","151",230.6601359457
"105","153","23870_2318.05428736448",634.5315767125
"106","153","15966_1821.70109570317",138.1783850512
"107","154","152",131.8620651825
"108","154","153",95.0781833166
"109","155","154",604.1878179821
"110","155","7418_1024.57899170226",40.322282349
"111","156","21021_2135.52886000476",65.2557005959
"112","156","22653_2247.57097060648",177.2978111976
