AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
101, 12699_728.69727911146, 24238_1557.99546230408, 62.5689875732, 891.8671707658
102, 14495_821.60007579346, 23803_1509.46191447785, 35.2505441348, 723.1123828191
103,   102, 14899_843.226853621672, 55.1111413435, 111.9884633065
104,   103, 10810_637.12661988517, 253.2169266097, 159.1051561797
105,   104, 8953_534.913639069576, 311.4379432477, 368.3301186118
106,   105, 510 1, 222.5389196226, 56.9553991648
107, 26237_1760.46765044078, 25562_1697.26584703381, 117.3764353930, 54.1746319861
108, 27072_1843.18085583856,   107, 365.5940897801, 165.5044489892
109,   108, 14662_831.058669611718, 907.9068553390, 261.3787588922
110,   109, 8648_519.603908214334, 88.4617346726, 38.3857321674
111,   110, 7650_463.651542675418, 136.1436254986, 118.5769921270
112, 884_34.0962203364878,   111, 84.7159049948, 395.6942352067
113,   112, 3874_248.910357337887, 47.5202424124, 347.0502844086
114, 9998_594.487131837717, 18471_1086.32485917868, 55.0518602050, 546.8895875460
115, 10170_603.978246097726,   114, 172.3646223569, 107.8216478919
116, 6848_416.863754998756,   115, 198.3139457187, 213.0638144608
117,   116, 4403_282.335777890661, 102.8244321526, 166.6104007632
118,   113,   117, 97.1371606855, 311.0024648836
119, 8231_495.649968985636, 26563_1791.05743826942, 50.1488279889, 1345.5562972727
120, 24528_1584.53691403811, 25241_1663.65070200372, 329.8077150151, 408.9215029808
121,   120, 17284_992.012913027438, 910.5324901790, 647.8162041835
122,   119,   121, 196.5196660893, 95.2152339365
123,   118,   122, 12.0560509589, 456.3146136225
124,   106,   123, 219.9783916922, 68.6006521419
125, 17328_995.875445555416, 8557_513.562953602885, 587.4959860398, 105.1834940873
126, 13442_765.122496303607, 9787_582.508919243211, 295.4135737286, 112.7999966682
127, 10112_599.755889125867,   126, 242.7525983317, 112.7056317808
128,   125,   127, 120.9575644056, 69.5813956843
129, 4380_280.272638152411,   128, 79.7297890990, 86.8790460565
130,   129, 3568_227.789915193089, 118.4899060116, 145.7369721513
131, 14602_826.977059550892, 9265_553.455276551988, 328.5119698749, 54.9901868759
132, 11194_658.088615471905,   131, 345.3511349165, 185.7276091206
133,   130,   132, 69.9524780955, 300.6370156091
134, 23906_1520.24981500162, 28162_1985.39436501831, 249.3895783468, 714.5341283635
135, 22226_1365.00665535557,   134, 609.9627360657, 515.8163173649
136, 9910_590.216361783555, 2351_144.99882946882, 503.3047077222, 58.0871754074
137,   135,   136, 664.4152119228, -3.7170533057
138,   133,   137, 13.7961602288, 92.3244026496
139, 30816_2511.68400924199, 29612_2211.76829350522, 447.1766056278, 147.2608898910
140,   139, 30128_2309.11970016211, 224.5273614637, 469.1396580115
141,   140, 22219_1364.23690283044, 546.8048786740, 71.0617393539
142, 17356_996.939968444494,   141, 102.8035017609, 399.0386967930
143,   142, 11340_664.451093076513, 428.9729365283, 199.2875629213
144, 20054_1209.50145230392, 19075_1130.78149110224, 119.5533820999, 40.8334208982
145, 15899_898.585979262391,   144, 177.6995813165, 369.0616722582
146, 12498_718.580977715086,   145, 109.0034372818, 111.3088575126
147,   143,   146, 267.3138403826, 411.7278506606
148, 29615_2212.20131729039, 30163_2318.02744129486, 192.6825657542, 298.5086897587
149, 24818_1617.82095985889,   148, 51.2492719092, 452.9470635865
150,   149, 21547_1319.34941196242, 390.8503075466, 143.6280315593
151, 18425_1083.78314731069,   150, 63.2596295385, 155.1978626309
152, 5297_334.490499447766,   151, 62.2585777835, 748.2915961079
153,   147,   152, 142.0019059012, 216.3841377929
154, 22834_1415.95333644591, 23276_1458.77558765004, 109.1749745329, 151.9972257370
155, 29355_2160.75423271064, 27820_1941.4224044944, 426.8090372249, 207.4772090086
156,   155, 20756_1263.08637629, 675.7164177958, 204.8575986000
157,   154,   156, 377.7059648760, 129.1563806530
158, 15821_894.895273774522,   157, 234.6646677086, 268.8417909711
159, 20116_1215.05605178485, 12600_723.388284931016, 555.6375815705, 63.9698147167
160,   158,   159, 118.7337970631, 117.9216612115
161, 8813_528.375619412084,   160, 105.1650802318, 118.2862698225
162,   161, 5287_333.950888868902, 365.2344818457, 275.9748315343
163, 27070_1842.83718443358, 19060_1129.75751565525, 754.0243413815, 40.9446726031
164, 23251_1456.17196008684, 21475_1314.74514711891, 287.6904007182, 146.2635877503
165, 18255_1071.0777850758, 20482_1241.23853234961, 175.2948766512, 345.4556239250
166,   164,   165, 372.0664861008, 99.3678351567
167,   163,   166, 382.5615975008, 90.1638277166
168,   162,   167, -50.8109793616, 597.4642088551
169,   153,   168, 3.0749612065, 56.0142140313
170, 25535_1694.03331443282, 8228_495.577340456868, 1252.2526452095, 53.7966712336
171, 5059_321.895380225073, 4852_308.751609230786, 186.0933620046, 172.9495910104
172,   171, 13525_769.36685286684, 121.5387426680, 755.1035773144
173, 30302_2355.32063095628, 27322_1870.83022394245, 585.2290185098, 100.7386114960
174, 26461_1781.85993525556, 24480_1578.56913624606, 675.7295007199, 472.4387017104
175,   173,   174, 706.2970346761, 42.3358567653
176,   175, 17768_1033.27582728623, 117.4887900297, 86.9700395456
177, 7548_456.679080454486,   176, 500.3390503229, 989.9657576090
178,   177, 1303_71.9207443296698, -81.6350747311, 33.9456394669
179,   172,   178, 46.8783051936, 70.5901345039
180,   170,   179, 495.0348874711, 20.6391886065
181,   169,   180, 105.0558704519, -0.9711704607
182,   138,   181, 102.2616720572, 51.6743195527
183, 28457_2024.3765663226, 28814_2071.96626817329, 210.9299731697, 258.5196750204
184,   183, 15907_898.996971957832, 1285.9711363943, 371.5215151993
185,   184, 2400_147.454732020085, 405.7876000208, 25.7668752823
186,   185, 2611_165.127588273972, 43.1040837095, 86.5438152457
