AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
101, 28227_2077.38300699418, 15974_1356.8885850994, 1250.2583916879, 529.7639697931
102, 7148_619.349085218714,   101, 3.1215788145, 210.8971089020
103,   102, 8553_743.949274723913, 55.8970570228, 183.6188253425
104,   103, 3663_323.919904790843, 363.3901582235, 126.9796136329
105, 5518_477.283402160859,   104, 297.9433478175, 17.6002368146
106,   105, 6395_547.901493700069, 78.6514888741, 447.2129282309
107, 8418_733.232522047006, 5633_487.275552565862, 426.3624055256, 180.4054360444
108, 28828_2110.23804316589, 4336_387.261200492333, 1798.8820740401, 75.9052313665
109, 1271_71.531553955473,   108, 85.3410973956, 325.1655125660
110,   107,   109, 325.6571383636, 4.9774784020
111, 7178_622.133526499412, 8458_735.626244522812, 201.3313748878, 314.8240929112
112, 2788_246.114930565721,   111, 217.5404639403, 392.2276849862
113,   110,   112, 28.1173688996, 75.4788573672
114, 32957_2393.79458636268, 33493_2437.20277243773, 28.9354201734, 72.3436062484
115, 23037_1807.71007528182, 23328_1823.83294121507, 111.3328083572, 127.4556742904
116,   114,   115, 803.2778007437, 134.7959014791
117,   116, 25267_1919.74137044348, 86.1652889776, 444.3252939755
118,   117, 16122_1365.60958253419, 296.9562254265, 187.1497314928
119, 16872_1416.36259204298,   118, 280.4428590555, 42.5401180539
120, 19138_1557.50635821791, 20588_1650.25254164641, 20.7160127330, 113.4621961615
121, 19165_1560.87913753076, 22323_1764.17444754816, 4.2896706389, 207.5849806563
122,   120,   121, 243.3883530777, 263.1874744847
123,   119,   122, 91.9526073773, 249.4348667970
124,   123, 15154_1301.96436453438, 513.4765628011, 771.4738017253
125,   124, 3061_271.484873427142, 262.4587589181, 3.4530695361
126,   125, 1861_140.900534186699, 200.3553473540, 73.2240776497
127, 33450_2433.48516793424, 24598_1884.67442963831, 822.7842765325, 273.9735382366
128, 18062_1488.52528071203, 26668_1993.19640629823, 156.8489439488, 661.5200695350
129, 18658_1526.43077304026,   128, 449.6583209134, 254.9038846363
130,   127,   129, 542.0547708325, 8.1263315576
131, 26817_2001.29761972483,   130, 1010.7124380211, 78.0609388656
132,   131, 8982_777.162474123262, 995.2044863013, 781.7817787209
133, 32568_2363.83349274081, 33817_2467.81253130362, 164.7145921592, 268.6936307221
134,   133, 24727_1892.33207818162, 344.2918160219, 37.5049936219
135, 25477_1930.39226422956,   134, 498.4180226674, 422.8528429975
136, 15917_1353.76999456454,   135, 166.9056275953, 245.1098745930
137, 11320_988.359099222434,   136, 143.2326542806, 341.7379220274
138, 7690_668.792345005092,   137, 257.8140756330, 434.1481755698
139, 3395_299.602512605152,   138, 42.8860699508, 154.2618267177
140, 1535_100.272675083013,   139, 114.2032870986, 270.6470546699
141,   132,   140, 7.3069392388, -2.0043681792
142, 2169_174.448303121773, 4033_357.758293161102, 171.7157685663, 355.0257586056
143, 4456_396.253965970093, 3769_333.560820755515, 106.0886513006, 43.3955060860
144,   142,   143, 12.4185801392, 299.8513602532
145,   141,   144, 6.9286492896, 9.1688475422
146, 3501_309.039356411364,   145, 333.6342307116, 5.7399811742
147,   146, 362 1, 15.6348318424, 41.2297061427
148,   126,   147, 114.9848363828, 7.0786737031
149,   113,   148, 7.4677726784, 7.0637835745
150, 1847_139.621633432037,   149, 200.4202173339, 6.4264204817
151, 25351_1923.31127929827, 27899_2061.2491699198, 69.2861239171, 207.2240145386
152, 23127_1813.44055733219,   151, 200.0475893070, 240.6321873560
153, 27384_2032.54554413912,   152, 933.6385788011, 514.4860026872
154, 17213_1437.29070881126, 18067_1488.64155411147, 117.5451398182, 168.8959851184
155,   153,   154, 16.2212574222, 237.0598610771
156, 19119_1556.47849474542, 21329_1696.15172273078, 464.2511393839, 603.9243673692
157, 16222_1371.5553321283,   156, 541.4873988926, 262.1594221258
158,   157, 8373_728.61199630824, 164.9023837563, 63.4464468288
159,   155,   158, 541.6544715939, 124.1343131575
160,   159, 5524_477.990407650868, 85.7477450915, 22.7069164205
161, 31203_2268.62202884272, 32897_2388.27966466663, 49.2769458927, 168.9345817166
162, 31982_2321.19478367065,   161, 108.8798175475, 7.0301168268
163,   162, 32384_2349.08039552879, 37.5156910950, 174.2811205007
164,   163, 30625_2229.22368551716, 413.7366082717, 468.1610187608
165, 14810_1275.81200844264,   164, 213.4313474080, 698.6820057217
166,   160,   165, 96.4764859979, 703.5736558022
167, 12326_1072.57850022804, 9030_782.248156040903, 460.5741101693, 170.2437659821
168,   166,   167, 45.5741215866, 298.7715064129
169, 22491_1774.46329850239, 18731_1531.36682428561, 277.9006163143, 34.8041420975
170, 18322_1505.66172741193, 24743_1892.54177481835, 193.6673668573, 580.5474142637
171, 15224_1305.36739049994,   170, 194.6239529719, 201.2509230266
172, 11675_1020.34691748618,   171, 4.3789746472, 94.7754946890
173,   169,   172, 501.7749840148, 21.1802446657
174,   173, 17377_1444.82763641294, 239.5088335256, 689.5487717652
175, 16776_1410.07157666793,   174, 838.7433108670, 183.9505988467
176, 26250_1970.77197438924, 24140_1866.04109975245, 199.0694445031, 94.3385698663
177, 32859_2386.35911537504, 32579_2364.23967125047, 66.0908455759, 43.9714014514
178,   177, 25194_1915.68666958837, 590.2942704989, 185.7126702881
179,   176,   178, 125.9778505666, 84.2493199807
180,   179, 4476_398.297374168508, 1265.8755799159, 18.4482747648
181,   180, 5662_490.385255941959, 140.6132874366, 251.1494439749
182, 5839_504.630208299135, 13220_1152.30161635932, 74.5866319651, 722.2580400252
183, 22986_1805.01468635682, 25010_1907.80610226166, 67.4351161588, 170.2265320636
184, 21507_1707.63992647517,   183, 148.3397754634, 178.2794191863
185, 34069_2490.44814576301,   184, 972.9423144512, 41.7943196999
186,   185, 18043_1486.5842940465, 163.4152902631, 132.4937529977
187, 19723_1598.36406902651,   186, 268.2428873546, 23.9693593769
188, 14990_1289.68886727451,   187, 8.1667482438, 48.5990626411
189, 30460_2217.12062003984, 30321_2208.6559365543, 305.0501678332, 296.5854843477
190,   189, 20312_1633.45676988484, 607.2164094216, 328.6027270999
191,   188,   190, 164.7877394132, 188.1196631674
192, 18617_1523.90089723126,   191, 504.7866080478, 97.6200904341
193,   182,   192, 165.5385094155, 754.6092222649
194,   181,   193, 49.6150132875, 74.8842682390
195, 4075_362.463671485907,   194, 235.9646502240, 63.1217774177
196,   175,   195, 544.1263500732, 99.2971055342
197,   168,   196, 326.2346560657, 40.2036881475
198,   150,   197, 2.4257378390, 50.2225493211
199,   106,   198, 265.0445949536, 101.1317077435
