"","AncId","Desc","Branch.Length"
"1","101","4022_340.865274828365",251.6096587266
"2","101","3422_287.551738330503",198.2961222288
"3","102","3282_276.410228761182",268.3003123843
"4","102","101",81.1456997248
"5","103","14476_1992.9004245399",340.2925430492
"6","103","12751_1713.44663728494",60.8387557943
"7","104","11186_1360.66573225611",45.2826229427
"8","104","103",337.2247721773
"9","105","104",247.7457389348
"10","105","9822_1121.12994781145",53.4925774328
"11","106","7403_745.92583638303",38.0522899869
"12","106","105",359.7638239825
"13","107","7940_824.374184102572",35.7249335708
"14","107","8191_873.339782291385",84.6905317596
"15","108","106",106.9070928734
"16","108","107",187.6827970091
"17","109","108",199.3703309336
"18","109","6034_556.749770571594",155.1536479825
"19","110","109",172.4765718416
"20","110","4690_408.30797482925",179.1884240818
"21","111","12623_1688.76723968653",401.836899652
"22","111","11109_1347.59986774857",60.669527714
"23","112","16500_2331.54811306949",64.6419952099
"24","112","16355_2308.90358759874",41.9974697391
"25","113","15521_2172.25284488258",114.9956202051
"26","113","112",209.6488931821
"27","114","113",616.7539134743
"28","114","11900_1524.01188513641",83.5085739332
"29","115","111",30.3113566043
"30","115","114",183.884327773
"31","116","17705_2537.73597715007",400.5039408007
"32","116","16330_2306.83735630125",169.6053199518
"33","117","116",235.3295953863
"34","117","14192_1952.15613880417",50.253697841
"35","118","117",188.6421364277
"36","118","15418_2155.14825258509",441.8879480496
"37","119","12459_1655.82007795394",37.6516052818
"38","119","118",95.0918318634
"39","120","17667_2533.10443054811",861.7364997139
"40","120","12697_1702.17689212472",30.8089612905
"41","121","119",44.1117278154
"42","121","120",97.3111859776
"43","122","115",28.2905763351
"44","122","121",345.7283377615
"45","123","122",97.8010894726
"46","123","11693_1461.8436892996",331.3163716771
"47","124","12418_1647.46187757245",71.4278860317
"48","124","12907_1744.53425147247",168.5002599318
"49","125","12701_1703.05102027666",253.1245296293
"50","125","11769_1489.78817218508",39.8616815378
"51","126","124",405.3281939554
"52","126","125",279.220693062
"53","127","126",223.8442820723
"54","127","9575_1081.07410138633",134.2125858732
"55","128","127",136.4859436701
"56","128","10053_1156.19510166285",345.8195298198
"57","129","128",130.1413733123
"58","129","10308_1193.44805221542",513.2138536846
"59","130","5999_551.824744986231",37.4726704071
"60","130","129",165.8821239517
"61","131","3598_303.128427106901",29.6818876965
"62","131","130",240.9055351687
"63","132","123",887.4297761111
"64","132","131",30.3489978989
"65","133","110",123.0274423334
"66","133","132",137.0054330974
"67","134","102",82.5862265816
"68","134","133",180.5684186187
"69","135","1976_162.126357541736",74.5056845367
"70","135","1958_160.783890603837",73.1632175988
"71","136","2921",33.3826215358
"72","136","135",120.0032945408
"73","137","134",38.7306776425
"74","137","136",80.8243663114
"75","138","17539_2507.7228783019",98.9492324535
"76","138","17493_2498.81320576445",90.039559916
"77","139","138",446.1833860014
"78","139","15421_2155.69613164541",193.1058717984
"79","140","139",252.0390904591
"80","140","15923_2241.15261437945",530.6014449915
"81","141","140",22.4680492932
"82","141","16906_2398.29740602636",710.2142859316
"83","142","12544_1671.99000964532",39.1805492642
"84","142","141",55.2736597136
"85","143","14853_2061.41013122812",114.5864474681
"86","143","14409_1982.37113149575",35.5474477357
"87","144","16811_2384.34992755665",316.5958915692
"88","144","16012_2256.48651080019",188.7324748127
"89","145","143",41.9625647581
"90","145","144",162.8929169855
"91","146","14357_1975.29276544461",142.5795223849
"92","146","145",72.1478759423
"93","147","142",96.2943321271
"94","147","146",296.1981148057
"95","148","14876_2064.76294297137",616.0539342594
"96","148","147",87.806119542
"97","149","12374_1636.93189972249",25.26200397
"98","149","13037_1778.18120601459",166.5113102621
"99","150","148",125.0284980255
"100","150","149",287.9893850659
"101","151","12859_1732.80714288779",483.7622120414
"102","151","150",74.6355798401
"103","152","151",147.8803755785
"104","152","11021_1333.17558680271",232.0110315348
"105","153","152",249.8325692449
"106","153","8248_880.458504722277",29.1265186993
"107","154","10628_1256.6352284832",430.3804650962
"108","154","153",25.077222636
"109","155","4000_339.529497985108",70.4852350043
"110","155","154",557.2105004063
"111","156","155",90.5369014665
"112","156","3172_269.191894844776",90.6845333305
"113","157","3559_300.594806101604",24.0852647336
"114","157","6990_679.724655049872",403.2151136819
"115","158","156",64.774358557
"116","158","157",162.7765384107
"117","159","5041_447.973511950554",149.2052962103
"118","159","4054_343.497742860237",44.72952712
"119","160","4731_413.540307065185",245.7660541508
"120","160","159",130.9939628259
"121","161","158",111.0998902765
"122","161","160",165.1411402336
"123","162","9684_1098.99673138156",573.3048919946
"124","162","6533_617.625208181725",91.9333687948
"125","163","2216_182.50818152773",35.5354083859
"126","163","162",378.7190662451
"127","164","5626_510.848962125093",141.2909119839
