# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Nov 08 13:37:27 GMT 2022 [seed=1667914636879]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
89000	-21037.43523631283	-844.1642081404556	-20193.271028172374	2514.628758524928	-95.96053138000798	29773.583414680907	1772.6951526387195	1.0142545601746458	8.673355140653297E-7	8.673355140653295E-7	-20193.271028172374	0.0	-846.7481299410765
90000	-21049.99269013097	-854.5492532967394	-20195.44343683423	2571.5736640741775	-152.90543692925758	31636.28121802167	1982.811665112985	0.9916623447814155	9.216146027025177E-7	9.216146027025173E-7	-20195.44343683423	0.0	-857.0259696594188
91000	-21061.155954617	-856.2117046603888	-20204.94424995661	2616.400129803306	-197.73190265838593	31932.056213041295	2295.290648739816	0.8793443562141523	9.533084730336327E-7	9.533084730336329E-7	-20204.94424995661	0.0	-858.5665462021096
92000	-21054.392642483726	-858.2520554855781	-20196.14058699815	2641.364827302809	-222.69660015788895	32383.153717641064	2244.5705341166213	0.9464471702144965	8.907094212621172E-7	8.907094212621172E-7	-20196.14058699815	0.0	-860.6496606317362
93000	-21058.658216062915	-860.1744325670421	-20198.483783495874	2735.3352116367328	-316.66698449181285	32370.75162500722	1783.4122299734163	1.2997371444383126	8.417232862250022E-7	8.41723286225003E-7	-20198.483783495874	0.0	-862.6964954761587
94000	-21048.054045905217	-858.666934732094	-20189.387111173124	2630.1345020087774	-211.4662748638575	32292.60098644782	2230.766212158891	1.0203114229589079	9.395765632408138E-7	9.395765632408133E-7	-20189.387111173124	0.0	-861.014892677001
95000	-21046.67755275554	-857.0015563495848	-20189.675996405957	2665.3910255368774	-246.72279839195744	32367.4098028274	2284.1018392376945	1.1260424477989972	9.060207063447364E-7	9.060207063447355E-7	-20189.675996405957	0.0	-859.306366398196
96000	-21015.23303703121	-851.986110828002	-20163.246926203206	2755.5489832985086	-336.88075615358866	31672.851066513373	1905.2926305319252	0.8892527967570916	9.172261467398214E-7	9.172261467398218E-7	-20163.246926203206	0.0	-854.5406312465308
97000	-21022.933457321124	-857.0770756322422	-20165.85638168888	2760.094196016399	-341.4259688714792	32161.249337105335	2585.7013672214957	0.9044369002560366	9.141823365302306E-7	9.141823365302313E-7	-20165.85638168888	0.0	-859.3302829558359
98000	-21019.179329547624	-859.663379776058	-20159.515949771565	2762.028664018788	-343.3604368738679	32577.427960022695	1963.8639037929358	0.8417704655971446	8.099013105795049E-7	8.099013105795052E-7	-20159.515949771565	0.0	-862.2812582980386
99000	-21011.78408164531	-860.4706482812204	-20151.31343336409	2622.7967949868116	-204.1285678418917	32357.359720852903	2087.8723554265785	1.019547280718234	8.649921922233911E-7	8.649921922233919E-7	-20151.31343336409	0.0	-862.929793592418
100000	-21014.631847428667	-862.4933385962935	-20152.138508832373	2668.4779976643576	-249.80977051943773	32627.831418768943	2317.7668372376834	1.1712057058880403	8.492320081978424E-7	8.492320081978418E-7	-20152.138508832373	0.0	-864.8038666740424
101000	-20976.31143864969	-861.6510581772727	-20114.66038047242	2606.8393849012346	-188.17115775631464	32492.773599978787	2282.9774432110125	0.9722557598644962	9.099086083609426E-7	9.099086083609425E-7	-20114.66038047242	0.0	-864.0130330296171
102000	-20966.90385019708	-857.5877140694158	-20109.31613612766	2614.746993834451	-196.07876668953122	31641.770568670298	2122.5514574409344	0.9458191256375867	8.603846720475325E-7	8.603846720475314E-7	-20109.31613612766	0.0	-860.0487890803207
103000	-20978.826878715292	-867.7971962918249	-20111.02968242347	2730.476434960443	-311.808207815523	33349.8038164915	2459.034904430838	1.000599891726381	7.982078870259681E-7	7.98207887025968E-7	-20111.02968242347	0.0	-870.1562409059804
104000	-20956.201042225814	-879.5206628671319	-20076.68037935868	2675.654444302624	-256.98621715770423	35347.80786521588	2838.7835714808134	1.1537255995216196	7.888203901624189E-7	7.888203901624197E-7	-20076.68037935868	0.0	-881.7120392338936
105000	-20955.06364217038	-880.0767275542493	-20074.98691461613	2639.5773292372373	-220.90910209231743	35262.0506250509	2718.9313965783504	0.980572813472281	8.365280019023485E-7	8.365280019023487E-7	-20074.98691461613	0.0	-882.3440123006674
106000	-20961.94900033738	-883.4371710522016	-20078.511829285177	2621.3903898903613	-202.72216274544144	36434.74338068501	2490.103156798821	0.9189749882056246	8.316572944279552E-7	8.316572944279556E-7	-20078.511829285177	0.0	-885.8320391349454
107000	-20964.70603746516	-886.165300401015	-20078.540737064144	2606.265973964223	-187.5977468193032	36794.69697237564	3145.892243374913	0.8211388698843253	7.71323151229764E-7	7.713231512297647E-7	-20078.540737064144	0.0	-888.4012695193097
108000	-20936.633024544954	-878.5052414932443	-20058.12778305171	2597.9549095620087	-179.28668241708874	35284.055906841604	2937.7023137869223	0.9510018353892593	8.351510670994808E-7	8.351510670994797E-7	-20058.12778305171	0.0	-880.7066422259714
109000	-20953.00682515318	-885.4059914675144	-20067.60083368567	2703.1180539684105	-284.44982682349064	36320.654135238365	3227.506689283643	0.8331053326457255	7.963815398248559E-7	7.963815398248562E-7	-20067.60083368567	0.0	-887.589883938561
110000	-20942.118438509468	-882.521752099754	-20059.596686409714	2597.396926431549	-178.7286992866293	35679.349835966	2728.960681167173	0.8105206354210729	8.294276740952293E-7	8.294276740952286E-7	-20059.596686409714	0.0	-884.849969865884
111000	-20944.078416666543	-885.2546744360102	-20058.823742230532	2606.5251490460387	-187.85692190111877	36514.352039784746	2785.1593817898697	0.8105206354210729	7.064809996583534E-7	7.06480999658354E-7	-20058.823742230532	0.0	-887.6580911347712
112000	-20948.533315359873	-883.8574195942638	-20064.67589576561	2636.4471458747335	-217.77891872981354	36275.11470468716	2815.6254394447124	1.0040757773566682	7.974364628269284E-7	7.974364628269282E-7	-20064.67589576561	0.0	-886.1200116366302
113000	-20939.43073084807	-887.6082199228712	-20051.8225109252	2629.002697687018	-210.3344705420982	36682.35747308897	3112.397116388549	0.9088161265211808	7.346487675894857E-7	7.346487675894857E-7	-20051.8225109252	0.0	-889.852133154754
114000	-20936.03445406434	-892.4017272607033	-20043.632726803637	2635.8251005638595	-217.15687341893954	37440.70657001644	2788.895908606197	0.9405782380379024	7.393821005997509E-7	7.393821005997514E-7	-20043.632726803637	0.0	-894.7510314318381
115000	-20948.169895389652	-895.6611027834512	-20052.5087926062	2647.5766158573283	-228.9083887124084	37891.79013854478	3964.1907020589597	0.9405782380379024	7.918664242325037E-7	7.918664242325037E-7	-20052.5087926062	0.0	-897.6281278000087
