AncId, Desc1, Desc2, Branch Length 1, Branch Length 2
101, 2796_236.80173709329, 2918_246.000388784204, 55.2759642995, 64.4746159904
102, 5292_476.030237990001,   101, 376.6855844534, 82.1811192572
103, 4456_384.281962548879, 3397_284.852217217408, 168.5208870097, 69.0911416782
104, 5511_499.928571017879,   103, 317.3443429294, 33.1768474507
105,   104, 1981_162.205285524088, 157.6518988896, 137.2729563252
106, 3709_313.521865258348,   105, 323.8706727710, 35.2811367115
107, 1460_108.817580083911,   106, 180.8437516567, 61.6773640602
108,   107, 2414_200.701847162053, 0.7466992203, 273.4747179551
109, 7049_686.223598348335, 9819_1120.93610653814, 70.7322031584, 505.4447113482
110,   109, 2837_240.281063310086, 439.7976260411, 64.5872941613
111, 16998_2417.38033119798, 14637_2019.14675640735, 659.0436396847, 260.8100648941
112,   111, 12263_1607.09774844034, 305.2544005905, 154.0154575176
113, 17228_2453.7571140237, 17010_2419.16043884652, 193.7333835914, 159.1367084143
114, 15301_2135.51620106067,   113, 449.4071970084, 573.9147263800
115, 15331_2140.26865784943, 17651_2528.35777654938, 150.2480792337, 538.3371979336
116,   115, 14880_2065.07207729596, 134.1388364616, 209.1903351418
117,   114,   116, 104.8336828770, 274.6064209789
118,   117, 14796_2049.96634962042, 93.8627624725, 562.5537909176
119,   112,   118, 32.9272980006, 67.2575657806
120,   119, 10672_1269.96845509862, 233.1368792701, 82.9503414465
121,   120, 6830_655.835757169753, 646.6301840068, 115.4478275245
122,   121, 4200_358.306462827607, 235.9212147248, 53.8397479071
123,   122, 2426_201.399567162118, 131.9877061752, 28.9205584168
124,   123, 2191_180.747148323248, 35.2350634873, 43.5032030652
125,   110,   124, 128.9423009477, 90.4924770568
126, 7717_787.284675205213, 4771_418.923394850363, 605.8267895250, 237.4655091702
127,   125,   126, 87.6700166339, 222.3764341129
128, 2217_182.708353634285, 2706_229.71424727066, 154.3503551432, 201.3562487795
129, 6186_578.13561373104, 6466_610.651699998763, 52.7981516459, 85.3142379136
130,   128,   129, 33.5316797847, 530.5111433788
131, 5777_525.103496188922, 5527_501.319165333991, 29.2924896987, 5.5081588437
132, 10504_1230.47875939033, 11067_1341.12282251281, 369.6606495437, 480.3047126662
133,   132, 8634_936.026813468743, 356.5680045585, 431.7767081806
134, 10121_1170.11849088774, 13075_1786.21574740447, 384.5479254926, 1000.6451820094
135,   134, 8792_957.95223248524, 253.8358896927, 426.2175567828
136,   133,   135, 191.6157966707, 219.1003670850
137,   131,   136, 202.7223646698, 19.5456667970
138, 5287_474.248537855765,   137, 485.0182615982, 303.8583655629
139,   130,   138, 4.4598285932, -1.1362138557
140,   127,   139, -10.4786634609, 20.8063750850
141, 439 1, 4341_372.870151886442, 34.6290005135, 406.4991524000
142, 12352_1633.3725055561, 12196_1585.49043470396, 56.3342440079, 8.4521731557
143, 11998_1543.94058968141,   142, 30.0550613894, 63.1527332563
144, 11062_1339.82410807483,   143, 399.2719141377, 573.3333343548
145, 7400_745.407597629544,   144, 250.6230178524, 445.7676141600
146, 5193_462.619637668355,   145, 100.6465217171, 132.8114638259
147, 471 1,   146, 7.4073561386, 368.3804720899
148,   147, 2685_227.437397091871, 60.2577261592, 294.1024793897
149, 16058_2264.13212290752, 16093_2270.44398542966, 101.7216328138, 108.0334953360
150,   149, 16897_2396.32560515747, 64.2554414262, 298.1705564900
151,   150, 15939_2245.62306417842, 42.3605917845, 189.8286072954
152,   151, 13936_1921.42108305663, 326.2887393337, 191.9153655074
153, 11961_1538.0894373614,   152, 22.9045767252, 214.3208569130
154, 9872_1128.30972785452, 11080_1342.81034309291, 64.2134934768, 278.7141087152
155,   153,   154, 777.5072038188, 326.4185775603
156,   155, 6523_616.805459945779, 214.3738649650, 93.5016680934
157, 12537_1670.17712378816, 12532_1668.59926296517, 212.9097982943, 211.3319374713
158,   157, 10355_1200.72853303943, 345.3079759282, 88.7691834737
159,   158, 8391_904.575213283419, 299.8511810431, 92.4670447608
160, 10783_1296.77766942735,   159, 553.4674244105, 68.7979235058
161, 13138_1797.54421565826, 13091_1789.89364301442, 71.4652912140, 63.8147185701
162,   161, 12337_1626.69057456896, 358.5939967724, 259.2056468970
163, 15271_2132.14290389555, 13162_1799.6553825652, 376.0339150173, 43.5463936869
164, 17112_2436.11256737301, 14978_2080.02545040463, 490.1780790880, 134.0909621196
165, 17544_2508.8686209599,   164, 743.7641920853, 180.8300594104
166,   163,   165, 85.7889717097, 94.7844117060
167,   166, 11711_1467.37489741288, 299.6810395719, 96.7359198162
168,   162,   167, 96.1301731563, 99.2842230811
169,   168, 10776_1294.14121886132, 45.9051972292, 68.6916615749
170, 8616_935.261101096793, 7054_686.534988300241, 280.4815753721, 31.7554625756
171,   169,   170, 607.1762773644, 36.5062458026
