"","AncId","Desc","Branch.Length"
"1","101","3792_319.028086846428",6.1072565362
"2","101","4457_384.281962548879",71.3611322387
"3","102","101",192.407004899
"4","102","8184_872.922833162375",752.4090077511
"5","103","13615_1873.57629506158",402.6841851647
"6","103","11806_1499.80080091377",28.9086910169
"7","104","14020_1931.48535300393",503.5666995387
"8","104","12768_1715.67756907889",287.7589156136
"9","105","103",127.3848205414
"10","105","104",84.4113641099
"11","106","105",377.4919155937
"12","106","9021_990.08984852105",24.0744747594
"13","107","7681_780.416947148508",196.2281755157
"14","107","106",381.8266021288
"15","108","7036_685.689853913889",272.7874603174
"16","108","107",171.2863780363
"17","109","15372_2149.85608058765",19.2124996331
"18","109","15398_2151.25880290377",20.6152219492
"19","110","16500_2331.54811306949",299.9040055239
"20","110","109",98.999473409
"21","111","110",127.3501084866
"22","111","15710_2205.04570294785",300.7517038889
"23","112","111",104.242713781
"24","112","14854_2061.66820676243",261.6169214845
"25","113","12351_1633.07243959378",150.0898182031
"26","113","112",317.0686638873
"27","114","113",30.6329434034
"28","114","11759_1486.79801364978",34.4483356625
"29","115","17047_2425.07807606449",113.0529401922
"30","115","16877_2393.36266785304",81.3375319807
"31","116","115",34.0905831273
"32","116","16466_2325.79054924988",47.8559965049
"33","117","15311_2137.13660472242",124.632639699
"34","117","116",265.4305877215
"35","118","15266_2131.10997262554",7.9023329262
"36","118","15419_2155.14825258509",31.9406128857
"37","119","15251_2125.4440243453",58.1823214867
"38","119","118",55.9459368408
"39","120","117",258.625203145
"40","120","119",313.3829409801
"41","121","17404_2484.97336937578",875.3698066242
"42","121","120",144.2751991269
"43","122","114",250.4224262427
"44","122","121",407.676311007
"45","123","122",32.6404905666
"46","123","10428_1213.97622589861",44.6894647206
"47","124","123",556.4287676804
"48","124","6824_654.399016082399",41.5410225847
"49","125","10571_1243.34117956475",42.0229768202
"50","125","10965_1324.32867101122",123.0104682667
"51","126","10115_1167.48748770813",66.0427481443
"52","126","125",99.8734631806
"53","127","12871_1736.38892905501",482.9218532954
"54","127","11345_1383.772698608",130.3056228484
"55","128","127",78.2518845872
"56","128","10233_1184.23572040634",9.0205292339
"57","129","128",127.806831973
"58","129","10808_1300.24107826867",252.8327190693
"59","130","126",78.2266983584
"60","130","129",24.1903179939
"61","131","7854_807.69603659392",187.0747862272
"62","131","130",402.5967908387
"63","132","124",456.7891647227
"64","132","131",464.5524215917
"65","133","108",313.3703396614
"66","133","132",56.5367748399
"67","134","4262_364.159160611491",130.8539903275
"68","134","6229_583.208919685138",349.9037494012
"69","135","133",63.3771007686
"70","135","134",197.1502171174
"71","136","2929_248.339827626292",345.9155248017
"72","136","2088_171.940615466271",269.5163126417
"73","137","718_25.2606068418622",90.938587751
"74","137","764_29.1835536394868",94.8615345486
"75","138","2885_242.842937876854",320.4078882637
"76","138","137",11.8869694777
"77","139","1056_67.5183769541137",69.6114928128
"78","139","6681_635.077560694661",637.1706765533
"79","140","1279_89.779642492043",50.7003199028
"80","140","3292_276.788769524836",237.7094469356
"81","141","12255_1606.80433485388",816.5838903751
"82","141","10445_1218.18656380479",427.966119326
"83","142","8932_978.558092271193",419.4507118168
"84","142","141",231.1130640244
"85","143","9977_1145.2254960044",42.4119309792
"86","143","10494_1227.99723018557",125.1836651604
"87","144","8723_950.717949598102",13.2471975509
"88","144","143",165.3428129779
"89","145","11280_1371.28778211845",91.5465037805
"90","145","10769_1293.983032204",14.241753866
"91","146","145",19.8688765005
"92","146","10771_1293.983032204",34.1106303665
"93","147","9323_1041.79708321945",25.704013412
"94","147","146",243.77933203
"95","148","8813_961.291599717135",74.6463754429
"96","148","147",129.4478455332
"97","149","144",95.3067846721
"98","149","148",44.4812568992
"99","150","149",14.5779267547
"100","150","9394_1052.81523303337",225.229192413
"101","151","6207_580.773984479078",144.7556909799
"102","151","5245_469.835815370045",33.8175218708
"103","152","150",404.4105126665
"104","152","151",12.8427655454
"105","153","6682_635.218337549659",272.6659890863
"106","153","152",60.6231794905
"107","154","142",263.5885928569
"108","154","153",67.0335608659
"109","155","154",253.6324402686
"110","155","6026_555.546164116845",513.6598167879
"111","156","140",20.1839872451
"112","156","155",22.9910119848
"113","157","139",4.2638565597
"114","157","156",25.2523077624
"115","158","6665_633.339638990851",316.8804060193
"116","158","6196_579.238684109722",262.7794511382
"117","159","158",32.0312912098
"118","159","4073_345.313146166137",60.8852044044
"119","160","1045_66.5927604660866",58.8534690519
"120","160","159",276.6886503475
"121","161","2276_188.152706990686",194.7536830002
"122","161","160",14.3402674238
"123","162","161",1.3619025655
"124","162","4031_342.137272213896",350.1001507889
"125","163","7399_745.407597629544",177.1102937165
"126","163","6540_619.066075389279",50.7687714763
"127","164","6338_596.256434200581",59.4631194068
"128","164","163",31.5039891193
"129","165","15386_2150.7129203902",128.5444744037
"130","165","16130_2274.05611984333",251.8876738568
"131","166","165",15.6204300828
"132","166","16176_2280.82331545386",274.2752995501
"133","167","11013_1331.99448270898",11.7661523576
"134","167","166",686.3196855523
"135","168","167",49.3122148716
"136","168","11302_1375.73709130352",104.8209758237
"137","169","168",66.7720509934
"138","169","11258_1370.11544358293",165.9713790965
"139","170","9020_990.068777663244",166.7053332042
"140","170","169",380.7806200273
"141","171","1051_67.4742627920621",57.4204819301
"142","171","170",813.3096635972
"143","172","164",535.6624899934
"144","172","171",8.9229560616
"145","173","8747_954.141700393858",82.4356898326
"146","173","8604_933.498347938497",61.7923373773
"147","174","5145_458.877493587678",303.853699626
"148","174","173",716.6822165995
"149","175","15316_2138.10692523521",311.7611745784
"150","175","13414_1839.24674656513",12.9009959084
"151","176","14685_2024.29446790818",249.8872068248
"152","176","175",51.9384895734
"153","177","13467_1848.49934558055",101.5476344758
"154","177","176",27.4555499786
"155","178","14363_1975.64931845264",168.1463932678
"156","178","17574_2512.5262848482",705.0233596633
"157","179","178",97.0144124221
"158","179","12815_1725.1783336596",14.6898208968
"159","180","16172_2280.08145652412",632.0852575731
"160","180","179",62.4923138118
"161","181","177",172.2340692922
"162","181","180",73.2785571384
"163","182","181",104.5928484321
"164","182","12264_1607.09774844034",136.9729550598
"165","183","13974_1925.20977348267",473.5777979409
"166","183","182",18.4928178388
"167","184","183",826.8062828856
"168","184","6723_639.466647583715",14.6409549276
"169","185","184",408.2064053871
"170","185","4189_356.630022485118",140.0107352161
"171","186","4356_374.139812899728",265.3814767276
"172","186","185",107.8609510969
"173","187","174",125.3802143468
"174","187","186",79.1147565573
"175","188","725_25.5422663854444",23.6249833393
"176","188","187",27.7262965687
"177","189","172",30.4257423861
"178","189","188",31.212200632
"179","190","162",12.3127599698
"180","190","189",-9.0192790411
"181","191","157",37.3448957927
"182","191","190",23.4262296663
"183","192","138",60.7146150534
"184","192","191",94.5776972292
"185","193","1095_71.9833658340813",61.98607579
"186","193","4414_380.962728148432",370.9654381044
"187","194","193",87.9040160129
"188","194","2521_209.554273927046",287.4609998959
"189","195","192",-4.4565003261
"190","195","194",55.9163391453
"191","196","136",60.4541855727
"192","196","195",24.2068176339
"193","197","3012_255.611515245732",419.8924268991
"194","197","196",6.2510289053
"195","198","135",209.9675032609
"196","198","197",9.531638441
"197","199","102",346.4470627332
"198","199","198",52.1206872276
