"","shape","rate","aic","LL"
"1",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"2",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"3",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"4",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"5",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"6",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"7",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"8",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"9",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"10",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"11",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"12",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"13",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"14",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"15",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"16",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"17",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"18",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"19",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"20",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"21",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"22",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"23",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"24",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"25",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"26",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"27",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"28",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"29",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"30",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"31",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"32",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"33",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"34",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"35",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"36",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"37",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"38",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"39",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"40",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"41",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"42",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"43",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"44",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"45",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"46",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"47",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"48",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"49",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
"50",10.0309756930315,59.2663499365194,-3585345.65696896,1792674.82848448
